year,raceId,boatType,classId,place,value,temp,rain,water
2011,ADK90,Canoe,oc4,1,11155,61.2,0,4.36
2012,ADK90,Canoe,voyageur,2,11178,60.8,0.02,3.05
2025,ADK90,Canoe,oc4open,4,11179.1,59.2,0,2.97
2019,ADK90,Canoe,oc4open,3,11186,59,0.02,3.67
2011,ADK90,Canoe,oc4open,3,11202,61.2,0,4.36
2022,ADK90,Canoe,voyageur,1,11213.7,70.5,0,3.32
2013,ADK90,Canoe,oc4mix,6,11214,59.8,0.185,3.56
2013,ADK90,Canoe,oc4open,6,11217,59.8,0.185,3.56
2025,ADK90,Kayak,k1open,1,11222.5,59.2,0,2.97
2013,ADK90,Canoe,oc4mix,4,11225,59.8,0.185,3.56
2017,ADK90,Canoe,oc4open,3,11226,56.9,0,4
2015,ADK90,Canoe,oc4open,3,11229,64.2,1.535,3.45
2022,ADK90,Canoe,oc4,4,11230.5,70.5,0,3.32
2012,ADK90,Canoe,oc4,1,11235,60.8,0.02,3.05
2019,ADK90,Kayak,k1unlimited,2,11256,59,0.02,3.67
2025,ADK90,Canoe,oc4openmix,2,11258.7,59.2,0,2.97
2022,ADK90,Kayak,k1unlimitedmaster,1,11271.6,70.5,0,3.32
2014,ADK90,Canoe,oc4,1,11278,65,0,2.97
2014,ADK90,Canoe,oc4women,1,11279,65,0,2.97
2017,ADK90,Kayak,k2,2,11280,56.9,0,4
2012,ADK90,Canoe,oc4open,4,11306,60.8,0.02,3.05
2012,ADK90,Canoe,oc4mix,1,11308,60.8,0.02,3.05
2012,ADK90,Canoe,oc4open,5,11318,60.8,0.02,3.05
2015,ADK90,Canoe,voyageur,1,11319,64.2,1.535,3.45
2010,ADK90,Canoe,voyageur,1,11327,63.4,0,3.19
2012,ADK90,Kayak,k2,2,11359,60.8,0.02,3.05
2014,ADK90,Canoe,voyageur,2,11369,65,0,2.97
2008,ADK90,Canoe,voyageur,4,11379,63.5,0.268,3.46
2012,ADK90,Canoe,oc4open,3,11381,60.8,0.02,3.05
2025,ADK90,Canoe,oc4openmix,3,11381.9,59.2,0,2.97
2011,ADK90,Canoe,oc4,2,11388,61.2,0,4.36
2018,ADK90,Canoe,oc4open,1,11389,54.4,0,3.2
2009,ADK90,Canoe,oc4,1,11391,63.8,0.028,3.28
2023,ADK90,Canoe,oc4mix,4,11393.3,64.2,0.421,4.17
2012,ADK90,Canoe,oc4mix,2,11399,60.8,0.02,3.05
2014,ADK90,Canoe,oc4,2,11402,65,0,2.97
2013,ADK90,Canoe,oc4mix,5,11415,59.8,0.185,3.56
2008,ADK90,Canoe,oc4mix,1,11452,63.5,0.268,3.46
2011,ADK90,Canoe,oc4,3,11458,61.2,0,4.36
2009,ADK90,Canoe,oc2ammaster,1,11474,63.8,0.028,3.28
2009,ADK90,Canoe,oc2am,1,11477,63.8,0.028,3.28
2015,ADK90,Canoe,oc4mix,1,11479,64.2,1.535,3.45
2022,ADK90,Canoe,oc4,6,11481.2,70.5,0,3.32
2022,ADK90,Canoe,oc4,5,11486.5,70.5,0,3.32
2011,ADK90,Canoe,oc4mix,4,11487,61.2,0,4.36
2009,ADK90,Canoe,oc4mix,2,11488,63.8,0.028,3.28
2011,ADK90,Canoe,oc4mix,1,11488,61.2,0,4.36
2017,ADK90,Canoe,oc4,2,11488,56.9,0,4
2017,ADK90,Canoe,oc4open,4,11491,56.9,0,4
2021,ADK90,Canoe,oc4,3,11499,68.4,0.028,3.04
2013,ADK90,Canoe,oc4,2,11503,59.8,0.185,3.56
2019,ADK90,Unknown,voyageur,1,11503,59,0.02,3.67
2019,ADK90,Canoe,oc4stockmix,1,11512,59,0.02,3.67
2008,ADK90,Canoe,voyageur,3,11522,63.5,0.268,3.46
2008,ADK90,Canoe,oc2am,1,11529,63.5,0.268,3.46
2013,ADK90,Canoe,oc4,1,11530,59.8,0.185,3.56
2008,ADK90,Canoe,oc2am,2,11536,63.5,0.268,3.46
2009,ADK90,Canoe,oc4mix,3,11550,63.8,0.028,3.28
2018,ADK90,Canoe,oc4open,2,11557,54.4,0,3.2
2009,ADK90,Kayak,k2,1,11572,63.8,0.028,3.28
2012,ADK90,Canoe,oc4mix,3,11609,60.8,0.02,3.05
2008,ADK90,Canoe,oc4,2,11619,63.5,0.268,3.46
2013,ADK90,Canoe,oc4mix,7,11626,59.8,0.185,3.56
2023,ADK90,Canoe,oc4,2,11626.8,64.2,0.421,4.17
2019,ADK90,Canoe,oc4stockmix,2,11637,59,0.02,3.67
2014,ADK90,Canoe,oc4open,4,11641,65,0,2.97
2011,ADK90,Canoe,oc4mix,7,11646,61.2,0,4.36
2009,ADK90,Canoe,oc4mix,1,11647,63.8,0.028,3.28
2011,ADK90,Canoe,oc4mix,5,11655,61.2,0,4.36
2011,ADK90,Canoe,oc4mix,2,11664,61.2,0,4.36
2017,ADK90,Canoe,oc4,3,11674,56.9,0,4
2023,ADK90,Canoe,oc4mix,5,11694.6,64.2,0.421,4.17
2021,ADK90,Canoe,oc4stockmixmaster,1,11704,68.4,0.028,3.04
2014,ADK90,Kayak,k2mix,1,11705,65,0,2.97
2017,ADK90,Kayak,k2mix,1,11712,56.9,0,4
2019,ADK90,Kayak,k2,1,11718,59,0.02,3.67
2021,ADK90,Canoe,oc4stock,1,11720,68.4,0.028,3.04
2008,ADK90,Canoe,oc4,1,11722,63.5,0.268,3.46
2012,ADK90,Canoe,oc4mix,4,11728,60.8,0.02,3.05
2011,ADK90,Canoe,oc4open,4,11729,61.2,0,4.36
2011,ADK90,Canoe,oc4mix,3,11741,61.2,0,4.36
2022,ADK90,Canoe,oc4stock,1,11742.5,70.5,0,3.32
2019,ADK90,Canoe,oc4stockmix,3,11744,59,0.02,3.67
2008,ADK90,Kayak,k2,1,11755,63.5,0.268,3.46
2017,ADK90,Canoe,oc4,5,11755,56.9,0,4
2014,ADK90,Canoe,oc4,3,11756,65,0,2.97
2012,ADK90,Kayak,k1tour,1,11761,60.8,0.02,3.05
2013,ADK90,Canoe,oc4mix,8,11764,59.8,0.185,3.56
2011,ADK90,Canoe,oc4mix,6,11768,61.2,0,4.36
2012,ADK90,Canoe,oc4mix,5,11777,60.8,0.02,3.05
2010,ADK90,Canoe,oc4mix,1,11780,63.4,0,3.19
2012,ADK90,Canoe,oc4,2,11780,60.8,0.02,3.05
2019,ADK90,Canoe,oc4open,4,11787,59,0.02,3.67
2023,ADK90,Canoe,oc4stock,2,11787.5,64.2,0.421,4.17
2008,ADK90,Canoe,oc2ammaster,1,11792,63.5,0.268,3.46
2018,ADK90,Canoe,oc4open,3,11798,54.4,0,3.2
2023,ADK90,Canoe,oc4stockmix,1,11808.3,64.2,0.421,4.17
2008,ADK90,Kayak,k1unlimited,2,11812,63.5,0.268,3.46
2022,ADK90,Canoe,oc4stockmix,1,11814.9,70.5,0,3.32
2008,ADK90,Kayak,k1tourveteran,1,11822,63.5,0.268,3.46
2013,ADK90,Canoe,oc4,5,11829,59.8,0.185,3.56
2015,ADK90,Canoe,oc4mix,2,11830,64.2,1.535,3.45
2015,ADK90,Canoe,oc4open,4,11830,64.2,1.535,3.45
2021,ADK90,Canoe,oc4stock,2,11832,68.4,0.028,3.04
2017,ADK90,Canoe,oc4mix,1,11844,56.9,0,4
2011,ADK90,Canoe,oc2ammix,1,11847,61.2,0,4.36
2011,ADK90,Kayak,k2,2,11856,61.2,0,4.36
2011,ADK90,Kayak,k2,1,11860,61.2,0,4.36
2009,ADK90,Canoe,oc2ammaster,2,11872,63.8,0.028,3.28
2015,ADK90,Canoe,oc4mix,3,11873,64.2,1.535,3.45
2009,ADK90,Canoe,oc4,2,11873,63.8,0.028,3.28
2017,ADK90,Canoe,oc2amwomen,1,11878,56.9,0,4
2017,ADK90,Canoe,oc2ammix,1,11880,56.9,0,4
2017,ADK90,Canoe,oc4,4,11882,56.9,0,4
2023,ADK90,Canoe,oc4stock,1,11882.8,64.2,0.421,4.17
2018,ADK90,Canoe,oc4stock,1,11887,54.4,0,3.2
2008,ADK90,Canoe,oc2ammaster,3,11887,63.5,0.268,3.46
2008,ADK90,Canoe,oc2ammaster,2,11889,63.5,0.268,3.46
2017,ADK90,Canoe,oc4mix,3,11891,56.9,0,4
2015,ADK90,Canoe,voyageur,2,11893,64.2,1.535,3.45
2019,ADK90,Kayak,k1tourmaster,1,11902,59,0.02,3.67
2012,ADK90,Canoe,oc4open,6,11908,60.8,0.02,3.05
2010,ADK90,Canoe,open,NA,11912,63.4,0,3.19
2019,ADK90,Kayak,k1unlimited,3,11921,59,0.02,3.67
2017,ADK90,Canoe,oc4,6,11930,56.9,0,4
2013,ADK90,Canoe,oc4,3,11936,59.8,0.185,3.56
2013,ADK90,Kayak,k1unlimited,1,11936,59.8,0.185,3.56
2018,ADK90,Canoe,oc4open,4,11942,54.4,0,3.2
2008,ADK90,Kayak,k2,2,11947,63.5,0.268,3.46
2008,ADK90,Kayak,k1unlimited,3,11950,63.5,0.268,3.46
2011,ADK90,Canoe,oc2am,1,11953,61.2,0,4.36
2014,ADK90,Canoe,oc4mix,1,11954,65,0,2.97
2014,ADK90,Canoe,oc4mix,2,11955,65,0,2.97
2014,ADK90,Canoe,oc4mix,3,11957,65,0,2.97
2012,ADK90,Kayak,k1unlimited,1,11961,60.8,0.02,3.05
2013,ADK90,Kayak,k2mix,2,11964,59.8,0.185,3.56
2009,ADK90,Canoe,oc2am,2,11967,63.8,0.028,3.28
2008,ADK90,Canoe,oc2am,3,11971,63.5,0.268,3.46
2022,ADK90,Canoe,oc4,8,11976.6,70.5,0,3.32
2022,ADK90,Kayak,k1unlimitedveteran,1,11979.8,70.5,0,3.32
2021,ADK90,Unknown,voyageur,1,11981,68.4,0.028,3.04
2017,ADK90,Canoe,oc4mix,2,11982,56.9,0,4
2009,ADK90,Kayak,k2,2,12004,63.8,0.028,3.28
2011,ADK90,Canoe,open,NA,12005,61.2,0,4.36
2021,ADK90,Canoe,oc4stockmixmaster,2,12010,68.4,0.028,3.04
2022,ADK90,Canoe,oc4,7,12011.4,70.5,0,3.32
2018,ADK90,Unknown,voyageur,1,12012,54.4,0,3.2
2010,ADK90,Canoe,voyageur,2,12019,63.4,0,3.19
2019,ADK90,Canoe,oc4stock,1,12026,59,0.02,3.67
2011,ADK90,Canoe,oc4mix,9,12027,61.2,0,4.36
2008,ADK90,Canoe,voyageuropen,1,12027,63.5,0.268,3.46
2013,ADK90,Canoe,oc4,7,12029,59.8,0.185,3.56
2009,ADK90,Canoe,oc2stock,1,12029,63.8,0.028,3.28
2025,ADK90,Unknown,voyageurmix,1,12029,59.2,0,2.97
2019,ADK90,Canoe,oc4stock,2,12038,59,0.02,3.67
2025,ADK90,Canoe,oc4stockmix,1,12043.9,59.2,0,2.97
2017,ADK90,Kayak,k1tourveteran,1,12045,56.9,0,4
2022,ADK90,Canoe,oc4stockmix,2,12047.9,70.5,0,3.32
2017,ADK90,Canoe,oc4mix,6,12058,56.9,0,4
2013,ADK90,Canoe,oc4,6,12062,59.8,0.185,3.56
2008,ADK90,Canoe,voyageur,5,12064,63.5,0.268,3.46
2010,ADK90,Canoe,oc4,1,12065,63.4,0,3.19
2013,ADK90,Kayak,k2mix,1,12077,59.8,0.185,3.56
2009,ADK90,Canoe,oc4,3,12098,63.8,0.028,3.28
2012,ADK90,Kayak,k2,1,12101,60.8,0.02,3.05
2011,ADK90,Canoe,voyageur,4,12106,61.2,0,4.36
2018,ADK90,Canoe,oc4stockmix,1,12120,54.4,0,3.2
2009,ADK90,Canoe,oc4,4,12122,63.8,0.028,3.28
2025,ADK90,Canoe,oc4stock,1,12129,59.2,0,2.97
2011,ADK90,Canoe,oc2am,2,12132,61.2,0,4.36
2010,ADK90,Canoe,oc4,2,12138,63.4,0,3.19
2008,ADK90,Canoe,oc4,3,12150,63.5,0.268,3.46
2011,ADK90,Canoe,oc4mix,8,12167,61.2,0,4.36
2010,ADK90,Canoe,voyageur,3,12167,63.4,0,3.19
2013,ADK90,Canoe,oc4mix,10,12170,59.8,0.185,3.56
2008,ADK90,Canoe,oc4mix,2,12172,63.5,0.268,3.46
2019,ADK90,Kayak,k1tourmaster,3,12176,59,0.02,3.67
2011,ADK90,Canoe,oc2am,3,12181,61.2,0,4.36
2012,ADK90,Kayak,k1tour,2,12183,60.8,0.02,3.05
2019,ADK90,Kayak,k1tourmaster,2,12210,59,0.02,3.67
2023,ADK90,Canoe,oc4stock,3,12211.2,64.2,0.421,4.17
2012,ADK90,Canoe,oc2ammix,1,12212,60.8,0.02,3.05
2008,ADK90,Canoe,oc2ammixmaster,1,12213,63.5,0.268,3.46
2012,ADK90,Canoe,voyageur,3,12215,60.8,0.02,3.05
2009,ADK90,Kayak,k1tourveteran,1,12216,63.8,0.028,3.28
2012,ADK90,Canoe,oc4mix,6,12221,60.8,0.02,3.05
2013,ADK90,Canoe,oc4mix,9,12221,59.8,0.185,3.56
2011,ADK90,Canoe,open,NA,12228,61.2,0,4.36
2022,ADK90,Canoe,oc4stock,2,12230.8,70.5,0,3.32
2019,ADK90,Unknown,voyageur,2,12231,59,0.02,3.67
2010,ADK90,Kayak,k2master,1,12232,63.4,0,3.19
2008,ADK90,Canoe,oc2stockmaster,1,12235,63.5,0.268,3.46
2023,ADK90,Canoe,oc4stockmix,2,12256.2,64.2,0.421,4.17
2013,ADK90,Kayak,k1tour,1,12258,59.8,0.185,3.56
2023,ADK90,Canoe,oc4stockgoldnc,1,12260.1,64.2,0.421,4.17
2017,ADK90,Canoe,oc4mix,4,12269,56.9,0,4
2017,ADK90,Kayak,k1tour,1,12281,56.9,0,4
2014,ADK90,Canoe,oc4,4,12287,65,0,2.97
2008,ADK90,Kayak,k2,3,12299,63.5,0.268,3.46
2017,ADK90,Canoe,oc4mix,5,12302,56.9,0,4
2008,ADK90,Canoe,oc2stockmaster,2,12305,63.5,0.268,3.46
2008,ADK90,Canoe,oc2stock,1,12306,63.5,0.268,3.46
2025,ADK90,Canoe,oc4stockmix,2,12306.8,59.2,0,2.97
2010,ADK90,Canoe,oc4,3,12314,63.4,0,3.19
2009,ADK90,Canoe,oc2ammix,1,12314,63.8,0.028,3.28
2019,ADK90,Kayak,k2,2,12317,59,0.02,3.67
2015,ADK90,Canoe,oc4mix,4,12336,64.2,1.535,3.45
2018,ADK90,Kayak,k2,1,12338,54.4,0,3.2
2025,ADK90,Canoe,oc2openexhibmix,1,12341,59.2,0,2.97
2021,ADK90,Canoe,oc4stock,3,12344,68.4,0.028,3.04
2023,ADK90,Kayak,k2,2,12346.2,64.2,0.421,4.17
2011,ADK90,Canoe,open,NA,12354,61.2,0,4.36
2012,ADK90,Canoe,oc4mix,7,12355,60.8,0.02,3.05
2008,ADK90,Canoe,oc4mix,3,12358,63.5,0.268,3.46
2014,ADK90,Canoe,oc4mix,8,12359,65,0,2.97
2014,ADK90,Kayak,k1tourmaster,1,12360,65,0,2.97
2014,ADK90,Canoe,oc4mix,4,12374,65,0,2.97
2013,ADK90,Canoe,oc4,8,12375,59.8,0.185,3.56
2014,ADK90,Canoe,oc4,5,12377,65,0,2.97
2022,ADK90,Canoe,oc4stockmix,3,12388.5,70.5,0,3.32
2013,ADK90,Canoe,oc2stock,1,12397,59.8,0.185,3.56
2012,ADK90,Canoe,oc4mix,8,12414,60.8,0.02,3.05
2008,ADK90,Canoe,oc2ammixmaster,2,12419,63.5,0.268,3.46
2023,ADK90,Canoe,oc4mix,6,12425.5,64.2,0.421,4.17
2008,ADK90,Kayak,k1tour,1,12429,63.5,0.268,3.46
2014,ADK90,Canoe,oc4mix,5,12432,65,0,2.97
2015,ADK90,Canoe,oc4,2,12433,64.2,1.535,3.45
2008,ADK90,Kayak,k1women,2,12435,63.5,0.268,3.46
2008,ADK90,Canoe,oc2family,1,12438,63.5,0.268,3.46
2009,ADK90,Canoe,oc4mix,4,12443,63.8,0.028,3.28
2009,ADK90,Kayak,k1unlimted,1,12443,63.8,0.028,3.28
2008,ADK90,Kayak,k1tourveteran,2,12446,63.5,0.268,3.46
2014,ADK90,Canoe,oc2stockmix,1,12448,65,0,2.97
2009,ADK90,Canoe,oc4,7,12456,63.8,0.028,3.28
2009,ADK90,Canoe,oc2ammix,2,12457,63.8,0.028,3.28
2023,ADK90,Canoe,oc4stockmix,3,12460.8,64.2,0.421,4.17
2017,ADK90,Canoe,oc4mix,7,12466,56.9,0,4
2008,ADK90,Canoe,oc4mix,4,12469,63.5,0.268,3.46
2009,ADK90,Canoe,oc4,5,12469,63.8,0.028,3.28
2008,ADK90,Canoe,oc4mix,5,12471,63.5,0.268,3.46
2021,ADK90,Canoe,oc4stockmaster,1,12476,68.4,0.028,3.04
2015,ADK90,Kayak,k1tourmaster,1,12479,64.2,1.535,3.45
2021,ADK90,Canoe,oc4stockmaster,2,12480,68.4,0.028,3.04
2011,ADK90,Kayak,k1tour,1,12484,61.2,0,4.36
2012,ADK90,Canoe,oc2stockmaster,1,12485,60.8,0.02,3.05
2009,ADK90,Canoe,voyageur,4,12494,63.8,0.028,3.28
2009,ADK90,Canoe,voyageur,5,12494,63.8,0.028,3.28
2017,ADK90,Canoe,oc1rec,1,12497,56.9,0,4
2010,ADK90,Canoe,oc4mix,2,12498,63.4,0,3.19
2017,ADK90,Canoe,oc1recmaster,1,12498,56.9,0,4
2012,ADK90,Canoe,oc2amwomen,1,12499,60.8,0.02,3.05
2017,ADK90,Canoe,open,NA,12516,56.9,0,4
2011,ADK90,Canoe,oc4,4,12516,61.2,0,4.36
2008,ADK90,Kayak,k1tour,2,12519,63.5,0.268,3.46
2012,ADK90,Canoe,oc4,3,12519,60.8,0.02,3.05
2015,ADK90,Canoe,oc4mix,8,12521,64.2,1.535,3.45
2014,ADK90,Canoe,oc4mix,6,12531,65,0,2.97
2009,ADK90,Canoe,oc2stockwomen,1,12533,63.8,0.028,3.28
2008,ADK90,Canoe,oc2ammixmaster,3,12538,63.5,0.268,3.46
2011,ADK90,Canoe,oc1rec,1,12544,61.2,0,4.36
2009,ADK90,Canoe,open,NA,12550,63.8,0.028,3.28
2025,ADK90,Canoe,oc4stockmixmaster,1,12557.7,59.2,0,2.97
2008,ADK90,Canoe,oc2stockmaster,3,12561,63.5,0.268,3.46
2012,ADK90,Kayak,k2mix,1,12566,60.8,0.02,3.05
2008,ADK90,Canoe,voyageur,6,12571,63.5,0.268,3.46
2023,ADK90,Canoe,oc4stockmix,4,12576.9,64.2,0.421,4.17
2010,ADK90,Canoe,voyageur,4,12578,63.4,0,3.19
2017,ADK90,Canoe,oc2ammix,2,12584,56.9,0,4
2013,ADK90,Canoe,oc4,4,12592,59.8,0.185,3.56
2011,ADK90,Canoe,open,NA,12594,61.2,0,4.36
2011,ADK90,Canoe,oc4,5,12600,61.2,0,4.36
2012,ADK90,Canoe,open,NA,12602,60.8,0.02,3.05
2009,ADK90,Kayak,k2mix,1,12604,63.8,0.028,3.28
2021,ADK90,Canoe,oc4mix,2,12605,68.4,0.028,3.04
2018,ADK90,Unknown,voyageur,2,12611,54.4,0,3.2
2011,ADK90,Canoe,open,NA,12612,61.2,0,4.36
2008,ADK90,Canoe,oc4mix,6,12614,63.5,0.268,3.46
2023,ADK90,Kayak,k1master,1,12616.1,64.2,0.421,4.17
2023,ADK90,Kayak,k1unlimited,2,12616.1,64.2,0.421,4.17
2009,ADK90,Canoe,oc2stockmix,1,12618,63.8,0.028,3.28
2008,ADK90,Kayak,k1women,3,12621,63.5,0.268,3.46
2012,ADK90,Kayak,k1unlimited,2,12623,60.8,0.02,3.05
2009,ADK90,Kayak,k1unlimted,2,12626,63.8,0.028,3.28
2017,ADK90,Canoe,oc2stockmixmaster,1,12629,56.9,0,4
2023,ADK90,Canoe,oc1stockveteran,1,12629.7,64.2,0.421,4.17
2011,ADK90,Canoe,oc2stock,1,12635,61.2,0,4.36
2014,ADK90,Canoe,oc4,6,12636,65,0,2.97
2022,ADK90,Canoe,oc4stockmaster,1,12638.6,70.5,0,3.32
2012,ADK90,Canoe,oc2stockveteran,1,12640,60.8,0.02,3.05
2012,ADK90,Canoe,open,NA,12640,60.8,0.02,3.05
2018,ADK90,Canoe,oc4stock,2,12641,54.4,0,3.2
2021,ADK90,Kayak,k2,1,12641,68.4,0.028,3.04
2012,ADK90,Canoe,oc2stockmaster,2,12642,60.8,0.02,3.05
2009,ADK90,Canoe,oc2stockmaster,1,12646,63.8,0.028,3.28
2019,ADK90,Canoe,oc4stock,3,12648,59,0.02,3.67
2009,ADK90,Canoe,oc2stockmaster,2,12648,63.8,0.028,3.28
2015,ADK90,Canoe,voyageur,3,12648,64.2,1.535,3.45
2022,ADK90,Canoe,oc4stock,3,12649.7,70.5,0,3.32
2015,ADK90,Canoe,oc2stockmaster,1,12661,64.2,1.535,3.45
2009,ADK90,Canoe,oc2ammixmaster,1,12663,63.8,0.028,3.28
2014,ADK90,Canoe,oc1rec,2,12664,65,0,2.97
2017,ADK90,Canoe,oc2stock,1,12665,56.9,0,4
2008,ADK90,Canoe,oc2stock,2,12665,63.5,0.268,3.46
2009,ADK90,Canoe,oc2stockmaster,4,12667,63.8,0.028,3.28
2014,ADK90,Canoe,oc1rec,1,12669,65,0,2.97
2008,ADK90,Canoe,oc1am,1,12670,63.5,0.268,3.46
2019,ADK90,Canoe,oc2stockveteran,1,12679,59,0.02,3.67
2014,ADK90,Canoe,oc4,7,12679,65,0,2.97
2009,ADK90,Canoe,oc4mix,8,12690,63.8,0.028,3.28
2008,ADK90,Canoe,oc4,4,12691,63.5,0.268,3.46
2011,ADK90,Kayak,k1unlimited,1,12693,61.2,0,4.36
2017,ADK90,Canoe,oc2stock,2,12696,56.9,0,4
2022,ADK90,Canoe,oc1stockmaster,1,12697.7,70.5,0,3.32
2008,ADK90,Kayak,k1unlimited,4,12699,63.5,0.268,3.46
2022,ADK90,Kayak,k1tourmaster,1,12703.1,70.5,0,3.32
2025,ADK90,Canoe,oc4openmix,4,12704.4,59.2,0,2.97
2019,ADK90,Canoe,oc2stock,1,12709,59,0.02,3.67
2017,ADK90,Canoe,open,NA,12712,56.9,0,4
2014,ADK90,Canoe,oc4,10,12716,65,0,2.97
2009,ADK90,Canoe,oc4mix,5,12716,63.8,0.028,3.28
2021,ADK90,Canoe,oc4mix,1,12716,68.4,0.028,3.04
2009,ADK90,Canoe,oc2ammix,3,12717,63.8,0.028,3.28
2011,ADK90,Canoe,voyageur,5,12718,61.2,0,4.36
2025,ADK90,Canoe,oc4openmix,5,12719.3,59.2,0,2.97
2021,ADK90,Canoe,oc4stock,4,12729,68.4,0.028,3.04
2019,ADK90,Canoe,oc4stockmix,5,12735,59,0.02,3.67
2008,ADK90,Canoe,oc2stockveteran,1,12736,63.5,0.268,3.46
2012,ADK90,Kayak,k2mix,2,12741,60.8,0.02,3.05
2012,ADK90,Canoe,oc2stock,3,12742,60.8,0.02,3.05
2015,ADK90,Kayak,k1tourveteran,1,12744,64.2,1.535,3.45
2011,ADK90,Canoe,oc2ammix,2,12745,61.2,0,4.36
2012,ADK90,Canoe,oc2am,1,12747,60.8,0.02,3.05
2012,ADK90,Canoe,oc4mix,12,12753,60.8,0.02,3.05
2025,ADK90,Canoe,oc4stockmix,3,12754.9,59.2,0,2.97
2011,ADK90,Canoe,open,NA,12755,61.2,0,4.36
2019,ADK90,Canoe,oc2stockveteran,2,12756,59,0.02,3.67
2012,ADK90,Canoe,oc4mix,11,12758,60.8,0.02,3.05
2008,ADK90,Canoe,oc1rec,1,12759,63.5,0.268,3.46
2009,ADK90,Canoe,oc4,6,12761,63.8,0.028,3.28
2014,ADK90,Kayak,k1tourveteran,1,12767,65,0,2.97
2012,ADK90,Canoe,oc2ammix,2,12768,60.8,0.02,3.05
