year,raceId,boatType,classId,place,value,temp,rain,water
2015,ADK90,Canoe,oc4mix,7,12770,64.2,1.535,3.45
2009,ADK90,Canoe,oc2stockmaster,3,12772,63.8,0.028,3.28
2021,ADK90,Canoe,oc4stockmix,1,12773,68.4,0.028,3.04
2011,ADK90,Canoe,oc2ammix,5,12778,61.2,0,4.36
2014,ADK90,Kayak,k1tour,1,12778,65,0,2.97
2011,ADK90,Kayak,k1unlimited,2,12782,61.2,0,4.36
2010,ADK90,Canoe,oc4,6,12783,63.4,0,3.19
2008,ADK90,Canoe,open,NA,12783,63.5,0.268,3.46
2008,ADK90,Canoe,oc2stockmaster,4,12783,63.5,0.268,3.46
2019,ADK90,Unknown,open,3,12787,59,0.02,3.67
2008,ADK90,Canoe,oc2ammixmaster,5,12789,63.5,0.268,3.46
2010,ADK90,Canoe,oc4,4,12791,63.4,0,3.19
2015,ADK90,Canoe,oc2stockmaster,3,12797,64.2,1.535,3.45
2022,ADK90,Canoe,oc4stockmix,4,12797,70.5,0,3.32
2025,ADK90,Canoe,oc1open,1,12799,59.2,0,2.97
2008,ADK90,Canoe,oc4,5,12801,63.5,0.268,3.46
2022,ADK90,Kayak,k2,1,12804.6,70.5,0,3.32
2015,ADK90,Canoe,oc2stockmaster,2,12805,64.2,1.535,3.45
2014,ADK90,Canoe,oc4,8,12805,65,0,2.97
2014,ADK90,Canoe,open,NA,12809,65,0,2.97
2008,ADK90,Canoe,oc2stock,3,12810,63.5,0.268,3.46
2009,ADK90,Canoe,oc4mix,10,12811,63.8,0.028,3.28
2018,ADK90,Canoe,oc4stockmix,2,12812,54.4,0,3.2
2012,ADK90,Canoe,voyageur,5,12812,60.8,0.02,3.05
2010,ADK90,Canoe,voyageur,5,12812,63.4,0,3.19
2013,ADK90,Canoe,voyageur,2,12818,59.8,0.185,3.56
2014,ADK90,Canoe,oc4mix,7,12818,65,0,2.97
2015,ADK90,Kayak,k1tourmaster,3,12821,64.2,1.535,3.45
2012,ADK90,Canoe,oc4mix,10,12822,60.8,0.02,3.05
2019,ADK90,Canoe,oc2am,1,12824,59,0.02,3.67
2025,ADK90,Kayak,k1sportmaster,1,12831.1,59.2,0,2.97
2009,ADK90,Canoe,oc4mix,9,12839,63.8,0.028,3.28
2009,ADK90,Canoe,oc2stockmixmaster,2,12839,63.8,0.028,3.28
2008,ADK90,Canoe,oc4mix,7,12841,63.5,0.268,3.46
2022,ADK90,Kayak,k1tourmaster,2,12842.9,70.5,0,3.32
2013,ADK90,Canoe,oc2stockmaster,1,12843,59.8,0.185,3.56
2011,ADK90,Canoe,oc4mix,10,12847,61.2,0,4.36
2021,ADK90,Canoe,oc4stockmix,3,12850,68.4,0.028,3.04
2008,ADK90,Kayak,k1unlimited,5,12852,63.5,0.268,3.46
2012,ADK90,Kayak,k1unlimited,3,12853,60.8,0.02,3.05
2022,ADK90,Canoe,oc4stockmix,5,12856.9,70.5,0,3.32
2015,ADK90,Canoe,oc4mix,5,12857,64.2,1.535,3.45
2021,ADK90,Unknown,voyageur,2,12858,68.4,0.028,3.04
2014,ADK90,Canoe,open,NA,12860,65,0,2.97
2009,ADK90,Canoe,open,NA,12860,63.8,0.028,3.28
2011,ADK90,Canoe,oc2am,4,12861,61.2,0,4.36
2009,ADK90,Canoe,oc2stockmixmaster,1,12868,63.8,0.028,3.28
2008,ADK90,Canoe,oc1stock,1,12870,63.5,0.268,3.46
2008,ADK90,Kayak,k1women,4,12876,63.5,0.268,3.46
2009,ADK90,Canoe,oc2stock,4,12879,63.8,0.028,3.28
2012,ADK90,Canoe,oc4mix,9,12886,60.8,0.02,3.05
2011,ADK90,Canoe,oc4,6,12887,61.2,0,4.36
2011,ADK90,Canoe,oc2stockmaster,1,12889,61.2,0,4.36
2015,ADK90,Canoe,oc4,3,12890,64.2,1.535,3.45
2012,ADK90,Canoe,voyageur,4,12891,60.8,0.02,3.05
2008,ADK90,Canoe,oc2ammixmaster,6,12892,63.5,0.268,3.46
2023,ADK90,Canoe,oc4stockmix,5,12893.6,64.2,0.421,4.17
2014,ADK90,Canoe,open,NA,12894,65,0,2.97
2025,ADK90,Canoe,oc4stockmixmaster,2,12894,59.2,0,2.97
2021,ADK90,Canoe,oc4stockmix,2,12896,68.4,0.028,3.04
2009,ADK90,Canoe,oc2stock,2,12899,63.8,0.028,3.28
2019,ADK90,Canoe,oc2stock,3,12902,59,0.02,3.67
2008,ADK90,Canoe,oc2stockveteran,4,12905,63.5,0.268,3.46
2010,ADK90,Canoe,voyageur,6,12907,63.4,0,3.19
2012,ADK90,Canoe,oc2stock,2,12909,60.8,0.02,3.05
2015,ADK90,Canoe,oc4mix,6,12909,64.2,1.535,3.45
2011,ADK90,Canoe,oc2stockmixmaster,1,12910,61.2,0,4.36
2014,ADK90,Canoe,oc2stockmaster,1,12914,65,0,2.97
2013,ADK90,Canoe,oc2am,1,12914,59.8,0.185,3.56
2014,ADK90,Canoe,oc2ammaster,1,12915,65,0,2.97
2010,ADK90,Canoe,oc2am,1,12915,63.4,0,3.19
2012,ADK90,Canoe,oc2stockmixmaster,1,12917,60.8,0.02,3.05
2022,ADK90,Kayak,k1unlimited,1,12920,70.5,0,3.32
2011,ADK90,Canoe,open,NA,12920,61.2,0,4.36
2012,ADK90,Canoe,open,NA,12922,60.8,0.02,3.05
2009,ADK90,Canoe,oc2stock,3,12926,63.8,0.028,3.28
2008,ADK90,Kayak,k1tour,3,12930,63.5,0.268,3.46
2022,ADK90,Canoe,oc4stock,4,12931.4,70.5,0,3.32
2009,ADK90,Canoe,oc2stockmaster,6,12934,63.8,0.028,3.28
2008,ADK90,Canoe,oc2stockmaster,5,12936,63.5,0.268,3.46
2011,ADK90,Canoe,oc2stock,4,12938,61.2,0,4.36
2014,ADK90,Canoe,open,NA,12940,65,0,2.97
2008,ADK90,Canoe,oc4,6,12941,63.5,0.268,3.46
2021,ADK90,Kayak,k1tourwomenmaster,1,12942,68.4,0.028,3.04
2010,ADK90,Canoe,oc4,5,12943,63.4,0,3.19
2013,ADK90,Canoe,oc4,9,12945,59.8,0.185,3.56
2022,ADK90,Canoe,oc2stockmixmaster,1,12945.6,70.5,0,3.32
2013,ADK90,Canoe,open,NA,12946,59.8,0.185,3.56
2018,ADK90,Kayak,k1tour,1,12947,54.4,0,3.2
2009,ADK90,Canoe,oc4mix,7,12947,63.8,0.028,3.28
2013,ADK90,Canoe,open,NA,12947,59.8,0.185,3.56
2014,ADK90,Canoe,oc1rec,3,12951,65,0,2.97
2019,ADK90,Canoe,oc2stockmaster,1,12958,59,0.02,3.67
2008,ADK90,Canoe,oc2stockmaster,6,12959,63.5,0.268,3.46
2012,ADK90,Canoe,oc2stockveteran,2,12959,60.8,0.02,3.05
2008,ADK90,Canoe,oc2stock,4,12963,63.5,0.268,3.46
2017,ADK90,Canoe,oc2stockmaster,1,12966,56.9,0,4
2009,ADK90,Kayak,k1unlimted,5,12966,63.8,0.028,3.28
2009,ADK90,Canoe,open,NA,12967,63.8,0.028,3.28
2013,ADK90,Canoe,oc2stock,2,12972,59.8,0.185,3.56
2015,ADK90,Kayak,k1tourmaster,2,12973,64.2,1.535,3.45
2009,ADK90,Canoe,oc2stockveteran,1,12974,63.8,0.028,3.28
2012,ADK90,Canoe,oc2stock,5,12974,60.8,0.02,3.05
2025,ADK90,Canoe,oc4stock,2,12976,59.2,0,2.97
2023,ADK90,Canoe,oc4stockmix,8,12977.8,64.2,0.421,4.17
2011,ADK90,Canoe,oc4mix,11,12978,61.2,0,4.36
2015,ADK90,Canoe,oc2stock,1,12982,64.2,1.535,3.45
2011,ADK90,Canoe,oc2ammix,3,12984,61.2,0,4.36
2018,ADK90,Canoe,oc4stockmix,3,12985,54.4,0,3.2
2019,ADK90,Canoe,oc4stockmix,4,12987,59,0.02,3.67
2008,ADK90,Canoe,oc2stockveteran,2,12991,63.5,0.268,3.46
2010,ADK90,Canoe,oc4mix,3,12994,63.4,0,3.19
2014,ADK90,Canoe,oc2stock,1,12995,65,0,2.97
2022,ADK90,Canoe,oc4stock,5,12995.2,70.5,0,3.32
2012,ADK90,Canoe,oc2am,3,12996,60.8,0.02,3.05
2014,ADK90,Canoe,oc4,11,12998,65,0,2.97
2012,ADK90,Canoe,oc2am,4,12999,60.8,0.02,3.05
2013,ADK90,Canoe,oc2stockmaster,2,13001,59.8,0.185,3.56
2008,ADK90,Canoe,oc2stockveteran,3,13005,63.5,0.268,3.46
2011,ADK90,Canoe,oc2ammix,6,13005,61.2,0,4.36
2014,ADK90,Canoe,oc4mix,10,13005,65,0,2.97
2015,ADK90,Canoe,open,NA,13012,64.2,1.535,3.45
2009,ADK90,Canoe,oc2stockmaster,5,13014,63.8,0.028,3.28
2015,ADK90,Canoe,oc2stock,5,13016,64.2,1.535,3.45
2011,ADK90,Canoe,oc2stockveteran,1,13018,61.2,0,4.36
2017,ADK90,Canoe,open,NA,13018,56.9,0,4
2012,ADK90,Canoe,oc2stock,1,13023,60.8,0.02,3.05
2014,ADK90,Canoe,oc2stockmix,3,13024,65,0,2.97
2011,ADK90,Canoe,oc2stock,3,13025,61.2,0,4.36
2011,ADK90,Canoe,oc4mix,12,13025,61.2,0,4.36
2014,ADK90,Canoe,oc2stockmix,2,13026,65,0,2.97
2013,ADK90,Kayak,k2master,1,13028,59.8,0.185,3.56
2008,ADK90,Canoe,oc2ammixmaster,4,13028,63.5,0.268,3.46
2009,ADK90,Kayak,k1unlimted,3,13031,63.8,0.028,3.28
2008,ADK90,Canoe,oc1rec,2,13032,63.5,0.268,3.46
2017,ADK90,Canoe,oc2stock,3,13032,56.9,0,4
2013,ADK90,Canoe,voyageur,3,13037,59.8,0.185,3.56
2013,ADK90,Kayak,k1tourveteran,1,13041,59.8,0.185,3.56
2023,ADK90,Canoe,oc4stockmix,7,13043.7,64.2,0.421,4.17
2008,ADK90,Canoe,oc1stock,2,13045,63.5,0.268,3.46
2011,ADK90,Canoe,oc2stockmaster,2,13046,61.2,0,4.36
2012,ADK90,Canoe,oc2stockmixmaster,4,13049,60.8,0.02,3.05
2008,ADK90,Canoe,oc2stockmixmaster,1,13052,63.5,0.268,3.46
2023,ADK90,Kayak,k1master,2,13052.9,64.2,0.421,4.17
2012,ADK90,Kayak,k2,3,13054,60.8,0.02,3.05
2011,ADK90,Canoe,oc1rec,2,13055,61.2,0,4.36
2011,ADK90,Canoe,oc2ammix,4,13057,61.2,0,4.36
2017,ADK90,Canoe,oc2amwomen,2,13058,56.9,0,4
2018,ADK90,Kayak,k1tour,2,13059,54.4,0,3.2
2023,ADK90,Canoe,oc4stockmix,11,13060.7,64.2,0.421,4.17
2022,ADK90,Kayak,k2,2,13060.9,70.5,0,3.32
2013,ADK90,Kayak,k1unlimited,3,13061,59.8,0.185,3.56
2012,ADK90,Canoe,oc2stockmixmaster,2,13063,60.8,0.02,3.05
2017,ADK90,Canoe,open,NA,13067,56.9,0,4
2008,ADK90,Canoe,oc2stockmixmaster,2,13070,63.5,0.268,3.46
2008,ADK90,Canoe,oc1am,2,13072,63.5,0.268,3.46
2009,ADK90,Kayak,k2,3,13078,63.8,0.028,3.28
2014,ADK90,Canoe,oc4,9,13083,65,0,2.97
2013,ADK90,Canoe,oc4,12,13084,59.8,0.185,3.56
2021,ADK90,Canoe,oc2stock,1,13084,68.4,0.028,3.04
2017,ADK90,Canoe,oc4mix,8,13085,56.9,0,4
2011,ADK90,Kayak,k2mix,1,13086,61.2,0,4.36
2009,ADK90,Kayak,k1tourmaster,1,13089,63.8,0.028,3.28
2015,ADK90,Canoe,oc1rec,1,13092,64.2,1.535,3.45
2015,ADK90,Canoe,oc1recmaster,1,13093,64.2,1.535,3.45
2015,ADK90,Canoe,oc1recmaster,2,13093,64.2,1.535,3.45
2012,ADK90,Canoe,oc4,5,13093,60.8,0.02,3.05
2013,ADK90,Canoe,oc4mix,11,13094,59.8,0.185,3.56
2010,ADK90,Kayak,k1tour,1,13095,63.4,0,3.19
2012,ADK90,Canoe,oc4,4,13095,60.8,0.02,3.05
2023,ADK90,Canoe,oc4stockwomen,1,13098.8,64.2,0.421,4.17
2013,ADK90,Canoe,oc2stockmaster,3,13099,59.8,0.185,3.56
2013,ADK90,Kayak,k1tour,2,13099,59.8,0.185,3.56
2019,ADK90,Unknown,open,6,13099,59,0.02,3.67
2012,ADK90,Canoe,open,NA,13104,60.8,0.02,3.05
2017,ADK90,Canoe,oc4women,1,13104,56.9,0,4
2010,ADK90,Canoe,voyageur,7,13105,63.4,0,3.19
2012,ADK90,Canoe,open,NA,13106,60.8,0.02,3.05
2009,ADK90,Canoe,oc2stockmix,2,13108,63.8,0.028,3.28
2019,ADK90,Unknown,open,4,13116,59,0.02,3.67
2014,ADK90,Canoe,oc4mix,11,13123,65,0,2.97
2014,ADK90,Kayak,k2mix,2,13125,65,0,2.97
2011,ADK90,Canoe,oc2stockmixmaster,2,13130,61.2,0,4.36
2025,ADK90,Canoe,oc4stockmix,4,13130.6,59.2,0,2.97
2013,ADK90,Canoe,voyageur,5,13132,59.8,0.185,3.56
2013,ADK90,Kayak,k2mix,3,13133,59.8,0.185,3.56
2019,ADK90,Canoe,oc1rec,1,13137,59,0.02,3.67
2011,ADK90,Canoe,oc2stockveteran,2,13140,61.2,0,4.36
2019,ADK90,Canoe,oc4stockmix,7,13142,59,0.02,3.67
2013,ADK90,Canoe,open,NA,13142,59.8,0.185,3.56
2009,ADK90,Canoe,oc1stock,1,13143,63.8,0.028,3.28
2011,ADK90,Canoe,oc2stockmixmaster,3,13145,61.2,0,4.36
2017,ADK90,Canoe,oc4mix,9,13146,56.9,0,4
2023,ADK90,Canoe,oc4stock,4,13153.8,64.2,0.421,4.17
2013,ADK90,Kayak,k1unlimited,2,13159,59.8,0.185,3.56
2008,ADK90,Canoe,open,NA,13160,63.5,0.268,3.46
2023,ADK90,Canoe,oc2stock,1,13160.9,64.2,0.421,4.17
2010,ADK90,Canoe,oc4mix,4,13162,63.4,0,3.19
2014,ADK90,Canoe,open,NA,13162,65,0,2.97
2008,ADK90,Canoe,oc2stock,5,13165,63.5,0.268,3.46
2011,ADK90,Canoe,oc2stockmix,1,13169,61.2,0,4.36
2017,ADK90,Canoe,open,NA,13170,56.9,0,4
2019,ADK90,Kayak,k2,3,13172,59,0.02,3.67
2015,ADK90,Canoe,oc4women,1,13174,64.2,1.535,3.45
2017,ADK90,Canoe,open,NA,13174,56.9,0,4
2017,ADK90,Kayak,k1tourveteran,2,13180,56.9,0,4
2019,ADK90,Kayak,k1unlimited,4,13181,59,0.02,3.67
2019,ADK90,Unknown,open,8,13182,59,0.02,3.67
2021,ADK90,Canoe,oc4stockmix,4,13188,68.4,0.028,3.04
2021,ADK90,Canoe,oc2stockmixveterans,1,13188,68.4,0.028,3.04
2022,ADK90,Canoe,oc4stockmaster,2,13188.7,70.5,0,3.32
2008,ADK90,Canoe,oc4mix,8,13189,63.5,0.268,3.46
2018,ADK90,Canoe,open,NA,13190,54.4,0,3.2
2012,ADK90,Canoe,oc2stockmaster,3,13198,60.8,0.02,3.05
2009,ADK90,Kayak,k1tourveteran,2,13198,63.8,0.028,3.28
2008,ADK90,Canoe,open,NA,13199,63.5,0.268,3.46
2025,ADK90,Canoe,oc2open,1,13201.4,59.2,0,2.97
2009,ADK90,Kayak,k1tourmaster,2,13202,63.8,0.028,3.28
2019,ADK90,Unknown,open,5,13202,59,0.02,3.67
2025,ADK90,Unknown,solorec,1,13204.8,59.2,0,2.97
2010,ADK90,Canoe,oc2ammaster,1,13207,63.4,0,3.19
2009,ADK90,Canoe,oc2stockmixmaster,3,13207,63.8,0.028,3.28
2009,ADK90,Kayak,k2women,1,13212,63.8,0.028,3.28
2009,ADK90,Kayak,k1tourmaster,3,13213,63.8,0.028,3.28
2021,ADK90,Canoe,oc4stockmixmaster,3,13216,68.4,0.028,3.04
2008,ADK90,Canoe,oc2stockmixmaster,3,13216,63.5,0.268,3.46
2022,ADK90,Canoe,oc4stockwomen,1,13216.6,70.5,0,3.32
2022,ADK90,Canoe,oc2stockmixveteran,1,13217.7,70.5,0,3.32
2017,ADK90,Canoe,oc2stock,4,13218,56.9,0,4
2019,ADK90,Unknown,open,7,13221,59,0.02,3.67
2013,ADK90,Canoe,oc2am,2,13226,59.8,0.185,3.56
2010,ADK90,Canoe,oc2stockmaster,1,13231,63.4,0,3.19
2022,ADK90,Canoe,oc4stocktour,1,13231.9,70.5,0,3.32
2012,ADK90,Canoe,oc1rec,1,13234,60.8,0.02,3.05
2011,ADK90,Canoe,oc4,7,13238,61.2,0,4.36
2010,ADK90,Kayak,k1tour,2,13238,63.4,0,3.19
2022,ADK90,Canoe,oc4stockmix,6,13241.3,70.5,0,3.32
2015,ADK90,Canoe,oc2stock,2,13243,64.2,1.535,3.45
2010,ADK90,Canoe,oc4,7,13245,63.4,0,3.19
2012,ADK90,Canoe,open,NA,13245,60.8,0.02,3.05
2023,ADK90,Canoe,oc2stockmixmaster,1,13246.6,64.2,0.421,4.17
2011,ADK90,Guideboat,g2,1,13248,61.2,0,4.36
2014,ADK90,Canoe,oc2stockmaster,3,13248,65,0,2.97
2015,ADK90,Canoe,oc2stock,3,13249,64.2,1.535,3.45
2019,ADK90,Canoe,oc2stockwomen,1,13250,59,0.02,3.67
2011,ADK90,Canoe,oc2stockmixmaster,4,13251,61.2,0,4.36
2021,ADK90,Canoe,oc2mix,1,13254,68.4,0.028,3.04
2014,ADK90,Kayak,k1tourmaster,2,13257,65,0,2.97
2017,ADK90,Canoe,open,NA,13258,56.9,0,4
2015,ADK90,Canoe,oc4mix,9,13265,64.2,1.535,3.45
2025,ADK90,Kayak,k2,2,13266.6,59.2,0,2.97
2008,ADK90,Canoe,oc2stockmaster,7,13267,63.5,0.268,3.46
2017,ADK90,Canoe,oc2stockmaster,2,13269,56.9,0,4
2012,ADK90,Canoe,oc2am,2,13269,60.8,0.02,3.05
2008,ADK90,Canoe,open,NA,13269,63.5,0.268,3.46
2009,ADK90,Canoe,oc4,8,13271,63.8,0.028,3.28
2013,ADK90,Canoe,oc4mix,13,13271,59.8,0.185,3.56
2014,ADK90,Canoe,oc2stockmaster,2,13275,65,0,2.97
2009,ADK90,Canoe,oc4mix,6,13276,63.8,0.028,3.28
2012,ADK90,Canoe,oc2ammix,3,13277,60.8,0.02,3.05
2010,ADK90,Canoe,oc2ammix,1,13279,63.4,0,3.19
2014,ADK90,Canoe,oc2stock,2,13281,65,0,2.97
2009,ADK90,Canoe,oc1rec,1,13283,63.8,0.028,3.28
2022,ADK90,Canoe,oc2stockmaster,1,13283.3,70.5,0,3.32
2012,ADK90,Canoe,oc1rec,2,13284,60.8,0.02,3.05
2023,ADK90,Kayak,k1master,4,13284.8,64.2,0.421,4.17
2014,ADK90,Canoe,open,NA,13285,65,0,2.97
2012,ADK90,Canoe,oc2stockmixmaster,6,13285,60.8,0.02,3.05
2011,ADK90,Canoe,open,NA,13288,61.2,0,4.36
2013,ADK90,Canoe,oc2stock,3,13288,59.8,0.185,3.56
2025,ADK90,Canoe,oc2stockmix,1,13290.8,59.2,0,2.97
2015,ADK90,Canoe,voyageur,4,13292,64.2,1.535,3.45
2021,ADK90,Kayak,k1tourmaster,1,13295,68.4,0.028,3.04
2011,ADK90,Canoe,open,NA,13296,61.2,0,4.36
2012,ADK90,Canoe,oc2stockmixmaster,3,13297,60.8,0.02,3.05
2022,ADK90,Canoe,oc4stock,6,13304.2,70.5,0,3.32
2013,ADK90,Canoe,oc4,10,13305,59.8,0.185,3.56
2011,ADK90,Canoe,open,NA,13308,61.2,0,4.36
2008,ADK90,Canoe,open,NA,13308,63.5,0.268,3.46
2012,ADK90,Canoe,oc2stockmaster,4,13315,60.8,0.02,3.05
2019,ADK90,Canoe,oc2stock,2,13315,59,0.02,3.67
2012,ADK90,Canoe,oc2stockmaster,5,13316,60.8,0.02,3.05
2008,ADK90,Canoe,open,NA,13321,63.5,0.268,3.46
2011,ADK90,Canoe,oc2stockmaster,3,13321,61.2,0,4.36
2012,ADK90,Canoe,open,NA,13322,60.8,0.02,3.05
2014,ADK90,Canoe,open,NA,13322,65,0,2.97
2011,ADK90,Canoe,open,NA,13324,61.2,0,4.36
2021,ADK90,Canoe,oc2mix,2,13328,68.4,0.028,3.04
2011,ADK90,Canoe,open,NA,13328,61.2,0,4.36
2009,ADK90,Canoe,voyageur,6,13331,63.8,0.028,3.28
2025,ADK90,Canoe,oc2stockmixmaster,1,13332.1,59.2,0,2.97
2025,ADK90,Canoe,oc4stock,3,13336.2,59.2,0,2.97
2014,ADK90,Canoe,oc2am,1,13343,65,0,2.97
2015,ADK90,Canoe,oc2stock,6,13345,64.2,1.535,3.45
2019,ADK90,Canoe,oc4stockmix,6,13346,59,0.02,3.67
2012,ADK90,Canoe,open,NA,13346,60.8,0.02,3.05
2025,ADK90,Canoe,oc1stockexhibwomen,1,13349.7,59.2,0,2.97
2009,ADK90,Canoe,oc4,9,13351,63.8,0.028,3.28
2025,ADK90,Canoe,oc4stock,5,13353.2,59.2,0,2.97
2012,ADK90,Canoe,oc2am,6,13362,60.8,0.02,3.05
2012,ADK90,Canoe,open,NA,13365,60.8,0.02,3.05
2022,ADK90,Canoe,oc4stockmix,7,13369.6,70.5,0,3.32
2013,ADK90,Canoe,open,NA,13370,59.8,0.185,3.56
2019,ADK90,Canoe,oc4stockmix,10,13372,59,0.02,3.67
2013,ADK90,Canoe,oc4mix,12,13372,59.8,0.185,3.56
2023,ADK90,Kayak,k1master,3,13372.3,64.2,0.421,4.17
2015,ADK90,Canoe,open,NA,13375,64.2,1.535,3.45
2018,ADK90,Kayak,k1unlimited,2,13377,54.4,0,3.2
2017,ADK90,Canoe,open,NA,13382,56.9,0,4
2014,ADK90,Canoe,oc2stock,3,13383,65,0,2.97
2019,ADK90,Unknown,open,10,13383,59,0.02,3.67
2010,ADK90,Kayak,k2master,2,13386,63.4,0,3.19
2009,ADK90,Canoe,oc2stockmixmaster,4,13388,63.8,0.028,3.28
2022,ADK90,Unknown,voyageur,2,13390.7,70.5,0,3.32
2009,ADK90,Canoe,oc2ammixmaster,2,13391,63.8,0.028,3.28
2014,ADK90,Canoe,oc2ammaster,3,13391,65,0,2.97
2023,ADK90,Canoe,oc4stockmix,9,13392.6,64.2,0.421,4.17
2014,ADK90,Canoe,oc2stock,4,13393,65,0,2.97
2025,ADK90,Unknown,voyageurmix,2,13394.6,59.2,0,2.97
2021,ADK90,Canoe,oc4stockmix,6,13401,68.4,0.028,3.04
2023,ADK90,Canoe,oc4stockwomen,2,13407,64.2,0.421,4.17
2022,ADK90,Canoe,oc2stockopen,1,13407.4,70.5,0,3.32
2015,ADK90,Canoe,oc4women,2,13410,64.2,1.535,3.45
2012,ADK90,Canoe,oc2stock,4,13414,60.8,0.02,3.05
2012,ADK90,Canoe,oc2stockveteran,3,13415,60.8,0.02,3.05
2014,ADK90,Canoe,open,NA,13422,65,0,2.97
2011,ADK90,Canoe,oc4mix,13,13423,61.2,0,4.36
2008,ADK90,Canoe,oc2am,5,13427,63.5,0.268,3.46
2025,ADK90,Canoe,oc4stockmix,5,13427.2,59.2,0,2.97
2011,ADK90,Canoe,oc2am,5,13428,61.2,0,4.36
2009,ADK90,Canoe,open,NA,13432,63.8,0.028,3.28
2021,ADK90,Canoe,oc2stockmixmaster,1,13437,68.4,0.028,3.04
2009,ADK90,Canoe,oc4mix,11,13438,63.8,0.028,3.28
2017,ADK90,Canoe,open,NA,13443,56.9,0,4
2025,ADK90,Kayak,k1sportmaster,2,13446.6,59.2,0,2.97
2019,ADK90,Unknown,open,9,13449,59,0.02,3.67
2009,ADK90,Canoe,oc2stock,6,13451,63.8,0.028,3.28
2011,ADK90,Canoe,open,NA,13452,61.2,0,4.36
2011,ADK90,Guideboat,g2,3,13454,61.2,0,4.36
2015,ADK90,Canoe,oc2stock,4,13455,64.2,1.535,3.45
2009,ADK90,Canoe,oc2stockmixmaster,7,13459,63.8,0.028,3.28
2025,ADK90,Canoe,oc4stocknc,1,13462.8,59.2,0,2.97
2014,ADK90,Canoe,oc2ammaster,2,13464,65,0,2.97
2009,ADK90,Canoe,oc2stock,5,13464,63.8,0.028,3.28
2018,ADK90,Canoe,oc1stock,1,13464,54.4,0,3.2
2008,ADK90,Canoe,oc2am,4,13467,63.5,0.268,3.46
2023,ADK90,Kayak,k1veteran,1,13467.8,64.2,0.421,4.17
2014,ADK90,Canoe,voyageur,3,13468,65,0,2.97
2014,ADK90,Canoe,open,NA,13472,65,0,2.97
2015,ADK90,Canoe,oc2stockmixmaster,2,13472,64.2,1.535,3.45
2011,ADK90,Canoe,oc2stockmaster,4,13474,61.2,0,4.36
2025,ADK90,Canoe,oc3stocktour,1,13475.8,59.2,0,2.97
2009,ADK90,Canoe,open,NA,13477,63.8,0.028,3.28
2011,ADK90,Canoe,oc2stockveteran,5,13477,61.2,0,4.36
2009,ADK90,Canoe,oc2stockmix,5,13480,63.8,0.028,3.28
2013,ADK90,Canoe,oc1rec,1,13480,59.8,0.185,3.56
2025,ADK90,Canoe,oc4stock,7,13480.5,59.2,0,2.97
2011,ADK90,Canoe,oc2rec,1,13481,61.2,0,4.36
2008,ADK90,Guideboat,g2,1,13481,63.5,0.268,3.46
2011,ADK90,Canoe,oc1stock,1,13482,61.2,0,4.36
2019,ADK90,Canoe,oc1rec,2,13484,59,0.02,3.67
2015,ADK90,Canoe,oc4mix,10,13488,64.2,1.535,3.45
2013,ADK90,Canoe,open,NA,13488,59.8,0.185,3.56
2019,ADK90,Unknown,open,11,13489,59,0.02,3.67
2023,ADK90,Canoe,oc2,1,13489.1,64.2,0.421,4.17
2022,ADK90,Canoe,oc2stockopen,2,13490.6,70.5,0,3.32
2012,ADK90,Canoe,oc2stockmaster,6,13492,60.8,0.02,3.05
2011,ADK90,Canoe,open,NA,13497,61.2,0,4.36
2023,ADK90,Canoe,oc2stockmixmaster,2,13499,64.2,0.421,4.17
2025,ADK90,Canoe,oc4stockmix,6,13500.6,59.2,0,2.97
2013,ADK90,Canoe,oc1rec,2,13502,59.8,0.185,3.56
2022,ADK90,Canoe,oc2stockopen,4,13503.7,70.5,0,3.32
2022,ADK90,Unknown,solorec,1,13505.1,70.5,0,3.32
2008,ADK90,Canoe,oc2stockmaster,8,13510,63.5,0.268,3.46
2009,ADK90,Canoe,oc2stockmixmaster,5,13511,63.8,0.028,3.28
2011,ADK90,Canoe,open,NA,13514,61.2,0,4.36
2009,ADK90,Canoe,oc2stockmix,3,13518,63.8,0.028,3.28
2014,ADK90,Canoe,oc4,12,13520,65,0,2.97
2012,ADK90,Canoe,oc2stockveteran,4,13520,60.8,0.02,3.05
2009,ADK90,Canoe,open,NA,13522,63.8,0.028,3.28
2017,ADK90,Canoe,oc4mix,10,13522,56.9,0,4
2015,ADK90,Canoe,oc2stockmixmaster,1,13523,64.2,1.535,3.45
2011,ADK90,Canoe,oc2stockmixmaster,5,13524,61.2,0,4.36
2013,ADK90,Canoe,oc4,11,13526,59.8,0.185,3.56
2015,ADK90,Canoe,oc4,4,13528,64.2,1.535,3.45
2010,ADK90,Canoe,oc2am,2,13530,63.4,0,3.19
2009,ADK90,Kayak,k1unlimted,4,13531,63.8,0.028,3.28
2011,ADK90,Canoe,open,NA,13532,61.2,0,4.36
2009,ADK90,Canoe,open,NA,13535,63.8,0.028,3.28
2011,ADK90,Canoe,oc4mix,16,13535,61.2,0,4.36
2023,ADK90,Canoe,oc4stockmixnc,1,13536.1,64.2,0.421,4.17
2010,ADK90,Canoe,oc4mix,7,13539,63.4,0,3.19
2011,ADK90,Canoe,oc2stock,2,13540,61.2,0,4.36
2025,ADK90,Canoe,oc4stock,4,13545.2,59.2,0,2.97
2015,ADK90,Canoe,open,NA,13546,64.2,1.535,3.45
