year,raceId,boatType,classId,place,value
2004,ADK90,Canoe,oc2std,4,23193
2002,ADK90,Kayak,k2mix,2,23195
2003,ADK90,Canoe,oc2stdmaster,9,23198
2009,ADK90,Canoe,oc4mix,6,23203
2011,ADK90,Kayak,k2mix,1,23208
2019,ADK90,Canoe,oc1rec,1,23211
2014,ADK90,Canoe,open,NA,23224
2010,ADK90,Canoe,oc2stock,3,23224
2012,ADK90,Guideboat,g2,2,23225
2004,ADK90,Canoe,oc2stdmaster,6,23226
2002,ADK90,Canoe,oc1am,2,23231
2007,ADK90,Canoe,oc1stock,3,23232
2010,ADK90,Kayak,k1tour,5,23238
2001,ADK90,Canoe,oc2stdmix,6,23240
2004,ADK90,Canoe,oc2stdmaster,5,23242
2022,ADK90,Canoe,oc4stocktournc,1,23243.9
2015,ADK90,Guideboat,g2,1,23247
2013,ADK90,Canoe,open,NA,23248
2011,ADK90,Canoe,open,NA,23248
2013,ADK90,Guideboat,g2,1,23254
2005,ADK90,Canoe,oc2stockmaster,7,23256
2007,ADK90,Canoe,oc2stockmaster,8,23257
2005,ADK90,Kayak,k1tour,1,23257
2025,ADK90,Canoe,oc3stockmix,3,23259.6
2013,ADK90,Canoe,open,NA,23261
2015,ADK90,Canoe,open,NA,23261
2005,ADK90,Canoe,oc4,3,23262
2011,ADK90,Canoe,oc4,6,23263
2022,ADK90,Canoe,oc4stock,4,23263.3
2021,ADK90,Canoe,oc2stockmix,1,23264
2011,ADK90,Canoe,oc2stockveteran,3,23265
2012,ADK90,Canoe,oc2ammix,4,23266
2005,ADK90,Canoe,oc2stockmaster,9,23268
2013,ADK90,Canoe,oc2ammix,1,23274
2011,ADK90,Canoe,oc1rec,2,23274
2016,ADK90,Kayak,k1tourwomen,1,23274
2010,ADK90,Canoe,oc2stockmixmaster,4,23275
2008,ADK90,Canoe,open,NA,23276
2005,ADK90,Canoe,oc2recmix,1,23276
2025,ADK90,Canoe,oc4stockmix,7,23277.1
2002,ADK90,Canoe,oc2rec,1,23279
2016,ADK90,Canoe,oc4women,3,23280
2025,ADK90,Canoe,oc2stock,4,23281
2006,ADK90,Canoe,oc2rec,3,23282
2010,ADK90,Kayak,k2women,1,23283
2012,ADK90,Canoe,open,NA,23287
2006,ADK90,Canoe,oc2rec,2,23287
2001,ADK90,Kayak,k1master,6,23288
2021,ADK90,Kayak,k2mixveteran,1,23292
2005,ADK90,Canoe,oc2recmaster,2,23292
2024,ADK90,Unknown,solorecveteran,2,23293.5
2002,ADK90,Canoe,oc2stdmaster,10,23294
2012,ADK90,Canoe,oc2stockmaster,4,23298
2019,ADK90,Unknown,open,4,23301
2007,ADK90,Canoe,oc2rec,3,23301
2014,ADK90,Canoe,open,NA,23301
2010,ADK90,Canoe,oc2stock,2,23301
2004,ADK90,Canoe,oc2stdmixmaster,1,23302
2009,ADK90,Canoe,oc2stockmixmaster,2,23305
2001,ADK90,Kayak,k1tour,1,23310
2014,ADK90,Canoe,oc1stockveteran,1,23312
2023,ADK90,Canoe,oc2stockmaster,2,23313.7
2007,ADK90,Canoe,oc2stockveteran,2,23316
2009,ADK90,Canoe,oc1rec,1,23316
2002,ADK90,Guideboat,g2modmaster,1,23318
2012,ADK90,Guideboat,g2,1,23321
2024,ADK90,Canoe,oc2stock,2,23323.2
2022,ADK90,Canoe,oc2stockmaster,2,23323.7
2022,ADK90,Canoe,oc2stockopen,2,23327.6
2025,ADK90,Unknown,solorecwomen,1,23328.7
2015,ADK90,Canoe,open,NA,23329
2010,ADK90,Canoe,oc2ammaster,4,23335
2016,ADK90,Canoe,oc1am,1,23339
2025,ADK90,Canoe,oc4stockmix,5,23339.7
2009,ADK90,Canoe,oc4mix,7,23340
2004,ADK90,Canoe,oc2std,5,23346
2024,ADK90,Unknown,solorec,2,23348.8
2001,ADK90,Canoe,oc2std,5,23349
2015,ADK90,Kayak,k1tourmaster,3,23350
2001,ADK90,Canoe,oc2stdmaster,7,23351
2004,ADK90,Canoe,oc2stdmaster,4,23356
2010,ADK90,Guideboat,g2,3,23361
2013,ADK90,Guideboat,g2,2,23361
2009,ADK90,Canoe,oc2stock,3,23361
2021,ADK90,Canoe,oc2stockmaster,2,23364
2022,ADK90,Unknown,solorecveteran,1,23364.3
2017,ADK90,Canoe,voyageur,3,23366
2001,ADK90,Canoe,oc2rec,3,23367
2003,ADK90,Canoe,oc2stdmaster,8,23367
2012,ADK90,Canoe,open,NA,23369
2013,ADK90,Canoe,oc4,14,23369
2014,ADK90,Canoe,oc4mix,10,23371
2010,ADK90,Canoe,oc2stockmix,1,23371
2012,ADK90,Guideboat,g2,3,23372
2018,ADK90,Canoe,open,NA,23373
2013,ADK90,Canoe,open,NA,23374
2013,ADK90,Canoe,open,NA,23376
2006,ADK90,Canoe,open,NA,23377
2001,ADK90,Guideboat,g1mod,1,23378
2011,ADK90,Canoe,oc2ammix,6,23378
2018,ADK90,Guideboat,g1,1,23379
2023,ADK90,Canoe,oc2stockmixmaster,4,23380.2
2015,ADK90,Canoe,oc4mix,10,23382
2024,ADK90,Canoe,oc2stockmaster,1,23383.3
2003,ADK90,Canoe,oc2rec,2,23387
2011,ADK90,Canoe,oc2stockveteran,1,23388
2003,ADK90,Canoe,oc2stdmaster,11,23391
2010,ADK90,Canoe,oc2stockmixmaster,2,23392
2004,ADK90,Canoe,oc1amveteran,2,23392
2016,ADK90,Canoe,oc2ammix,1,23392
2012,ADK90,Canoe,voyageur,5,23394
2003,ADK90,Canoe,oc2stdveteran,1,23397
2010,ADK90,Canoe,oc4,8,23403
2024,ADK90,Canoe,oc2openmix,2,23403.4
2018,ADK90,Canoe,oc2stockmix,1,23405
2002,ADK90,Canoe,oc1recmaster,3,23407
2008,ADK90,Canoe,oc4mix,9,23411
2011,ADK90,Canoe,oc4mix,12,23412
2006,ADK90,Canoe,open,NA,23420
2015,ADK90,Canoe,oc2stock,7,23424
2014,ADK90,Canoe,oc2ammix,1,23428
2003,ADK90,Canoe,oc2recmaster,1,23431
2017,ADK90,Canoe,oc1am,1,23433
2016,ADK90,Canoe,oc1am,2,23433
2012,ADK90,Canoe,oc4mix,11,23436
2003,ADK90,Canoe,oc1amveteran,2,23437
2018,ADK90,Canoe,oc4stockmix,6,23437
2006,ADK90,Canoe,oc2am,10,23438
2006,ADK90,Unknown,voyageur,6,23438
2012,ADK90,Kayak,k2women,1,23440
2016,ADK90,Guideboat,g1,1,23442
2011,ADK90,Canoe,oc2ammix,5,23443
2003,ADK90,Kayak,k1tourmaster,2,23446
2017,ADK90,Canoe,oc2stock,5,23449
2002,ADK90,Canoe,oc2stdmaster,8,23451
2025,ADK90,Canoe,oc4stock,5,23451.3
2003,ADK90,Canoe,oc2stdmixmaster,4,23453
2013,ADK90,Canoe,oc2stockveteran,3,23455
2002,ADK90,Canoe,oc2std,5,23456
2023,ADK90,Canoe,oc2stockmixmaster,5,23462
2019,ADK90,Unknown,open,3,23462
2018,ADK90,Canoe,oc4stockmix,9,23462
2009,ADK90,Canoe,oc2stock,4,23462
2008,ADK90,Guideboat,g2,3,23467
2015,ADK90,Canoe,open,NA,23470
2014,ADK90,Canoe,open,NA,23471
2021,ADK90,Canoe,oc2stock,2,23476
2005,ADK90,Canoe,oc2stock,3,23476
2022,ADK90,Canoe,oc2stockmixmaster,2,23476.7
2008,ADK90,Canoe,open,NA,23477
2011,ADK90,Canoe,oc2stockmixmaster,4,23478
2015,ADK90,Canoe,oc2stockveteran,2,23478
2025,ADK90,Canoe,oc3stockmix,2,23479.7
2023,ADK90,Unknown,solrecwomen,1,23480.4
2005,ADK90,Canoe,open,NA,23482
2005,ADK90,Canoe,oc2stockmaster,8,23483
2009,ADK90,Canoe,oc2stockmaster,5,23483
2008,ADK90,Canoe,open,NA,23483
2018,ADK90,Canoe,oc4stockwomen,2,23484
2022,ADK90,Canoe,oc4stockmix,8,23484.7
2012,ADK90,Canoe,oc2stockmaster,6,23485
2008,ADK90,Guideboat,g2,2,23488
2014,ADK90,Canoe,oc2stock,5,23494
2003,ADK90,Canoe,open,2,23496
2002,ADK90,Canoe,open,3,23497
2013,ADK90,Canoe,open,NA,23498
2018,ADK90,Canoe,open,NA,23499
2003,ADK90,Kayak,k1tourmaster,3,23499
2007,ADK90,Canoe,open,NA,23500
2011,ADK90,Canoe,oc2stockveteran,2,23501
2019,ADK90,Canoe,oc4stockwomen,1,23502
2021,ADK90,Canoe,oc4stockwomenmaster,2,23506
2009,ADK90,Canoe,oc2ammixmaster,2,23508
2005,ADK90,Kayak,k1searec,2,23509
2023,ADK90,Guideboat,g1,1,23509.1
2023,ADK90,Unknown,solorec,2,23510
2004,ADK90,Kayak,k1unlimitedmaster,3,23511
2024,ADK90,Canoe,oc2openveteran,1,23512.5
2003,ADK90,Kayak,k1tourmaster,4,23519
2013,ADK90,Canoe,oc4mix,14,23520
2006,ADK90,Canoe,oc1stockmaster,4,23521
2012,ADK90,Canoe,open,NA,23521
2014,ADK90,Canoe,open,NA,23521
2003,ADK90,Canoe,oc2recmix,1,23525
2025,ADK90,Kayak,k1open,3,23525.9
2013,ADK90,Guideboat,g1,2,23529
2025,ADK90,Canoe,oc4stock,6,23531.9
2015,ADK90,Canoe,oc2stock,10,23532
2007,ADK90,Canoe,oc4stock,4,23532
2009,ADK90,Canoe,oc4,6,23532
2009,ADK90,Canoe,oc1stock,1,23533
2003,ADK90,Canoe,oc1std,1,23534
2024,ADK90,Canoe,oc4stocktourmix,1,23535.1
2006,ADK90,Canoe,oc2stockmixmaster,5,23536
2014,ADK90,Canoe,open,NA,23537
2006,ADK90,Canoe,oc2stockmixmaster,4,23540
2018,ADK90,Canoe,open,NA,23546
2005,ADK90,Canoe,oc2family,1,23547
2009,ADK90,Canoe,open,NA,23548
2005,ADK90,Canoe,oc2recmaster,3,23550
2022,ADK90,Canoe,oc2stock,1,23552.8
2001,ADK90,Canoe,oc2stdmaster,10,23553
2005,ADK90,Guideboat,g2master,1,23554
2004,ADK90,Kayak,k1tourveteran,1,23554
2012,ADK90,Canoe,open,NA,23557
2012,ADK90,Canoe,oc2stockmixmaster,6,23560
2010,ADK90,Canoe,open,NA,23561
2013,ADK90,Canoe,open,NA,23563
2017,ADK90,Canoe,open,NA,23566
2022,ADK90,Canoe,oc4stockmix,7,23566.6
2008,ADK90,Canoe,oc2stockmaster,6,23567
2012,ADK90,Canoe,oc2am,6,23573
2013,ADK90,Canoe,oc2stockwomenmaster,2,23574
2022,ADK90,Canoe,oc2stockopen,3,23577.7
2010,ADK90,Canoe,oc2stockmaster,3,23582
2022,ADK90,Unknown,voyageur,2,23582.9
2010,ADK90,Canoe,oc2rec,1,23583
2001,ADK90,Canoe,open,5,23586
2006,ADK90,Canoe,oc2stockmaster,10,23587
2001,ADK90,Canoe,oc2std,7,23588
2004,ADK90,Canoe,oc2ammixmaster,3,23590
2011,ADK90,Canoe,oc2stockveteran,5,23592
2014,ADK90,Canoe,oc2stockmaster,3,23594
2023,ADK90,Canoe,oc4stockmix,12,23594.4
2024,ADK90,Canoe,oc3stocktourmix,1,23605.6
2013,ADK90,Canoe,open,NA,23606
2025,ADK90,Canoe,oc4stock,4,23606.4
2015,ADK90,Canoe,oc4,4,23608
2024,ADK90,Canoe,oc2stockmixveteran,2,23612.5
2018,ADK90,Canoe,oc1am,1,23613
2018,ADK90,Kayak,k2,2,23615
2015,ADK90,Kayak,k1tourveteran,2,23616
2025,ADK90,Canoe,oc2stockmaster,3,23624.7
2023,ADK90,Canoe,oc2stock,6,23625.6
2007,ADK90,Canoe,oc2stockveteran,3,23628
2025,ADK90,Unknown,solorecveteran,3,23629.6
2013,ADK90,Canoe,open,NA,23635
2010,ADK90,Kayak,k2mix,2,23640
2025,ADK90,Unknown,solorecveteran,4,23643.7
2023,ADK90,Canoe,oc2stockmix,3,23646.8
2017,ADK90,Canoe,open,NA,23647
2010,ADK90,Canoe,oc2stockmixmaster,5,23649
2021,ADK90,Unknown,open3,1,23649
2012,ADK90,Canoe,oc4mix,12,23651
2014,ADK90,Canoe,oc2stockmix,4,23652
2009,ADK90,Kayak,k2women,1,23652
2003,ADK90,Canoe,oc2stdmaster,12,23654
2007,ADK90,Canoe,oc2stockmix,4,23654
2008,ADK90,Guideboat,g2,4,23655
2022,ADK90,Canoe,oc4stock,5,23655.2
2008,ADK90,Canoe,oc1am,2,23656
2001,ADK90,Canoe,oc2std,6,23657
2004,ADK90,Canoe,oc2recmaster,1,23658
2024,ADK90,Canoe,oc2stockmix,1,23662.4
2006,ADK90,Canoe,oc4,9,23665
2005,ADK90,Kayak,k1searec,1,23666
2010,ADK90,Canoe,oc2stockmaster,4,23666
2002,ADK90,Canoe,oc2std,3,23667
2004,ADK90,Canoe,oc2stdmixmaster,2,23669
2019,ADK90,Canoe,oc2stock,2,23669
2001,ADK90,Canoe,oc2stdmix,7,23671
2012,ADK90,Canoe,oc2stock,6,23671
2005,ADK90,Canoe,oc2stockmix,3,23672
2015,ADK90,Canoe,oc2ammix,2,23674
2007,ADK90,Guideboat,g2,1,23674
2024,ADK90,Canoe,oc4stockwomenmaster,2,23675.9
2018,ADK90,Canoe,oc4stockwomen,1,23677
2010,ADK90,Canoe,oc2stock,4,23677
2006,ADK90,Kayak,k1tourmaster,6,23677
2021,ADK90,Canoe,oc4stockmixmaster,4,23678
2016,ADK90,Canoe,open,NA,23682
2008,ADK90,Canoe,oc2stockveteran,4,23684
2011,ADK90,Canoe,oc2stockmaster,4,23684
2004,ADK90,Canoe,oc1amveteran,1,23686
2007,ADK90,Canoe,open,NA,23687
2013,ADK90,Canoe,open,NA,23689
2025,ADK90,Kayak,k1sport,1,23690.2
2014,ADK90,Canoe,oc2stockwomen,1,23691
2005,ADK90,Canoe,oc2recmaster,5,23691
2016,ADK90,Canoe,open,NA,23692
2012,ADK90,Canoe,oc2rec,2,23693
2003,ADK90,Canoe,oc2std,10,23694
2018,ADK90,Canoe,open,NA,23695
2007,ADK90,Canoe,oc2stockmaster,9,23699
2024,ADK90,Canoe,oc3stocktourmix,3,23703
2022,ADK90,Canoe,oc4stockwomen,2,23703.5
2009,ADK90,Canoe,oc2ammaster,3,23705
2023,ADK90,Canoe,oc2stockveteran,1,23705.6
2025,ADK90,Canoe,oc2stockmix,4,23706
2012,ADK90,Canoe,oc2stockmixmaster,7,23707
2006,ADK90,Canoe,oc2recmix,1,23707
2022,ADK90,Kayak,k2,2,23710.3
2024,ADK90,Canoe,oc1stockmaster,1,23711.2
2013,ADK90,Canoe,oc2stockwomenmaster,3,23712
2019,ADK90,Canoe,oc2stockmix,1,23714
2012,ADK90,Canoe,open,NA,23715
2017,ADK90,Canoe,oc2stockveteran,1,23724
2006,ADK90,Canoe,oc2recmaster,3,23724
2013,ADK90,Canoe,voyageur,5,23725
2024,ADK90,Unknown,solorecveteran,3,23728.6
2007,ADK90,Canoe,open,NA,23731
2007,ADK90,Canoe,oc2ammix,6,23738
2017,ADK90,Canoe,oc2stockmix,1,23744
2023,ADK90,Canoe,oc4stockgoldnc,2,23747
2014,ADK90,Canoe,oc1stockmaster,1,23747
2017,ADK90,Canoe,oc2stock,4,23748
2013,ADK90,Guideboat,g1,1,23750
2024,ADK90,Canoe,oc4stocktourmix,2,23750.8
2009,ADK90,Kayak,k1unlimted,3,23755
2002,ADK90,Unknown,voyageur,4,23755
2014,ADK90,Canoe,oc2stockmix,5,23755
2011,ADK90,Canoe,oc2stockmaster,2,23757
2001,ADK90,Canoe,oc1recmaster,3,23759
2022,ADK90,Kayak,k1tourveteran,1,23760.1
2008,ADK90,Canoe,oc2stockwomen,1,23762
2025,ADK90,Kayak,k1open,2,23764
2024,ADK90,Canoe,oc2stockmaster,2,23767.9
2006,ADK90,Kayak,k1unlimited,6,23770
2004,ADK90,Canoe,oc2stdmaster,8,23771
2003,ADK90,Canoe,oc1ammaster,2,23772
2007,ADK90,Canoe,oc2tsockmixmaster,2,23774
2005,ADK90,Canoe,oc2stockveteran,4,23779
2007,ADK90,Canoe,oc2recmaster,1,23781
2012,ADK90,Canoe,oc2stockmix,1,23782
2001,ADK90,Kayak,k1tour,2,23783
2012,ADK90,Canoe,oc2stockmixmaster,8,23784
2007,ADK90,Canoe,oc2rec,4,23790
2002,ADK90,Canoe,oc2stdmaster,11,23791
2011,ADK90,Canoe,oc2stock,2,23792
2018,ADK90,Canoe,oc2ammix,1,23793
2014,ADK90,Canoe,open,NA,23796
2014,ADK90,Canoe,open,NA,23796
2013,ADK90,Canoe,open,NA,23797
2003,ADK90,Canoe,oc2stdmaster,14,23798
2015,ADK90,Canoe,open,NA,23799
2009,ADK90,Canoe,oc4mix,9,23802
2013,ADK90,Canoe,open,NA,23805
2007,ADK90,Canoe,oc4stockmix,9,23809
2014,ADK90,Canoe,oc2ammaster,2,23812
2011,ADK90,Canoe,open,NA,23813
2011,ADK90,Canoe,oc2stockveteran,4,23816
2007,ADK90,Canoe,oc1stock,4,23817
2021,ADK90,Unknown,openmaster,2,23818
2003,ADK90,Kayak,k1unlimitedmaster,4,23818
2011,ADK90,Canoe,oc2stockmixmaster,5,23822
2012,ADK90,Canoe,oc2stock,7,23830
2016,ADK90,Canoe,oc2rec,1,23831
2009,ADK90,Kayak,k1unlimted,4,23834
2009,ADK90,Canoe,oc2rec,1,23836
2024,ADK90,Unknown,voyageurmix,2,23838.8
2016,ADK90,Canoe,open,NA,23839
2005,ADK90,Canoe,oc2recmixmaster,1,23840
2010,ADK90,Canoe,open,NA,23841
2008,ADK90,Canoe,oc2stockmaster,7,23844
2008,ADK90,Canoe,oc2stock,5,23845
2024,ADK90,Canoe,oc2stock,3,23847.6
2013,ADK90,Canoe,oc2rec,1,23849
2016,ADK90,Canoe,open,NA,23852
2001,ADK90,Canoe,oc2std,9,23852
2001,ADK90,Canoe,oc2std,8,23853
2014,ADK90,Canoe,oc2stockmaster,4,23859
2025,ADK90,Canoe,oc2stocknc,2,23859.8
2011,ADK90,Canoe,oc4mix,13,23860
2014,ADK90,Canoe,open,NA,23863
2013,ADK90,Canoe,open,NA,23867
2023,ADK90,Canoe,oc4stock,7,23867.7
2008,ADK90,Canoe,oc2rec,1,23870
2004,ADK90,Canoe,oc2am,7,23876
2014,ADK90,Canoe,open,NA,23878
2013,ADK90,Canoe,open,NA,23882
2002,ADK90,Canoe,oc2stdmaster,12,23886
2019,ADK90,Canoe,oc2stockmaster,2,23887
2024,ADK90,Kayak,k1openmaster,2,23888.6
2011,ADK90,Kayak,k2women,1,23890
2016,ADK90,Canoe,oc2ammix,2,23891
2019,ADK90,Canoe,oc4stockmix,8,23892
2025,ADK90,Canoe,oc4stock,8,23893.9
2024,ADK90,Kayak,k2,3,23898.3
2003,ADK90,Canoe,oc2stdmixmaster,5,23899
2023,ADK90,Kayak,k2mix,3,23901.6
2023,ADK90,Canoe,oc2stockmaster,4,23903.7
2015,ADK90,Kayak,k1unlimited,2,23905
2005,ADK90,Canoe,oc2stockwomenmaster,1,23906
2023,ADK90,Canoe,oc4stock,6,23907.3
2017,ADK90,Canoe,oc4women,2,23908
2013,ADK90,Guideboat,g2,3,23908
2014,ADK90,Canoe,open,NA,23911
2004,ADK90,Canoe,oc2am,8,23911
2025,ADK90,Canoe,oc2stock,6,23913.9
2001,ADK90,Canoe,oc2family,2,23914
2014,ADK90,Canoe,open,NA,23914
2008,ADK90,Canoe,oc4,6,23917
2010,ADK90,Canoe,oc2ammix,4,23917
2001,ADK90,Canoe,oc2stdmaster,11,23922
2015,ADK90,Canoe,oc2stockmixmaster,4,23923
2025,ADK90,Canoe,oc2stocknc,1,23924.7
2006,ADK90,Canoe,oc2stockmixmaster,3,23925
2004,ADK90,Canoe,oc2recmaster,2,23927
2019,ADK90,Canoe,oc2stockmaster,1,23927
2013,ADK90,Canoe,oc4women,3,23928
2001,ADK90,Canoe,oc2rec,4,23929
2016,ADK90,Canoe,open,NA,23931
2022,ADK90,Kayak,k1tourveteran,2,23933
2023,ADK90,Canoe,oc2stockmaster,3,23933.8
2002,ADK90,Canoe,oc1rec,1,23935
2012,ADK90,Canoe,oc4mix,13,23936
2001,ADK90,Kayak,k2,1,23938
2002,ADK90,Unknown,voyageur,3,23946
2013,ADK90,Canoe,oc2am,3,23947
2005,ADK90,Canoe,oc2stockmaster,10,23948
2012,ADK90,Canoe,open,NA,23950
2011,ADK90,Guideboat,g2,1,23952
2013,ADK90,Canoe,open,NA,23953
2015,ADK90,Canoe,open,NA,23954
2022,ADK90,Kayak,k1unlimitedveteran,2,23955
2001,ADK90,Canoe,oc2stdmaster,12,23957
2006,ADK90,Canoe,oc2recmaster,2,23957
2023,ADK90,Canoe,oc4stockgoldmixnc,1,23957.4
2015,ADK90,Canoe,oc2stockmix,1,23958
2023,ADK90,Canoe,oc2stockveteran,2,23958.1
2021,ADK90,Canoe,oc2stockmix,2,23959
2013,ADK90,Canoe,open,NA,23963
2006,ADK90,Canoe,oc2stockveteran,4,23963
2012,ADK90,Canoe,oc2am,4,23964
2015,ADK90,Canoe,open,NA,23966
2002,ADK90,Canoe,oc1recveteran,1,23967
2019,ADK90,Unknown,open,5,23967
2021,ADK90,Canoe,oc4stockmix,6,23970
2006,ADK90,Canoe,oc2rec,4,23971
2003,ADK90,Canoe,oc1std,2,23971
2023,ADK90,Canoe,oc2stockgoldnc,2,23975.5
2002,ADK90,Guideboat,g1tradmaster,1,23979
2012,ADK90,Canoe,oc4,6,23981
2011,ADK90,Canoe,open,NA,23986
2019,ADK90,Canoe,oc2stock,4,23986
2003,ADK90,Canoe,oc2stdmaster,10,23987
2016,ADK90,Kayak,k1unlimited,2,23990
2017,ADK90,Canoe,open,NA,23991
2003,ADK90,Canoe,oc2family,1,23992
2025,ADK90,Canoe,oc2stock,7,23992.8
2001,ADK90,Canoe,oc2family,3,24006
2010,ADK90,Canoe,open,NA,24008
2008,ADK90,Canoe,oc1stock,3,24009
2022,ADK90,Unknown,solorecmaster,2,24009.4
2016,ADK90,Guideboat,g2,1,24011
2010,ADK90,Canoe,oc2stock,5,24012
2016,ADK90,Canoe,open,NA,24012
2014,ADK90,Canoe,oc2stock,7,24015
2013,ADK90,Canoe,oc2stockmaster,6,24015
2001,ADK90,Canoe,oc2stdmixmaster,4,24015
2003,ADK90,Canoe,oc2std,11,24016
2014,ADK90,Canoe,open,NA,24017
2005,ADK90,Canoe,oc1stockmaster,6,24018
2007,ADK90,Canoe,oc2family,1,24018
2009,ADK90,Canoe,oc2stockmaster,6,24021
2008,ADK90,Canoe,oc2stockmaster,8,24022
2021,ADK90,Canoe,oc2stockmaster,3,24023
2018,ADK90,Kayak,k1tour,6,24025
2015,ADK90,Canoe,open,NA,24025
2024,ADK90,Canoe,oc4stockmaster,4,24025.5
2025,ADK90,Canoe,oc4stock,7,24027.2
2017,ADK90,Canoe,oc2rec,1,24028
2002,ADK90,Canoe,oc2stdmix,4,24029
2016,ADK90,Canoe,open,NA,24029
2002,ADK90,Canoe,oc2recmix,2,24030
2011,ADK90,Canoe,open,NA,24032
2015,ADK90,Canoe,oc2stock,9,24034
2017,ADK90,Canoe,oc1recveteran,1,24035
2017,ADK90,Canoe,open,NA,24036
2011,ADK90,Canoe,oc2stockveteran,6,24036
2019,ADK90,Canoe,oc4stockmix,6,24036
2004,ADK90,Canoe,oc2ammix,2,24037
2002,ADK90,Canoe,oc2std,4,24041
2003,ADK90,Canoe,oc1stdmaster,2,24043
2022,ADK90,Kayak,k1tourmaster,3,24045.1
2002,ADK90,Canoe,oc2recmix,1,24046
2022,ADK90,Canoe,oc2stockmixmaster,3,24047.3
2002,ADK90,Kayak,k1rec,1,24049
2004,ADK90,Canoe,oc2ammix,3,24050
2005,ADK90,Canoe,oc1stock,1,24050
2024,ADK90,Canoe,oc2stockmix,2,24052.4
2012,ADK90,Canoe,oc2rec,4,24054
2022,ADK90,Kayak,k1unlimitedmaster,2,24054.2
2025,ADK90,Canoe,oc4stocknc,2,24054.7
2025,ADK90,Kayak,k1sportveteran,1,24059.1
2007,ADK90,Canoe,oc2am,4,24061
2005,ADK90,Unknown,voyageur,5,24061
2018,ADK90,Canoe,oc4stockmix,7,24062
2023,ADK90,Unknown,solrecmaster,2,24062.8
2003,ADK90,Canoe,oc2rec,4,24064
2003,ADK90,Canoe,oc2std,9,24065
2007,ADK90,Canoe,oc2amwomen,2,24066
2005,ADK90,Kayak,k1tourmaster,4,24066
2010,ADK90,Kayak,k2women,2,24067
2024,ADK90,Kayak,k2mixmaster,1,24067.3
2021,ADK90,Canoe,oc4stockmix,11,24069
2001,ADK90,Guideboat,g2trad,1,24073
2005,ADK90,Kayak,k1unlimitedmaster,5,24073
2021,ADK90,Kayak,k1unlimited,2,24073
2016,ADK90,Kayak,k1tourmaster,4,24073
2013,ADK90,Canoe,oc1rec,3,24079
2004,ADK90,Canoe,open,NA,24083
2025,ADK90,Unknown,solorecmaster,6,24087
2018,ADK90,Canoe,open,NA,24090
2019,ADK90,Canoe,oc4stock,3,24094
2025,ADK90,Unknown,solorecwomen,2,24094.4
2019,ADK90,Kayak,k1unlimited,4,24096
2025,ADK90,Canoe,oc4stockmix,11,24097.1
2013,ADK90,Guideboat,g2women,1,24098
2018,ADK90,Canoe,oc2rec,1,24101
2009,ADK90,Canoe,open,NA,24102
2014,ADK90,Kayak,k1tourveteran,2,24102
2007,ADK90,Canoe,open,NA,24103
2004,ADK90,Kayak,k1recsea,1,24104
2019,ADK90,Canoe,oc2stockwomen,1,24106
2003,ADK90,Canoe,oc2stdmaster,13,24107
2023,ADK90,Canoe,oc4stockwomen,3,24110.9
2010,ADK90,Canoe,open,NA,24111
2023,ADK90,Canoe,oc2stockmixmaster,6,24114.5
2004,ADK90,Canoe,oc2stdmaster,10,24115
2023,ADK90,Kayak,k1veteran,2,24116.6
2012,ADK90,Canoe,open,NA,24117
2012,ADK90,Canoe,open,NA,24117
2004,ADK90,Canoe,oc1stdmaster,3,24118
2023,ADK90,Canoe,oc2recgold,1,24120.6
2021,ADK90,Kayak,k1unlimited,3,24121
2012,ADK90,Canoe,oc1stock,2,24125
2005,ADK90,Canoe,oc1amveteran,1,24126
2017,ADK90,Canoe,open,NA,24126
2007,ADK90,Guideboat,g2,2,24128
2016,ADK90,Canoe,open,NA,24128
2007,ADK90,Canoe,oc2stock,8,24131
2008,ADK90,Canoe,oc2stockveteran,6,24132
2010,ADK90,Canoe,oc4,9,24133
2022,ADK90,Canoe,oc2stockmixveteran,2,24133.8
2013,ADK90,Canoe,open,NA,24135
2009,ADK90,Canoe,oc1stock,2,24135
2011,ADK90,Canoe,open,NA,24136
2015,ADK90,Guideboat,g1,1,24138
2006,ADK90,Guideboat,g2,1,24139
2012,ADK90,Canoe,oc2am,5,24141
2023,ADK90,Unknown,solrecmaster,1,24143.4
2004,ADK90,Canoe,oc2ammix,4,24144
2021,ADK90,SUP,solorecveteran,1,24145
2018,ADK90,Unknown,voyageur,4,24148
2012,ADK90,Canoe,open,NA,24151
2017,ADK90,Kayak,k1tour,2,24152
2023,ADK90,Canoe,oc2stock,7,24154.9
2025,ADK90,Canoe,oc4stock,9,24156
2024,ADK90,Canoe,oc2stockmixveteran,3,24158.9
2021,ADK90,Canoe,oc2stockmixveterans,2,24161
2015,ADK90,Canoe,open,NA,24166
2006,ADK90,Canoe,oc2ammix,7,24167
2016,ADK90,Canoe,open,NA,24170
2025,ADK90,Canoe,oc1stock,1,24171.4
2024,ADK90,Unknown,solorecmaster,1,24172.3
2004,ADK90,Kayak,k1unlimitedmaster,4,24173
2022,ADK90,Canoe,oc2stockopen,5,24174.4
2008,ADK90,Canoe,oc1am,1,24176
2015,ADK90,Canoe,oc2rec,2,24176
2015,ADK90,Guideboat,g2,2,24176
2018,ADK90,Unknown,voyageur,3,24180
2021,ADK90,Kayak,k1tourveteran,2,24184
