year,raceId,boatType,classId,place,value
2008,ADK90,Kayak,k1tourveteran,1,19929
2013,ADK90,Canoe,oc4mix,7,19944
2006,ADK90,Kayak,k1tourveteran,1,19964
2017,ADK90,Canoe,oc4,3,19964
2005,ADK90,Canoe,voyageur,1,19968
2007,ADK90,Canoe,voyageur,2,19972
2018,ADK90,Kayak,k2,1,19978
2004,ADK90,Unknown,voyageur,1,19980
2008,ADK90,Canoe,oc2ammixmaster,1,20002
2017,ADK90,Canoe,oc2ammix,1,20002
2004,ADK90,Canoe,oc2am,2,20004
2025,ADK90,Unknown,voyageurmix,1,20008.3
2025,ADK90,Kayak,k1open,1,20014.6
2008,ADK90,Canoe,oc2am,3,20019
2008,ADK90,Kayak,k1unlimited,2,20024
2014,ADK90,Canoe,oc4mix,1,20026
2013,ADK90,Canoe,oc4mix,8,20027
2005,ADK90,Canoe,oc2ammaster,6,20042
2025,ADK90,Canoe,oc4stockmixmaster,1,20043
2003,ADK90,Canoe,oc2ammaster,6,20043
2003,ADK90,Canoe,oc2am,4,20046
2010,ADK90,Kayak,k2master,2,20048
2004,ADK90,Canoe,oc2ammaster,2,20053
2001,ADK90,Canoe,oc2rac,6,20054
2018,ADK90,Canoe,oc4open,4,20056
2004,ADK90,Kayak,k1unlimitedmaster,1,20058
2005,ADK90,Canoe,oc1ammaster,1,20061
2018,ADK90,Unknown,voyageur,2,20069
2013,ADK90,Kayak,k2master,1,20070
2010,ADK90,Canoe,voyageur,2,20082
2010,ADK90,Canoe,voyageur,3,20082
2002,ADK90,Canoe,oc2ammix,1,20093
2022,ADK90,Canoe,oc4stockmix,1,20101.4
2008,ADK90,Canoe,oc2ammaster,2,20110
2008,ADK90,Canoe,oc4,1,20115
2015,ADK90,Canoe,oc4open,4,20124
2006,ADK90,Kayak,k1tourmaster,1,20144
2005,ADK90,Canoe,oc2am,3,20156
2005,ADK90,Canoe,oc2am,2,20157
2024,ADK90,Canoe,oc4stockmix,1,20157.9
2003,ADK90,Canoe,oc2am,5,20164
2014,ADK90,Canoe,oc4,4,20176
2005,ADK90,Kayak,k1unlimitedmaster,1,20181
2010,ADK90,Canoe,oc4mix,2,20194
2017,ADK90,Canoe,oc4,4,20214
2002,ADK90,Canoe,oc2amwomenmaster,2,20216
2021,ADK90,Canoe,oc4stockmixmaster,2,20216
2002,ADK90,Canoe,oc2ammaster,5,20217
2011,ADK90,Canoe,oc4,3,20218
2012,ADK90,Kayak,k1tour,1,20230
2019,ADK90,Canoe,oc4stockmix,1,20246
2021,ADK90,Unknown,voyageur,2,20249
2004,ADK90,Canoe,oc2am,3,20252
2004,ADK90,Canoe,oc2am,4,20252
2012,ADK90,Kayak,k2,1,20256
2024,ADK90,Canoe,oc4stockmix,2,20259.4
2010,ADK90,Canoe,oc2ammaster,1,20261
2025,ADK90,Kayak,k1sportmaster,1,20279.5
2025,ADK90,Canoe,oc1open,1,20282.9
2013,ADK90,Kayak,k2mix,1,20288
2009,ADK90,Canoe,oc4,1,20291
2002,ADK90,Kayak,k1marathon,3,20296
2002,ADK90,Canoe,oc2ammaster,6,20300
2023,ADK90,Canoe,oc4mix,5,20316.2
2024,ADK90,Kayak,k1sportmaster,1,20326.9
2008,ADK90,Canoe,oc2ammaster,3,20339
2008,ADK90,Canoe,voyageur,4,20341
2012,ADK90,Canoe,oc2ammix,1,20344
2003,ADK90,Canoe,oc2ammaster,7,20358
2010,ADK90,Kayak,k2master,1,20364
2017,ADK90,Kayak,k2mix,1,20368
2001,ADK90,Canoe,oc2racmaster,5,20381
2003,ADK90,Kayak,k2,2,20391
2013,ADK90,Canoe,oc4,5,20401
2017,ADK90,Canoe,oc2amwomen,1,20407
2010,ADK90,Canoe,oc4,4,20415
2025,ADK90,Canoe,oc4openmix,4,20420.8
2003,ADK90,Canoe,oc2std,1,20433
2014,ADK90,Kayak,k2mix,1,20436
2017,ADK90,Canoe,oc4,6,20444
2011,ADK90,Canoe,oc2ammix,1,20463
2017,ADK90,Canoe,oc4,5,20463
2003,ADK90,Canoe,oc2ammixmaster,1,20464
2003,ADK90,Canoe,oc4,1,20468
2014,ADK90,Canoe,oc4mix,3,20472
2004,ADK90,Canoe,oc4,1,20475
2009,ADK90,Canoe,oc4mix,1,20493
2010,ADK90,Canoe,oc4,5,20498
2001,ADK90,Canoe,oc2racmaster,6,20501
2013,ADK90,Kayak,k1tourveteran,1,20504
2006,ADK90,Kayak,k2,1,20506
2001,ADK90,Canoe,oc2std,1,20506
2007,ADK90,Canoe,oc2stockmaster,1,20508
2023,ADK90,Canoe,oc4stockgoldnc,1,20527.6
2003,ADK90,Canoe,oc2ammix,1,20532
2013,ADK90,Kayak,k2mix,2,20535
2006,ADK90,Unknown,voyageur,3,20543
2003,ADK90,Canoe,oc2stdmaster,1,20543
2006,ADK90,Canoe,oc2am,7,20544
2014,ADK90,Canoe,oc2stockmix,1,20546
2007,ADK90,Canoe,oc2ammaster,4,20548
2017,ADK90,Canoe,oc4mix,2,20553
2016,ADK90,Canoe,oc4mix,3,20553
2023,ADK90,Kayak,k1master,1,20553.7
2005,ADK90,Canoe,oc2ammix,1,20554
2006,ADK90,Kayak,k2,2,20554
2011,ADK90,Canoe,oc2am,1,20555
2006,ADK90,Canoe,oc2stockmaster,1,20560
2009,ADK90,Canoe,oc4mix,3,20568
2021,ADK90,Canoe,oc4stockmaster,1,20572
2013,ADK90,Canoe,oc4,6,20572
2023,ADK90,Canoe,oc4stockmix,3,20574.4
2007,ADK90,Canoe,oc2stockmix,1,20575
2001,ADK90,Canoe,oc2racmaster,7,20585
2006,ADK90,Kayak,k1unlimited,3,20587
2001,ADK90,Canoe,oc2racmix,1,20588
2021,ADK90,Canoe,oc4stock,3,20592
2023,ADK90,Canoe,oc4stockmix,2,20592.1
2012,ADK90,Canoe,oc4mix,5,20599
2017,ADK90,Canoe,oc4mix,4,20606
2013,ADK90,Canoe,oc4,7,20610
2003,ADK90,Unknown,voyageur,1,20610
2014,ADK90,Kayak,k2mix,2,20617
2023,ADK90,Canoe,oc4stock,2,20624.7
2001,ADK90,Canoe,oc2racmix,2,20630
2015,ADK90,Canoe,oc2stockmaster,1,20632
2002,ADK90,Canoe,oc2am,4,20645
2006,ADK90,Kayak,k1tourmaster,2,20656
2022,ADK90,Canoe,oc4,7,20659.3
2017,ADK90,Canoe,oc1recmaster,1,20660
2007,ADK90,Kayak,k1unlimited,1,20668
2013,ADK90,Canoe,oc2stock,1,20669
2001,ADK90,Kayak,k1master,3,20673
2018,ADK90,Canoe,oc4stockmix,2,20673
2017,ADK90,Kayak,k1tourveteran,1,20676
2010,ADK90,Canoe,oc2ammix,1,20680
2015,ADK90,Canoe,oc4mix,4,20681
2011,ADK90,Canoe,oc4mix,1,20685
2018,ADK90,Kayak,k1tour,1,20685
2008,ADK90,Canoe,oc4,2,20689
2006,ADK90,Canoe,oc2ammix,3,20689
2019,ADK90,Canoe,oc4stockmix,2,20699
2004,ADK90,Canoe,oc2ammix,1,20703
2002,ADK90,Canoe,oc2ammix,2,20708
2014,ADK90,Canoe,oc4mix,2,20709
2011,ADK90,Kayak,k2,1,20710
2014,ADK90,Kayak,k1tourveteran,1,20714
2004,ADK90,Canoe,oc1ammaster,1,20715
2013,ADK90,Canoe,oc4mix,10,20718
2002,ADK90,Canoe,oc2ammixmaster,2,20727
2007,ADK90,Canoe,oc2ammaster,5,20733
2013,ADK90,Canoe,oc4mix,9,20735
2012,ADK90,Kayak,k1tour,2,20739
2018,ADK90,Kayak,k1tour,2,20747
2018,ADK90,Canoe,oc1stock,1,20748
2004,ADK90,Canoe,oc2am,5,20749
2005,ADK90,Canoe,oc2stock,1,20754
2002,ADK90,Canoe,oc2ammaster,8,20755
2012,ADK90,Canoe,oc4open,6,20756
2006,ADK90,Canoe,oc2stockmaster,2,20757
2009,ADK90,Kayak,k2,1,20758
2023,ADK90,Canoe,oc4stock,3,20759.6
2022,ADK90,Canoe,oc4,8,20761
2004,ADK90,Canoe,oc2ammixmaster,1,20773
2021,ADK90,Kayak,k2veteran,1,20780
2012,ADK90,Canoe,oc2stockmaster,1,20780
2019,ADK90,Canoe,oc4stockmix,3,20786
2023,ADK90,Canoe,oc4mix,6,20790.7
2021,ADK90,Kayak,k2,1,20798
2003,ADK90,Canoe,oc2ammixmaster,2,20800
2005,ADK90,Canoe,oc2ammaster,7,20804
2014,ADK90,Canoe,oc4mix,4,20811
2006,ADK90,Canoe,oc2stockmaster,3,20835
2001,ADK90,Canoe,oc2stdmaster,1,20835
2014,ADK90,Canoe,oc4mix,5,20837
2010,ADK90,Canoe,oc2am,2,20837
2011,ADK90,Kayak,k2,2,20838
2022,ADK90,Canoe,oc4stock,2,20838.4
2006,ADK90,Canoe,oc2stockmaster,4,20844
2005,ADK90,Kayak,k1unlimitedmaster,2,20848
2011,ADK90,Canoe,oc4mix,5,20854
2002,ADK90,Canoe,oc2family,1,20861
2005,ADK90,Canoe,oc2stockmaster,1,20863
2016,ADK90,Canoe,oc4women,1,20866
2011,ADK90,Canoe,oc4mix,2,20868
2008,ADK90,Canoe,oc2stockmaster,1,20868
2005,ADK90,Canoe,oc2ammix,2,20871
2021,ADK90,Canoe,oc4mix,2,20871
2011,ADK90,Canoe,oc4mix,3,20874
2023,ADK90,Canoe,oc1stockveteran,1,20874
2001,ADK90,Canoe,oc2stdmaster,2,20880
2015,ADK90,Canoe,oc4,2,20893
2012,ADK90,Canoe,oc4mix,6,20893
2013,ADK90,Canoe,oc2stockmaster,1,20899
2010,ADK90,Canoe,oc4,6,20901
2009,ADK90,Canoe,oc2ammaster,2,20903
2016,ADK90,Canoe,oc2stockmaster,1,20904
2010,ADK90,Kayak,k1tour,1,20906
2007,ADK90,Canoe,oc2amwomen,1,20911
2018,ADK90,Canoe,oc4stock,2,20911
2009,ADK90,Canoe,oc4mix,2,20915
2008,ADK90,Kayak,k2,3,20919
2016,ADK90,Canoe,oc4mix,4,20920
2016,ADK90,Canoe,oc2am,1,20929
2007,ADK90,Canoe,oc4stockmix,1,20934
2008,ADK90,Canoe,voyageuropen,1,20940
2019,ADK90,Canoe,oc4open,4,20945
2006,ADK90,Canoe,oc2am,8,20946
2008,ADK90,Kayak,k1women,2,20950
2008,ADK90,Canoe,voyageur,5,20952
2007,ADK90,Canoe,oc2stockmaster,2,20956
2022,ADK90,Canoe,oc2stockmixmaster,1,20957.9
2002,ADK90,Canoe,oc2stdmaster,1,20958
2017,ADK90,Canoe,oc4mix,3,20961
2010,ADK90,Canoe,oc2am,4,20962
2011,ADK90,Canoe,voyageur,4,20962
2009,ADK90,Kayak,k1tourveteran,1,20966
2006,ADK90,Canoe,oc2stockmixmaster,1,20967
2001,ADK90,Canoe,oc2racmaster,8,20969
2013,ADK90,Canoe,oc2am,1,20973
2022,ADK90,Canoe,oc4stockmix,3,20981.2
2015,ADK90,Canoe,oc4mix,5,20982
2023,ADK90,Kayak,k2,2,20987.5
2001,ADK90,Canoe,oc2rac,7,20990
2022,ADK90,Canoe,oc1stockmaster,1,20990.4
2018,ADK90,Canoe,open,NA,20993
2005,ADK90,Canoe,oc2ammix,3,20997
2008,ADK90,Kayak,k2,1,20997
2012,ADK90,Canoe,oc4mix,7,21001
2002,ADK90,Canoe,oc2stdmaster,2,21003
2013,ADK90,Canoe,oc2stock,2,21013
2012,ADK90,Canoe,voyageur,3,21024
2024,ADK90,Canoe,oc4stockmaster,1,21027.3
2004,ADK90,Canoe,oc2ammaster,4,21035
2011,ADK90,Canoe,oc2am,2,21039
2003,ADK90,Canoe,oc2stdmix,1,21042
2007,ADK90,Canoe,oc4stock,1,21042
2016,ADK90,Canoe,oc2stock,2,21047
2008,ADK90,Kayak,k1unlimited,3,21047
2005,ADK90,Canoe,oc2ammaster,8,21050
2008,ADK90,Canoe,oc2family,1,21051
2014,ADK90,Canoe,oc1rec,1,21055
2021,ADK90,Canoe,oc4mix,1,21058
2011,ADK90,Canoe,oc4mix,6,21064
2004,ADK90,Canoe,oc2ammaster,3,21064
2019,ADK90,Canoe,oc4stock,1,21075
2025,ADK90,Canoe,oc4openmix,5,21079
2011,ADK90,Canoe,oc4open,4,21083
2009,ADK90,Canoe,oc4,2,21086
2003,ADK90,Kayak,k2,3,21087
2022,ADK90,Kayak,k1unlimitedmaster,1,21090.7
2017,ADK90,Kayak,k1tour,1,21093
2003,ADK90,Kayak,k1unlimitedveteran,1,21099
2016,ADK90,Canoe,oc2stockmixveteran,1,21101
2006,ADK90,Canoe,oc4,2,21104
2010,ADK90,Canoe,oc2stockmaster,1,21109
2009,ADK90,Kayak,k2,2,21111
2001,ADK90,Canoe,oc2stdmaster,3,21120
2002,ADK90,Kayak,k1marathon,5,21121
2003,ADK90,Canoe,oc2stdmaster,2,21121
2015,ADK90,Canoe,oc1recmaster,1,21124
2009,ADK90,Canoe,oc4,3,21127
2007,ADK90,Unknown,voyageur,4,21131
2023,ADK90,Canoe,oc4stockwomen,1,21135
2007,ADK90,Canoe,oc2ammix,3,21137
2025,ADK90,Canoe,oc2stockmixmaster,2,21140.2
2010,ADK90,Canoe,oc2ammaster,2,21148
2012,ADK90,Canoe,oc4mix,9,21149
2008,ADK90,Canoe,oc2stockmaster,2,21151
2017,ADK90,Canoe,oc2stockmixmaster,1,21152
2002,ADK90,Canoe,oc2ammaster,7,21156
2002,ADK90,Canoe,open,1,21169
2010,ADK90,Canoe,voyageur,5,21173
2016,ADK90,Canoe,oc1recmaster,1,21175
2019,ADK90,Unknown,voyageur,2,21180
2010,ADK90,Canoe,oc2am,3,21184
2017,ADK90,Canoe,oc4mix,5,21187
2006,ADK90,Kayak,k1tourmaster,3,21189
2006,ADK90,Kayak,k2mix,1,21194
2008,ADK90,Canoe,oc4,3,21197
2001,ADK90,Kayak,k1master,5,21198
2021,ADK90,Canoe,oc2stock,1,21202
2011,ADK90,Canoe,oc4mix,4,21204
2024,ADK90,Unknown,solorecveteran,1,21205.2
2012,ADK90,Canoe,oc2stockmaster,2,21208
2011,ADK90,Canoe,oc4mix,8,21212
2004,ADK90,Unknown,voyageur,2,21212
2008,ADK90,Canoe,oc4mix,3,21213
2012,ADK90,Canoe,oc2amwomen,1,21216
2016,ADK90,Kayak,k1tourmaster,1,21217
2003,ADK90,Canoe,oc2ammaster,8,21229
2008,ADK90,Canoe,oc2stock,2,21230
2004,ADK90,Canoe,oc1ammaster,2,21231
2008,ADK90,Canoe,oc4mix,2,21233
2019,ADK90,Kayak,k2,1,21234
2015,ADK90,Kayak,k1tourveteran,1,21235
2006,ADK90,Kayak,k1tourveteran,2,21245
2013,ADK90,Kayak,k1tour,1,21245
2005,ADK90,Canoe,oc2stockmix,1,21254
2008,ADK90,Kayak,k1tour,1,21256
2006,ADK90,Canoe,voyageur,2,21259
2025,ADK90,Canoe,oc2stockmixmaster,1,21260.2
2022,ADK90,Kayak,k1tourmaster,1,21264.8
2011,ADK90,Kayak,k1tour,1,21266
2007,ADK90,Canoe,oc1am,1,21270
2014,ADK90,Canoe,oc4,5,21270
2016,ADK90,Canoe,oc4mix,6,21272
2007,ADK90,Canoe,oc2ammaster,6,21273
2022,ADK90,Canoe,oc4stockmix,2,21274.1
2016,ADK90,Canoe,oc4,2,21275
2001,ADK90,Kayak,k1master,4,21278
2006,ADK90,Canoe,oc2ammix,2,21279
2025,ADK90,Canoe,oc4stockmixmaster,2,21279.6
2018,ADK90,Canoe,oc4stockmix,3,21284
2015,ADK90,Canoe,oc4mix,6,21287
2006,ADK90,Canoe,oc1am,2,21289
2011,ADK90,Canoe,oc4open,3,21293
2004,ADK90,Canoe,oc2ammaster,5,21294
2013,ADK90,Canoe,open,NA,21299
2011,ADK90,Canoe,oc2am,3,21300
2005,ADK90,Canoe,oc2stockmaster,2,21305
2006,ADK90,Canoe,oc2ammix,4,21305
2016,ADK90,Canoe,oc2stockmixmaster,1,21307
2014,ADK90,Canoe,open,NA,21308
2023,ADK90,Canoe,oc2stock,1,21309.9
2021,ADK90,Canoe,oc4stockmixmaster,3,21313
2024,ADK90,Kayak,k1sportmaster,2,21313.1
2016,ADK90,Canoe,oc2stock,1,21318
2012,ADK90,Canoe,oc2stockveteran,1,21327
2004,ADK90,Kayak,k1unlimitedmaster,2,21327
2002,ADK90,Canoe,oc2stdmix,1,21332
2005,ADK90,Canoe,oc2stockmaster,5,21337
2003,ADK90,Canoe,oc1ammaster,1,21337
2017,ADK90,Canoe,oc1rec,1,21344
2007,ADK90,Canoe,oc2am,3,21348
2007,ADK90,Canoe,oc2stock,1,21348
2005,ADK90,Canoe,oc2ammixmaster,2,21353
2019,ADK90,Kayak,k1tourmaster,2,21361
2021,ADK90,Canoe,oc2stockmixveterans,1,21362
