year,raceId,boatType,classId,place,value
2022,ADK90,Canoe,oc4,5,11486.5
2011,ADK90,Canoe,oc4mix,4,11487
2009,ADK90,Canoe,oc4mix,2,11488
2011,ADK90,Canoe,oc4mix,1,11488
2017,ADK90,Canoe,oc4,2,11488
2017,ADK90,Canoe,oc4open,4,11491
2004,ADK90,Canoe,oc2ammaster,2,11495
2021,ADK90,Canoe,oc4,3,11499
2013,ADK90,Canoe,oc4,2,11503
2019,ADK90,Unknown,voyageur,1,11503
2004,ADK90,Kayak,k1unlimitedmaster,1,11507
2019,ADK90,Canoe,oc4stockmix,1,11512
2000,ADK90,Kayak,k1,2,11517
2008,ADK90,Canoe,voyageur,3,11522
1995,ADK90,Kayak,k1sprint,2,11522
2004,ADK90,Canoe,oc2am,4,11524
2000,ADK90,Canoe,oc2racmixmaster,1,11525
2003,ADK90,Canoe,oc2ammaster,1,11525
2008,ADK90,Canoe,oc2am,1,11529
2013,ADK90,Canoe,oc4,1,11530
2008,ADK90,Canoe,oc2am,2,11536
1994,ADK90,Canoe,oc2pro,2,11542
1994,ADK90,Canoe,oc2pro,3,11542
1997,ADK90,Canoe,oc2rac,3,11543
1997,ADK90,Canoe,oc2,1,11546
2009,ADK90,Canoe,oc4mix,3,11550
2018,ADK90,Canoe,oc4open,2,11557
2004,ADK90,Kayak,k1unlimited,1,11569
2000,ADK90,Kayak,k1master,1,11571
2009,ADK90,Kayak,k2,1,11572
2007,ADK90,Canoe,oc2am,2,11589
2003,ADK90,Kayak,k2,1,11593
1994,ADK90,Canoe,oc2rac,2,11604
2005,ADK90,Kayak,k1unlimited,1,11608
2012,ADK90,Canoe,oc4mix,3,11609
2005,ADK90,Kayak,k2,1,11613
1997,ADK90,Canoe,oc2promaster,4,11613
2008,ADK90,Canoe,oc4,2,11619
2003,ADK90,Canoe,oc2ammaster,3,11619
2003,ADK90,Canoe,oc2ammaster,4,11619
1994,ADK90,Kayak,k1sprint,4,11620
2003,ADK90,Canoe,oc2ammaster,2,11620
2007,ADK90,Canoe,oc2ammaster,3,11620
2013,ADK90,Canoe,oc4mix,7,11626
2023,ADK90,Canoe,oc4,2,11626.8
1997,ADK90,Canoe,oc2racmixmaster,1,11630
1994,ADK90,Kayak,k1sprintmaster,1,11634
2005,ADK90,Canoe,voyageur,1,11636
2019,ADK90,Canoe,oc4stockmix,2,11637
1997,ADK90,Kayak,k1open,3,11639
2014,ADK90,Canoe,oc4open,4,11641
2000,ADK90,Canoe,oc2racmixmaster,2,11645
2011,ADK90,Canoe,oc4mix,7,11646
2009,ADK90,Canoe,oc4mix,1,11647
2011,ADK90,Canoe,oc4mix,5,11655
2011,ADK90,Canoe,oc4mix,2,11664
2001,ADK90,Canoe,oc2rac,4,11664
2004,ADK90,Canoe,oc4,1,11669
1994,ADK90,Canoe,oc2rac,3,11669
2017,ADK90,Canoe,oc4,3,11674
2004,ADK90,Kayak,k2mix,1,11680
1995,ADK90,Canoe,oc2pro,2,11691
2001,ADK90,Canoe,oc2rac,5,11693
2023,ADK90,Canoe,oc4mix,5,11694.6
1999,ADK90,Canoe,oc2rac,2,11701
1998,ADK90,Canoe,oc2racmaster,1,11702
2021,ADK90,Canoe,oc4stockmixmaster,1,11704
2005,ADK90,Kayak,k1unlimitedmaster,1,11704
2014,ADK90,Kayak,k2mix,1,11705
1995,ADK90,Canoe,oc2pro,1,11707
1995,ADK90,Canoe,oc2racmaster,1,11709
2017,ADK90,Kayak,k2mix,1,11712
1994,ADK90,Canoe,oc2racmaster,2,11713
1997,ADK90,Canoe,oc2std,1,11715
1997,ADK90,Kayak,k1open,4,11716
2019,ADK90,Kayak,k2,1,11718
2021,ADK90,Canoe,oc4stock,1,11720
2008,ADK90,Canoe,oc4,1,11722
2007,ADK90,Kayak,k2,2,11724
2012,ADK90,Canoe,oc4mix,4,11728
2011,ADK90,Canoe,oc4open,4,11729
2001,ADK90,Canoe,oc2rac,3,11740
2000,ADK90,Canoe,oc2rac,4,11740
1997,ADK90,Canoe,oc2racmaster,10,11741
2011,ADK90,Canoe,oc4mix,3,11741
2022,ADK90,Canoe,oc4stock,1,11742.5
2019,ADK90,Canoe,oc4stockmix,3,11744
1998,ADK90,Canoe,oc2racmixmaster,1,11749
1994,ADK90,Canoe,oc2racmixmaster,1,11750
1997,ADK90,Canoe,oc2rac,1,11751
2008,ADK90,Kayak,k2,1,11755
2017,ADK90,Canoe,oc4,5,11755
2014,ADK90,Canoe,oc4,3,11756
2003,ADK90,Canoe,oc2am,3,11761
2012,ADK90,Kayak,k1tour,1,11761
2004,ADK90,Canoe,oc2ammix,1,11763
2013,ADK90,Canoe,oc4mix,8,11764
1999,ADK90,Canoe,oc2racmaster,2,11767
2004,ADK90,Canoe,oc2ammaster,3,11768
2011,ADK90,Canoe,oc4mix,6,11768
2012,ADK90,Canoe,oc4mix,5,11777
2005,ADK90,Canoe,oc4,1,11778
2010,ADK90,Canoe,oc4mix,1,11780
2012,ADK90,Canoe,oc4,2,11780
1994,ADK90,Canoe,oc2racmixmaster,2,11787
2019,ADK90,Canoe,oc4open,4,11787
2023,ADK90,Canoe,oc4stock,2,11787.5
2002,ADK90,Canoe,oc2ammaster,2,11788
2002,ADK90,Canoe,oc2ammixmaster,1,11789
2008,ADK90,Canoe,oc2ammaster,1,11792
2005,ADK90,Canoe,oc2ammaster,1,11796
2005,ADK90,Canoe,oc2ammaster,2,11796
2018,ADK90,Canoe,oc4open,3,11798
2000,ADK90,Canoe,oc2racmixmaster,3,11806
2005,ADK90,Canoe,oc2ammaster,5,11806
2005,ADK90,Canoe,oc2ammaster,3,11808
1998,ADK90,Canoe,oc2racmixmaster,2,11808
2023,ADK90,Canoe,oc4stockmix,1,11808.3
2005,ADK90,Canoe,oc2ammixmaster,1,11809
2004,ADK90,Canoe,oc1ammaster,1,11809
2008,ADK90,Kayak,k1unlimited,2,11812
2022,ADK90,Canoe,oc4stockmix,1,11814.9
2005,ADK90,Canoe,oc2ammaster,4,11816
2005,ADK90,Canoe,oc2am,1,11821
2008,ADK90,Kayak,k1tourveteran,1,11822
2002,ADK90,Kayak,k1marathon,1,11823
2003,ADK90,Kayak,k2,2,11826
2013,ADK90,Canoe,oc4,5,11829
2015,ADK90,Canoe,oc4mix,2,11830
2015,ADK90,Canoe,oc4open,4,11830
2021,ADK90,Canoe,oc4stock,2,11832
1998,ADK90,Canoe,oc2racmaster,3,11842
1994,ADK90,Kayak,k2master,1,11842
2017,ADK90,Canoe,oc4mix,1,11844
1994,ADK90,Canoe,oc2stdmix,1,11844
2011,ADK90,Canoe,oc2ammix,1,11847
2003,ADK90,Canoe,oc2am,5,11852
2011,ADK90,Kayak,k2,2,11856
2004,ADK90,Canoe,oc4,2,11856
1998,ADK90,Canoe,oc2mixmaster,1,11857
2005,ADK90,Canoe,oc2am,2,11858
2003,ADK90,Canoe,oc2ammaster,5,11858
1998,ADK90,Canoe,oc2rac,2,11859
1997,ADK90,Canoe,oc2racmixmaster,4,11860
2011,ADK90,Kayak,k2,1,11860
2002,ADK90,Canoe,oc2amwomenmaster,1,11864
2000,ADK90,Kayak,k1master,2,11866
1998,ADK90,Canoe,oc2racwomenmaster,1,11866
2002,ADK90,Canoe,oc2ammix,1,11868
2009,ADK90,Canoe,oc2ammaster,2,11872
2015,ADK90,Canoe,oc4mix,3,11873
2009,ADK90,Canoe,oc4,2,11873
1994,ADK90,Canoe,oc2promaster,1,11876
2017,ADK90,Canoe,oc2amwomen,1,11878
2017,ADK90,Canoe,oc2ammix,1,11880
2017,ADK90,Canoe,oc4,4,11882
2023,ADK90,Canoe,oc4stock,1,11882.8
1997,ADK90,Canoe,oc2racmaster,3,11884
2018,ADK90,Canoe,oc4stock,1,11887
2000,ADK90,Kayak,k1master,3,11887
2008,ADK90,Canoe,oc2ammaster,3,11887
2008,ADK90,Canoe,oc2ammaster,2,11889
2017,ADK90,Canoe,oc4mix,3,11891
2006,ADK90,Kayak,k1unlimited,1,11891
2015,ADK90,Canoe,voyageur,2,11893
2002,ADK90,Canoe,oc2ammaster,1,11897
1994,ADK90,Kayak,k2,1,11902
2019,ADK90,Kayak,k1tourmaster,1,11902
1999,ADK90,Canoe,oc2racmixmaster,1,11908
1997,ADK90,Kayak,k1master,1,11908
2012,ADK90,Canoe,oc4open,6,11908
2004,ADK90,Kayak,k1unlimitedmaster,2,11909
1997,ADK90,Canoe,oc2racmaster,1,11911
1995,ADK90,Canoe,oc2stdmixmaster,1,11912
2010,ADK90,Canoe,open,NA,11912
2001,ADK90,Canoe,oc2racmaster,4,11921
2019,ADK90,Kayak,k1unlimited,3,11921
2004,ADK90,Canoe,voyageur,3,11924
1998,ADK90,Canoe,oc2racmaster,2,11926
2002,ADK90,Canoe,oc2am,1,11927
2004,ADK90,Canoe,oc2am,5,11928
2017,ADK90,Canoe,oc4,6,11930
1997,ADK90,Canoe,oc2std,2,11935
2013,ADK90,Canoe,oc4,3,11936
2013,ADK90,Kayak,k1unlimited,1,11936
2004,ADK90,Canoe,oc2ammaster,5,11938
2004,ADK90,Canoe,oc2ammaster,4,11939
2018,ADK90,Canoe,oc4open,4,11942
1999,ADK90,Canoe,oc2rac,4,11945
2002,ADK90,Canoe,oc2ammaster,3,11945
2008,ADK90,Kayak,k2,2,11947
2005,ADK90,Canoe,oc2ammaster,6,11948
2001,ADK90,Canoe,oc2rac,6,11948
2008,ADK90,Kayak,k1unlimited,3,11950
2011,ADK90,Canoe,oc2am,1,11953
1999,ADK90,Canoe,oc2rac,3,11954
2014,ADK90,Canoe,oc4mix,1,11954
2014,ADK90,Canoe,oc4mix,2,11955
2014,ADK90,Canoe,oc4mix,3,11957
1998,ADK90,Canoe,oc2racmixmaster,3,11959
2012,ADK90,Kayak,k1unlimited,1,11961
1994,ADK90,Kayak,k1sprintmaster,2,11962
2013,ADK90,Kayak,k2mix,2,11964
1997,ADK90,Canoe,oc2racmixmaster,2,11965
2006,ADK90,Canoe,oc2am,2,11965
2009,ADK90,Canoe,oc2am,2,11967
2008,ADK90,Canoe,oc2am,3,11971
1999,ADK90,Canoe,oc2racmaster,3,11973
2022,ADK90,Canoe,oc4,8,11976.6
2001,ADK90,Kayak,k1master,2,11978
2022,ADK90,Kayak,k1unlimitedveteran,1,11979.8
2021,ADK90,Unknown,voyageur,1,11981
2017,ADK90,Canoe,oc4mix,2,11982
1994,ADK90,Canoe,oc2racmix,1,11987
2002,ADK90,Kayak,k1marathon,2,11990
2005,ADK90,Canoe,voyageur,2,11996
2002,ADK90,Canoe,oc2am,2,11998
2009,ADK90,Kayak,k2,2,12004
2011,ADK90,Canoe,open,NA,12005
2000,ADK90,Canoe,oc2racmaster,4,12010
2021,ADK90,Canoe,oc4stockmixmaster,2,12010
2022,ADK90,Canoe,oc4,7,12011.4
2018,ADK90,Unknown,voyageur,1,12012
2006,ADK90,Canoe,oc1am,1,12013
2001,ADK90,Kayak,k1master,3,12016
1997,ADK90,Canoe,oc2racmaster,4,12018
2010,ADK90,Canoe,voyageur,2,12019
2002,ADK90,Canoe,oc2ammaster,5,12023
1998,ADK90,Canoe,oc2std,1,12024
2019,ADK90,Canoe,oc4stock,1,12026
2011,ADK90,Canoe,oc4mix,9,12027
2008,ADK90,Canoe,voyageuropen,1,12027
2013,ADK90,Canoe,oc4,7,12029
2009,ADK90,Canoe,oc2stock,1,12029
2025,ADK90,Unknown,voyageurmix,1,12029
1997,ADK90,Canoe,oc2stdmaster,1,12035
1997,ADK90,Canoe,oc2racmix,1,12035
2019,ADK90,Canoe,oc4stock,2,12038
1998,ADK90,Kayak,k1,3,12043
2025,ADK90,Canoe,oc4stockmix,1,12043.9
1999,ADK90,Canoe,oc2racmaster,4,12045
2017,ADK90,Kayak,k1tourveteran,1,12045
2006,ADK90,Kayak,k1unlimited,2,12045
2005,ADK90,Canoe,oc2am,3,12047
2022,ADK90,Canoe,oc4stockmix,2,12047.9
1998,ADK90,Canoe,oc2std,3,12053
1997,ADK90,Kayak,k1master,2,12053
2017,ADK90,Canoe,oc4mix,6,12058
2002,ADK90,Canoe,oc2ammaster,4,12059
2006,ADK90,Canoe,oc2am,7,12060
2013,ADK90,Canoe,oc4,6,12062
2000,ADK90,Canoe,oc2rac,7,12064
2008,ADK90,Canoe,voyageur,5,12064
2010,ADK90,Canoe,oc4,1,12065
1995,ADK90,Kayak,k1sprintmaster,1,12068
2004,ADK90,Canoe,voyageur,5,12069
2003,ADK90,Unknown,voyageur,1,12075
1995,ADK90,Canoe,oc2stdmix,1,12077
2013,ADK90,Kayak,k2mix,1,12077
1997,ADK90,Canoe,oc2racmaster,2,12084
2001,ADK90,Kayak,k1master,4,12089
1997,ADK90,Canoe,oc2stdmixmaster,1,12090
1999,ADK90,Canoe,oc2rac,5,12091
2009,ADK90,Canoe,oc4,3,12098
2007,ADK90,Canoe,oc2am,3,12098
2007,ADK90,Unknown,voyageur,3,12100
2012,ADK90,Kayak,k2,1,12101
2003,ADK90,Canoe,oc2ammaster,6,12103
2007,ADK90,Canoe,oc2ammaster,4,12103
1994,ADK90,Canoe,oc2stdmaster,2,12105
2011,ADK90,Canoe,voyageur,4,12106
1998,ADK90,Canoe,oc2racmix,1,12116
1997,ADK90,Canoe,oc2racmix,4,12117
2018,ADK90,Canoe,oc4stockmix,1,12120
1994,ADK90,Canoe,oc2stdmaster,3,12121
2009,ADK90,Canoe,oc4,4,12122
2004,ADK90,Canoe,oc2ammaster,6,12122
2004,ADK90,Canoe,oc2ammixmaster,1,12122
2006,ADK90,Unknown,voyageur,1,12122
2025,ADK90,Canoe,oc4stock,1,12129
2011,ADK90,Canoe,oc2am,2,12132
2010,ADK90,Canoe,oc4,2,12138
1997,ADK90,Canoe,oc2stdmaster,6,12142
2001,ADK90,Canoe,oc2racmaster,8,12148
2008,ADK90,Canoe,oc4,3,12150
1998,ADK90,Canoe,oc2rac,3,12160
2003,ADK90,Canoe,oc2ammaster,7,12161
2001,ADK90,Canoe,oc2racmaster,5,12162
1997,ADK90,Canoe,oc2racmix,2,12166
2005,ADK90,Canoe,voyageur,3,12166
2011,ADK90,Canoe,oc4mix,8,12167
2010,ADK90,Canoe,voyageur,3,12167
1994,ADK90,Canoe,oc2stdmaster,1,12168
2013,ADK90,Canoe,oc4mix,10,12170
2008,ADK90,Canoe,oc4mix,2,12172
2001,ADK90,Canoe,oc2racmaster,7,12175
2019,ADK90,Kayak,k1tourmaster,3,12176
1998,ADK90,Kayak,k1master,1,12178
2004,ADK90,Canoe,oc2stdmaster,1,12179
2011,ADK90,Canoe,oc2am,3,12181
2012,ADK90,Kayak,k1tour,2,12183
2006,ADK90,Canoe,oc2am,3,12186
1998,ADK90,Canoe,oc2promaster,2,12186
2006,ADK90,Canoe,oc2am,4,12187
2006,ADK90,Canoe,oc2am,5,12188
2005,ADK90,Canoe,oc2ammaster,7,12188
1998,ADK90,Canoe,oc2racmaster,4,12192
1998,ADK90,Canoe,oc2std,2,12193
1998,ADK90,Kayak,k1master,3,12194
1994,ADK90,Canoe,oc1rac,1,12195
1994,ADK90,Canoe,oc1rac,2,12199
2019,ADK90,Kayak,k1tourmaster,2,12210
2023,ADK90,Canoe,oc4stock,3,12211.2
2012,ADK90,Canoe,oc2ammix,1,12212
2008,ADK90,Canoe,oc2ammixmaster,1,12213
2012,ADK90,Canoe,voyageur,3,12215
2009,ADK90,Kayak,k1tourveteran,1,12216
2006,ADK90,Canoe,voyageur,2,12217
2003,ADK90,Canoe,oc4,1,12218
2012,ADK90,Canoe,oc4mix,6,12221
2013,ADK90,Canoe,oc4mix,9,12221
2001,ADK90,Canoe,oc2racmaster,6,12224
2003,ADK90,Canoe,oc2am,4,12226
2011,ADK90,Canoe,open,NA,12228
2022,ADK90,Canoe,oc4stock,2,12230.8
2019,ADK90,Unknown,voyageur,2,12231
2010,ADK90,Kayak,k2master,1,12232
1997,ADK90,Canoe,oc2stdmix,1,12235
2008,ADK90,Canoe,oc2stockmaster,1,12235
1999,ADK90,Canoe,oc2racmixmaster,2,12236
2001,ADK90,Canoe,oc2racmix,1,12243
2000,ADK90,Canoe,oc2racmaster,5,12245
2002,ADK90,Canoe,oc2am,3,12245
1995,ADK90,Canoe,oc2promaster,1,12251
2005,ADK90,Canoe,oc1ammaster,1,12252
1994,ADK90,Canoe,oc2rac,5,12252
2005,ADK90,Canoe,voyageur,4,12253
2023,ADK90,Canoe,oc4stockmix,2,12256.2
2013,ADK90,Kayak,k1tour,1,12258
2000,ADK90,Canoe,oc2rac,6,12258
1997,ADK90,Canoe,oc1rac,1,12258
2000,ADK90,Canoe,oc2rac,5,12259
1997,ADK90,Canoe,oc2racmix,3,12259
2023,ADK90,Canoe,oc4stockgoldnc,1,12260.1
1994,ADK90,Canoe,oc2std,1,12265
1998,ADK90,Canoe,oc2racmaster,6,12266
2017,ADK90,Canoe,oc4mix,4,12269
1994,ADK90,Canoe,oc2rac,4,12270
1998,ADK90,Canoe,oc2racmix,4,12274
2006,ADK90,Canoe,oc4,1,12276
2005,ADK90,Kayak,k1unlimitedmaster,2,12280
2017,ADK90,Kayak,k1tour,1,12281
1995,ADK90,Canoe,oc2rac,1,12282
1995,ADK90,Canoe,oc2pro,3,12282
2014,ADK90,Canoe,oc4,4,12287
2004,ADK90,Canoe,oc2am,6,12289
1997,ADK90,Kayak,k1open,5,12289
2002,ADK90,Kayak,k1marathon,3,12289
1999,ADK90,Canoe,oc2rac,6,12297
2008,ADK90,Kayak,k2,3,12299
2017,ADK90,Canoe,oc4mix,5,12302
2008,ADK90,Canoe,oc2stockmaster,2,12305
1998,ADK90,Canoe,oc2racmix,2,12306
2008,ADK90,Canoe,oc2stock,1,12306
2025,ADK90,Canoe,oc4stockmix,2,12306.8
2002,ADK90,Canoe,oc2ammaster,6,12313
2010,ADK90,Canoe,oc4,3,12314
2001,ADK90,Canoe,oc2racmix,2,12314
2009,ADK90,Canoe,oc2ammix,1,12314
2000,ADK90,Canoe,oc2racmaster,6,12315
2019,ADK90,Kayak,k2,2,12317
1998,ADK90,Canoe,oc1rac,1,12320
2001,ADK90,Canoe,oc2std,1,12321
1997,ADK90,Canoe,oc2std,4,12324
1997,ADK90,Canoe,oc2racmaster,5,12327
2007,ADK90,Unknown,voyageur,4,12327
1994,ADK90,Canoe,oc2std,2,12329
2003,ADK90,Kayak,k1unlimitedveteran,1,12332
2001,ADK90,Kayak,k1master,5,12333
2015,ADK90,Canoe,oc4mix,4,12336
2018,ADK90,Kayak,k2,1,12338
2004,ADK90,Kayak,k1tour,1,12339
1998,ADK90,Canoe,oc2std,5,12340
2025,ADK90,Canoe,oc2openexhibmix,1,12341
2004,ADK90,Unknown,voyageur,6,12342
1999,ADK90,Canoe,oc2racmixmaster,3,12342
1994,ADK90,Canoe,oc2racfamily,1,12343
2002,ADK90,Canoe,oc2ammaster,9,12343
2021,ADK90,Canoe,oc4stock,3,12344
2023,ADK90,Kayak,k2,2,12346.2
2002,ADK90,Canoe,open,1,12350
2004,ADK90,Canoe,oc2stdmaster,3,12351
2003,ADK90,Canoe,oc2ammixmaster,1,12351
2003,ADK90,Canoe,oc2ammixmaster,2,12353
2011,ADK90,Canoe,open,NA,12354
2012,ADK90,Canoe,oc4mix,7,12355
1994,ADK90,Canoe,oc2racmaster,3,12355
2008,ADK90,Canoe,oc4mix,3,12358
2002,ADK90,Canoe,oc2am,4,12358
2004,ADK90,Canoe,oc2std,1,12358
2014,ADK90,Canoe,oc4mix,8,12359
2014,ADK90,Kayak,k1tourmaster,1,12360
2007,ADK90,Canoe,oc2ammix,1,12364
1994,ADK90,Canoe,oc2racmix,2,12366
1997,ADK90,Canoe,oc2racmaster,7,12369
1995,ADK90,Kayak,k1sprint,3,12369
2005,ADK90,Canoe,oc2stock,1,12371
2014,ADK90,Canoe,oc4mix,4,12374
2013,ADK90,Canoe,oc4,8,12375
2014,ADK90,Canoe,oc4,5,12377
1999,ADK90,Canoe,oc2racmixmaster,4,12378
2003,ADK90,Canoe,oc2std,1,12384
1998,ADK90,Canoe,oc2stdmaster,1,12387
2022,ADK90,Canoe,oc4stockmix,3,12388.5
2013,ADK90,Canoe,oc2stock,1,12397
