year,raceId,boatType,classId,place,value
2013,ADK90,Canoe,oc2stockwomenmaster,1,19394
2006,ADK90,Canoe,open,NA,19395
2011,ADK90,Canoe,oc2stockmix,2,19395
2022,ADK90,Canoe,oc4stocktour,1,19399.7
2005,ADK90,Canoe,oc2stockmix,2,19400
2019,ADK90,Canoe,oc2stockmix,1,19401
2008,ADK90,Canoe,oc2rec,1,19403
2004,ADK90,Canoe,open,NA,19404
2009,ADK90,Canoe,oc1rec,1,19405
2012,ADK90,Canoe,oc2stock,5,19407
2011,ADK90,Canoe,oc4mix,14,19415
2025,ADK90,Canoe,oc2open,2,19415.5
2015,ADK90,Kayak,k1unlimited,1,19417
2016,ADK90,Kayak,k2,3,19417
2014,ADK90,Canoe,open,NA,19420
2012,ADK90,Kayak,k2,2,19427
2022,ADK90,Canoe,oc2stockmaster,2,19428.9
2004,ADK90,Canoe,oc1amwomen,1,19429
2001,ADK90,Canoe,oc1rac,1,19431
2009,ADK90,Kayak,k1unlimted,4,19431
2025,ADK90,Canoe,oc2stock,1,19432.9
2010,ADK90,Canoe,oc2stockmixmaster,4,19435
2018,ADK90,Canoe,oc4stockmix,2,19437
2011,ADK90,Canoe,voyageur,5,19439
2022,ADK90,Unknown,solorecmaster,1,19439.2
2016,ADK90,Canoe,open,NA,19441
2010,ADK90,Canoe,oc2stockmaster,3,19442
2012,ADK90,Canoe,oc2stockmaster,4,19442
2000,ADK90,Canoe,oc2stdmaster,11,19446
2004,ADK90,Canoe,oc1stdmaster,5,19446
2025,ADK90,Canoe,oc2stockmixveteran,1,19446.1
2002,ADK90,Canoe,oc2stdmaster,1,19449
2005,ADK90,Canoe,oc2stockmixmaster,3,19449
2007,ADK90,Canoe,oc2stockmaster,3,19451
2016,ADK90,Canoe,open,NA,19453
2000,ADK90,Canoe,oc2stdmix,3,19455
2021,ADK90,Canoe,oc4stockmaster,3,19455
2003,ADK90,Unknown,voyageur,4,19456
2010,ADK90,Canoe,open,NA,19456
2010,ADK90,Guideboat,g2,2,19456
2010,ADK90,Canoe,oc2stockveteran,3,19457
2006,ADK90,Canoe,oc2stock,4,19458
2002,ADK90,Canoe,oc2family,1,19459
2010,ADK90,Canoe,oc4mix,9,19459
2009,ADK90,Canoe,voyageur,6,19460
2012,ADK90,Canoe,oc2stock,4,19463
2021,ADK90,Canoe,oc2stockmaster,4,19467
2025,ADK90,Canoe,oc2stock,2,19467.8
2011,ADK90,Guideboat,g2,3,19468
2022,ADK90,Canoe,oc4stockmix,6,19468.6
2004,ADK90,Canoe,oc2stdwomen,2,19472
2006,ADK90,Kayak,k1tourmaster,4,19474
2021,ADK90,Canoe,oc2stockmixveterans,3,19475
2013,ADK90,Canoe,oc1rec,3,19478
2005,ADK90,Canoe,oc1stockmaster,4,19481
2014,ADK90,Canoe,oc2am,1,19483
2014,ADK90,Canoe,open,NA,19483
2017,ADK90,Canoe,open,NA,19487
2022,ADK90,Canoe,oc2stockmixmaster,3,19492.4
2004,ADK90,Canoe,oc1stdveteran,1,19495
2009,ADK90,Canoe,oc2ammaster,3,19499
2000,ADK90,Canoe,oc1racveteran,2,19499
2022,ADK90,Canoe,oc4stocktournc,1,19499.4
2016,ADK90,Canoe,oc2am,2,19501
2002,ADK90,Canoe,oc2ammaster,10,19502
2008,ADK90,Canoe,oc4mix,9,19504
2010,ADK90,Guideboat,g2,1,19504
2019,ADK90,Canoe,oc2stockwomen,1,19506
2010,ADK90,Canoe,oc2stockmaster,4,19507
2006,ADK90,Canoe,oc2recmaster,1,19507
2015,ADK90,Canoe,oc4,4,19509
2023,ADK90,Canoe,oc2stock,5,19514.6
2003,ADK90,Canoe,oc2std,6,19516
2017,ADK90,Kayak,k1unlimited,1,19517
2023,ADK90,Canoe,oc4stockmix,12,19519.6
2008,ADK90,Canoe,open,NA,19522
2001,ADK90,Canoe,oc2stdmix,2,19522
2010,ADK90,Canoe,oc2stockmixmaster,3,19522
2022,ADK90,Canoe,oc2stockmixmaster,2,19522.4
2021,ADK90,Kayak,k1unlimited,3,19523
2017,ADK90,Canoe,oc2stockmix,1,19526
2025,ADK90,Canoe,oc4stockmix,4,19526.4
2009,ADK90,Canoe,open,NA,19527
2025,ADK90,Canoe,oc2stockmaster,1,19527
2007,ADK90,Unknown,voyageur,5,19530
2012,ADK90,Guideboat,g2,1,19530
2000,ADK90,Canoe,oc1stdmaster,2,19530
2010,ADK90,Canoe,voyageur,8,19531
2008,ADK90,Canoe,open,NA,19532
2021,ADK90,Canoe,oc2stockmixmaster,2,19532
2007,ADK90,Canoe,oc2stock,1,19533
2007,ADK90,Canoe,oc2stockmaster,4,19536
2012,ADK90,Canoe,oc4mix,12,19537
2011,ADK90,Canoe,open,NA,19540
2016,ADK90,Canoe,open,NA,19541
2021,ADK90,SUP,solorecmaster,1,19541
2003,ADK90,Kayak,k1tourmaster,2,19541
2006,ADK90,Canoe,oc2stockmixmaster,2,19541
2006,ADK90,Canoe,oc2stockmixmaster,3,19541
2016,ADK90,Canoe,oc2stockmaster,4,19543
2005,ADK90,Canoe,voyageur,4,19543
2022,ADK90,Canoe,oc2stockveteran,3,19543
2011,ADK90,Canoe,oc2stockmaster,6,19547
2004,ADK90,Canoe,oc2recmix,1,19549
2003,ADK90,Canoe,oc2amveteran,1,19552
2006,ADK90,Canoe,open,NA,19553
2024,ADK90,Kayak,k1sportveteran,1,19553.8
2006,ADK90,Canoe,oc2family,1,19555
2008,ADK90,Canoe,oc1am,3,19558
2008,ADK90,Canoe,oc1am,4,19558
2007,ADK90,Canoe,open,NA,19561
2007,ADK90,Kayak,k1unlimited,2,19561
2008,ADK90,Canoe,open,NA,19565
2015,ADK90,Canoe,open,NA,19565
2005,ADK90,Canoe,oc2recmaster,2,19566
2024,ADK90,Canoe,oc2stockmix,2,19566.5
2014,ADK90,Canoe,oc2stockwomen,1,19567
2013,ADK90,Canoe,oc2stock,5,19569
2000,ADK90,Canoe,oc2std,5,19569
2012,ADK90,Canoe,open,NA,19571
2012,ADK90,Canoe,oc2stockmixmaster,2,19572
2006,ADK90,Canoe,oc1am,4,19574
2014,ADK90,Canoe,open,NA,19574
2006,ADK90,Canoe,oc2stock,5,19577
2023,ADK90,Canoe,oc4stock,8,19578.1
2002,ADK90,Canoe,oc2stdmaster,2,19579
2000,ADK90,Canoe,oc2stdmixmaster,1,19583
2001,ADK90,Canoe,oc2rec,1,19585
2015,ADK90,Canoe,oc1rec,1,19585
2006,ADK90,Canoe,oc2stockveteran,4,19589
2007,ADK90,Canoe,oc4stock,2,19591
2013,ADK90,Canoe,open,NA,19594
2009,ADK90,Canoe,open,NA,19597
2024,ADK90,Canoe,oc3stocktourmix,2,19598.7
2003,ADK90,Canoe,oc2stdmixmaster,2,19599
2006,ADK90,Canoe,oc2rec,2,19602
2010,ADK90,Canoe,oc2stockmaster,5,19602
2006,ADK90,Canoe,oc2stockmixmaster,4,19603
2012,ADK90,Canoe,open,NA,19604
2021,ADK90,Canoe,oc2womenmaster,1,19605
2010,ADK90,Canoe,oc2stock,3,19605
2012,ADK90,Canoe,oc2stock,3,19607
2010,ADK90,Canoe,oc2stock,4,19614
2019,ADK90,Unknown,open,8,19615
2017,ADK90,Canoe,open,NA,19615
2001,ADK90,Canoe,oc2stdveteran,1,19616
2022,ADK90,Canoe,oc2stockopen,3,19617.1
2022,ADK90,Canoe,oc4stock,6,19618.3
2021,ADK90,Canoe,oc2stock,4,19621
2011,ADK90,Canoe,open,NA,19624
2012,ADK90,Canoe,oc2stockveteran,4,19624
2004,ADK90,Canoe,oc1stdmaster,11,19627
2007,ADK90,Canoe,open,NA,19631
2003,ADK90,Unknown,voyageur,3,19632
2002,ADK90,Canoe,oc2ammaster,8,19639
2004,ADK90,Canoe,oc2stdwomen,1,19640
2024,ADK90,Canoe,oc4stocknc,1,19640.3
2005,ADK90,Canoe,oc2rec,1,19644
2004,ADK90,Canoe,oc2std,8,19644
2015,ADK90,Canoe,oc4women,2,19644
2021,ADK90,Canoe,oc4stock,6,19645
2001,ADK90,Canoe,oc2std,2,19645
2008,ADK90,Canoe,oc2am,6,19647
2009,ADK90,Canoe,oc2stockmixmaster,4,19648
2014,ADK90,Canoe,oc2ammaster,3,19651
2000,ADK90,Guideboat,g2tradmaster,1,19654
2000,ADK90,Unknown,voyageur,4,19655
2007,ADK90,Canoe,oc2stockveteran,2,19657
2012,ADK90,Canoe,oc4mix,10,19657
2004,ADK90,Canoe,oc2std,9,19659
2003,ADK90,Kayak,k1unlimitedmaster,4,19660
2001,ADK90,Canoe,oc2stdmaster,5,19662
2023,ADK90,Canoe,oc4stock,10,19662.5
2017,ADK90,Canoe,oc2stockveteran,1,19664
2015,ADK90,Canoe,oc2stockmixmaster,2,19664
2013,ADK90,Canoe,open,NA,19665
2012,ADK90,Canoe,oc4mix,11,19669
2009,ADK90,Canoe,oc2stock,6,19673
2013,ADK90,Canoe,open,NA,19676
2003,ADK90,Canoe,oc1stdmaster,1,19676
2017,ADK90,Kayak,k1tour,2,19677
2007,ADK90,Canoe,oc2stock,3,19678
2011,ADK90,Canoe,oc2stockmixveteran,2,19681
2023,ADK90,Canoe,oc2stockmixmaster,5,19681
2014,ADK90,Canoe,open,NA,19682
2024,ADK90,Canoe,oc2stockmixmaster,3,19682.4
2003,ADK90,Canoe,oc2am,6,19683
2011,ADK90,Canoe,oc4mix,16,19684
2018,ADK90,Canoe,oc1stock,1,19685
2003,ADK90,Canoe,oc2stdmixmaster,3,19686
2015,ADK90,Canoe,oc2stock,6,19688
2004,ADK90,Canoe,oc2stdmixveteran,2,19690
2008,ADK90,Canoe,open,NA,19691
2011,ADK90,Canoe,oc2stockveteran,8,19692
2025,ADK90,Canoe,oc4stock,3,19693
2023,ADK90,Canoe,oc2stockmix,2,19693.5
2000,ADK90,Canoe,oc2racmaster,8,19695
2012,ADK90,Canoe,oc4,5,19696
2014,ADK90,Canoe,oc2stock,6,19696
2023,ADK90,Canoe,oc2stock,6,19696.3
2017,ADK90,Canoe,oc2stock,6,19697
2004,ADK90,Canoe,open,NA,19699
2014,ADK90,Canoe,open,NA,19700
2015,ADK90,Canoe,open,NA,19701
2017,ADK90,Canoe,oc4women,2,19703
2017,ADK90,Canoe,open,NA,19703
2015,ADK90,Canoe,oc2stock,5,19704
2004,ADK90,Canoe,oc2std,7,19704
2016,ADK90,Kayak,k2,2,19704
2021,ADK90,Canoe,oc4stock,5,19705
2007,ADK90,Canoe,oc2stockmaster,6,19706
2010,ADK90,Canoe,open,NA,19706
2001,ADK90,Canoe,oc2stdmix,3,19706
2001,ADK90,Canoe,oc2std,4,19707
2000,ADK90,Canoe,oc2stdmaster,12,19708
2017,ADK90,Canoe,open,NA,19708
2025,ADK90,Canoe,oc4stock,2,19711.7
2006,ADK90,Canoe,open,NA,19712
2000,ADK90,Canoe,oc2stdmaster,10,19713
2021,ADK90,SUP,solorecveteran,1,19715
2006,ADK90,Canoe,oc2stockmixmaster,5,19716
2002,ADK90,Kayak,k1marathon,5,19720
2006,ADK90,Canoe,open,NA,19721
2015,ADK90,Canoe,open,NA,19721
2024,ADK90,Unknown,solorecmaster,1,19723.5
2024,ADK90,Kayak,k1openmaster,2,19726.9
2013,ADK90,Canoe,oc2stockveteran,3,19727
2014,ADK90,Canoe,oc2ammaster,2,19729
2009,ADK90,Canoe,oc2rec,1,19729
2001,ADK90,Canoe,oc2stdmaster,7,19729
2009,ADK90,Canoe,oc2stockmixmaster,5,19732
2012,ADK90,Canoe,oc2stockmixmaster,3,19735
2010,ADK90,Canoe,oc4,9,19736
2007,ADK90,Canoe,oc1stock,1,19737
2023,ADK90,Canoe,oc4stockgoldmixnc,1,19737.5
2013,ADK90,Canoe,oc2rec,1,19744
2012,ADK90,Canoe,open,NA,19744
2004,ADK90,Canoe,oc2std,10,19745
2008,ADK90,Canoe,oc1stock,3,19746
2017,ADK90,Guideboat,g1,1,19747
2005,ADK90,Canoe,open,NA,19747
2008,ADK90,Canoe,oc2stockveteran,5,19748
2017,ADK90,Canoe,oc2stock,4,19749
2016,ADK90,Canoe,oc4,6,19755
2002,ADK90,Canoe,oc2am,5,19755
2006,ADK90,Kayak,k1unlimited,6,19757
2003,ADK90,Canoe,oc2std,7,19757
2024,ADK90,Canoe,oc2stockmixmaster,1,19758.8
2006,ADK90,Canoe,oc4,8,19761
2007,ADK90,Canoe,oc1rec,1,19763
2009,ADK90,Canoe,oc2stock,5,19765
2000,ADK90,Canoe,oc2stdmix,2,19766
2021,ADK90,Unknown,open,1,19768
2009,ADK90,Canoe,oc2am,3,19770
2012,ADK90,Canoe,oc1rec,2,19770
2004,ADK90,Canoe,oc2stdmixveteran,1,19773
2004,ADK90,Canoe,open,NA,19779
2023,ADK90,Canoe,oc4stockmix,11,19780.5
2005,ADK90,Canoe,oc2stockmaster,9,19782
2008,ADK90,Guideboat,g2,4,19783
2024,ADK90,Canoe,oc2stock,8,19785
2008,ADK90,Canoe,oc2stockveteran,6,19788
2003,ADK90,Kayak,k1tourmaster,1,19789
2024,ADK90,Canoe,oc4stockmix,13,19789.7
2017,ADK90,Canoe,oc1recveteran,1,19790
2009,ADK90,Canoe,oc2ammix,4,19790
2007,ADK90,Kayak,k2mix,2,19791
2001,ADK90,Canoe,oc2stdmixmaster,1,19792
2005,ADK90,Canoe,oc2stock,3,19793
2019,ADK90,Unknown,open,30,19793
2004,ADK90,Guideboat,g1,2,19794
2017,ADK90,Canoe,voyageur,3,19795
2002,ADK90,Canoe,oc2stdmaster,3,19796
2010,ADK90,Canoe,oc2stockmixmaster,5,19797
2004,ADK90,Canoe,open,NA,19804
2016,ADK90,Canoe,open,NA,19805
2016,ADK90,Canoe,oc2ammix,1,19807
2023,ADK90,Canoe,oc2stockgoldnc,2,19807.7
2007,ADK90,Canoe,oc2stock,4,19808
2004,ADK90,Canoe,oc2recmixmaster,1,19809
2005,ADK90,Guideboat,g2master,1,19810
2015,ADK90,Canoe,open,NA,19816
2009,ADK90,Canoe,oc1stock,2,19818
2004,ADK90,Canoe,open,NA,19818
2005,ADK90,Canoe,oc4,4,19821
2007,ADK90,Canoe,oc2stockmaster,5,19823
2013,ADK90,Canoe,oc2ammix,1,19824
2024,ADK90,Unknown,solorecwomenmaster,1,19825.8
2003,ADK90,Canoe,oc2std,8,19827
2021,ADK90,Canoe,oc2stock,5,19827
2022,ADK90,Canoe,oc2stock,1,19827.8
2000,ADK90,Canoe,oc2family,1,19828
2024,ADK90,Canoe,oc2stock,5,19828.1
2001,ADK90,Canoe,open,2,19832
2004,ADK90,Kayak,k1tourveteran,2,19834
2023,ADK90,Unknown,solorec,2,19835.3
2017,ADK90,Canoe,open,NA,19836
2012,ADK90,Guideboat,g2,2,19839
2013,ADK90,Canoe,open,NA,19840
2001,ADK90,Canoe,oc2stdwomen,1,19841
2024,ADK90,Unknown,solorecmaster,3,19841.9
2007,ADK90,Canoe,oc2stockmaster,7,19842
2019,ADK90,Canoe,oc4stockwomen,2,19842
2016,ADK90,Canoe,oc2stockmix,1,19842
2017,ADK90,Canoe,oc2rec,1,19842
2022,ADK90,Canoe,oc2stockveteran,4,19843
2015,ADK90,Canoe,oc4mix,9,19844
2012,ADK90,Canoe,oc4,4,19847
2016,ADK90,Canoe,oc4women,2,19847
2024,ADK90,Canoe,oc4stockwomenmaster,3,19848.2
2022,ADK90,Canoe,oc2stockmaster,4,19848.8
2012,ADK90,Canoe,oc2am,4,19853
2003,ADK90,Canoe,oc2amwomen,1,19854
2009,ADK90,Canoe,oc4,9,19854
2009,ADK90,Kayak,k1tourmaster,3,19855
2013,ADK90,Canoe,open,NA,19855
2012,ADK90,Canoe,open,NA,19856
2004,ADK90,Canoe,open,NA,19858
2019,ADK90,Canoe,oc1rec,2,19859
2007,ADK90,Canoe,oc4stockmix,3,19859
2023,ADK90,Canoe,oc4stock,7,19862.5
2011,ADK90,Canoe,open,NA,19863
2013,ADK90,Canoe,open,NA,19864
2022,ADK90,Kayak,k1tourveteran,1,19865.9
2007,ADK90,Canoe,oc4stock,4,19867
2000,ADK90,Canoe,oc2rac,9,19868
2011,ADK90,Canoe,oc1am,1,19871
2015,ADK90,Canoe,oc2stockmixmaster,3,19871
2001,ADK90,Canoe,oc1racveteran,1,19872
2014,ADK90,Canoe,open,NA,19872
2024,ADK90,Canoe,oc1stock,1,19872.1
2014,ADK90,Canoe,open,NA,19874
2019,ADK90,Unknown,open,17,19878
2021,ADK90,Unknown,openmaster,3,19879
2011,ADK90,Canoe,open,NA,19879
2003,ADK90,Canoe,open,1,19880
2024,ADK90,Canoe,oc2stockmix,3,19880.5
2011,ADK90,Canoe,oc2stockmix,3,19881
2007,ADK90,Canoe,oc2stockmaster,8,19881
2005,ADK90,Canoe,oc2stockveteran,4,19883
2022,ADK90,Kayak,k1tourveteran,2,19884.2
2017,ADK90,Canoe,oc2rec,2,19886
2025,ADK90,Canoe,oc4openmix,5,19887
2023,ADK90,Canoe,oc2stockgoldnc,1,19887.9
2011,ADK90,Canoe,open,NA,19889
2025,ADK90,Kayak,k2,2,19889.8
2000,ADK90,Canoe,oc2stdmaster,13,19892
2019,ADK90,Unknown,open,13,19894
2007,ADK90,Canoe,oc2stock,6,19895
2014,ADK90,Canoe,open,NA,19897
2005,ADK90,Kayak,k1tourveteran,2,19903
2024,ADK90,Canoe,oc2stocknc,1,19903.8
2016,ADK90,Canoe,oc2stockmixmaster,3,19904
2019,ADK90,Kayak,k2,3,19906
2025,ADK90,Kayak,k1sport,1,19906.7
2004,ADK90,Canoe,oc1ammaster,8,19909
2019,ADK90,Canoe,oc2am,2,19910
2004,ADK90,Canoe,oc2rec,2,19910
2008,ADK90,Guideboat,g2,3,19910
2003,ADK90,Canoe,oc2stdmix,3,19911
2004,ADK90,Canoe,oc2stdmixmaster,8,19912
2013,ADK90,Canoe,open,NA,19913
2008,ADK90,Canoe,oc2rec,2,19913
2015,ADK90,Canoe,oc2ammix,1,19918
2008,ADK90,Canoe,oc2stockmaster,8,19918
2023,ADK90,Canoe,oc2stock,7,19918.3
2003,ADK90,Canoe,oc2stdmaster,8,19919
2019,ADK90,Unknown,open,20,19920
2011,ADK90,Canoe,oc1stock,2,19922
2025,ADK90,Canoe,oc4stockmix,5,19924.4
2022,ADK90,Canoe,oc2stockveteran,2,19926
2024,ADK90,Canoe,oc2stockmixmaster,2,19926.4
2025,ADK90,Unknown,solorecveteran,1,19927.3
2012,ADK90,Canoe,oc2stockmaster,5,19930
2006,ADK90,Unknown,voyageur,6,19932
2016,ADK90,Canoe,open,NA,19934
2008,ADK90,Kayak,k1women,5,19934
2015,ADK90,Guideboat,g2,1,19935
2006,ADK90,Canoe,oc1stockmaster,3,19935
2024,ADK90,Canoe,oc4stockmaster,5,19937.9
2014,ADK90,Canoe,voyageur,4,19938
2013,ADK90,Guideboat,g1,2,19938
2006,ADK90,Kayak,k1tourmaster,6,19938
2014,ADK90,Canoe,oc1rec,4,19939
2005,ADK90,Canoe,oc2recmaster,4,19940
2016,ADK90,Canoe,open,NA,19942
2007,ADK90,Canoe,oc2stockmix,3,19943
2023,ADK90,Kayak,k1master,6,19943.3
2022,ADK90,Canoe,oc4stockwomen,2,19944.8
2019,ADK90,Guideboat,g1,1,19945
2002,ADK90,Canoe,oc2stdmix,1,19946
2015,ADK90,Kayak,k1tourmaster,3,19947
2002,ADK90,Canoe,oc2ammaster,11,19949
2019,ADK90,Canoe,oc2stockmix,3,19950
2013,ADK90,Canoe,oc2stockmix,2,19951
2017,ADK90,Canoe,open,NA,19952
2013,ADK90,Canoe,open,NA,19952
2019,ADK90,Guideboat,g2,1,19953
2007,ADK90,Canoe,oc4stock,3,19955
2007,ADK90,Canoe,oc2rec,2,19955
2022,ADK90,Canoe,oc2stockopen,5,19956.9
2016,ADK90,Guideboat,g1,1,19957
2018,ADK90,Canoe,open,NA,19958
2025,ADK90,Canoe,oc4stock,4,19959.2
2022,ADK90,Unknown,solorecmaster,3,19961.7
2005,ADK90,Canoe,oc2stockwomenmaster,1,19964
2010,ADK90,Canoe,oc4,10,19967
2009,ADK90,Kayak,k2mix,2,19968
2009,ADK90,Canoe,oc4mix,11,19970
2010,ADK90,Canoe,open,NA,19970
2010,ADK90,Kayak,k2mix,2,19970
2025,ADK90,Unknown,voyageurmix,2,19970.1
2004,ADK90,Canoe,oc2stdwomen,3,19974
2014,ADK90,Canoe,oc1stockveteran,1,19976
2008,ADK90,Canoe,oc2stockwomen,1,19976
2019,ADK90,Unknown,open,14,19978
2006,ADK90,Canoe,open,NA,19978
2002,ADK90,Kayak,k1marathon,7,19979
2013,ADK90,Canoe,oc2stockmaster,6,19979
2023,ADK90,Canoe,oc4stock,11,19979.3
2001,ADK90,Canoe,oc2stdmaster,6,19980
2010,ADK90,Canoe,oc2stockmixveteran,1,19982
2005,ADK90,Canoe,oc2family,1,19982
2009,ADK90,Canoe,oc2stockveteran,2,19984
2000,ADK90,Canoe,oc2racmixmaster,5,19984
2003,ADK90,Canoe,oc2rec,2,19987
2006,ADK90,Canoe,oc2rec,3,19987
2013,ADK90,Canoe,open,NA,19989
2014,ADK90,Canoe,oc2stockwomen,2,19990
2023,ADK90,Canoe,oc2stockmaster,3,19992.5
2023,ADK90,Canoe,oc2recgold,1,19993.4
2018,ADK90,Kayak,k1unlimited,2,19996
2010,ADK90,Canoe,oc2stock,7,19997
2006,ADK90,Guideboat,g2,1,19999
2009,ADK90,Kayak,k1tourveteran,3,19999
2023,ADK90,Canoe,oc4stockgoldnc,2,20001.8
2012,ADK90,Canoe,oc2am,1,20008
2007,ADK90,Unknown,voyageur,7,20009
2012,ADK90,Canoe,oc2ammix,4,20010
2021,ADK90,SUP,solorecveteran,2,20010
2025,ADK90,Canoe,oc4stock,6,20011.4
2023,ADK90,Canoe,oc4stockwomen,3,20016.9
2005,ADK90,Canoe,open,NA,20018
2001,ADK90,Canoe,oc1recmaster,1,20019
2019,ADK90,Unknown,voyageur,3,20020
2009,ADK90,Kayak,k2women,2,20020
2014,ADK90,Canoe,oc2stockmaster,6,20022
2014,ADK90,Canoe,oc1stockmaster,1,20025
2025,ADK90,Canoe,oc4stocknc,1,20025.6
2014,ADK90,Canoe,open,NA,20026
2016,ADK90,Kayak,k1tourwomen,1,20027
2007,ADK90,Canoe,oc2stockveteran,1,20028
2006,ADK90,Canoe,oc2recmaster,2,20032
2021,ADK90,Unknown,openmaster,4,20034
2019,ADK90,SUP,superveterans,1,20035
2024,ADK90,Guideboat,g2,2,20035.4
2009,ADK90,Canoe,open,NA,20037
2023,ADK90,Unknown,solrecwomen,1,20038.9
2024,ADK90,Guideboat,g1master,1,20039.7
2003,ADK90,Guideboat,g2modmaster,1,20040
2003,ADK90,Canoe,oc2stdmaster,9,20041
2007,ADK90,Canoe,oc4stockwomen,1,20042
2000,ADK90,Canoe,oc2racmix,4,20042
2017,ADK90,Canoe,open,NA,20042
2025,ADK90,Kayak,k2,3,20042
2008,ADK90,Canoe,oc4,7,20045
2002,ADK90,Kayak,k1marathon,6,20045
2000,ADK90,Guideboat,g2trad,1,20046
2006,ADK90,Canoe,oc2stock,6,20047
2005,ADK90,Canoe,oc2stockmaster,10,20048
2014,ADK90,Canoe,open,NA,20052
2007,ADK90,Canoe,oc2rec,1,20052
2003,ADK90,Kayak,k1tourmaster,3,20053
2006,ADK90,Canoe,oc2ammix,7,20054
2009,ADK90,Canoe,open,NA,20054
2006,ADK90,Canoe,oc2family,3,20055
2016,ADK90,Canoe,open,NA,20055
2024,ADK90,Canoe,oc2stockmixveteran,4,20055.3
2011,ADK90,Canoe,open,NA,20056
2009,ADK90,Canoe,oc2stockmixmaster,7,20057
2002,ADK90,Canoe,oc2am,6,20057
2018,ADK90,Canoe,oc2stockmaster,1,20062
2023,ADK90,Canoe,oc2stockveteran,2,20064.6
2014,ADK90,Canoe,oc2stockmix,5,20071
2013,ADK90,Canoe,oc2stock,6,20071
2015,ADK90,Canoe,open,NA,20072
2017,ADK90,Canoe,open,NA,20073
2003,ADK90,Canoe,oc2std,9,20074
2005,ADK90,Canoe,oc2recmix,1,20075
2014,ADK90,Canoe,open,NA,20076
2015,ADK90,Canoe,oc4mix,11,20078
2021,ADK90,Kayak,k1tourmaster,2,20080
2005,ADK90,Canoe,oc1amveteran,1,20080
2015,ADK90,Canoe,open,NA,20081
2021,ADK90,Canoe,oc1veteran,1,20082
2017,ADK90,Canoe,open,NA,20084
2019,ADK90,Canoe,oc4stockmix,10,20086
2005,ADK90,Kayak,k1unlimitedmaster,5,20089
2019,ADK90,Unknown,open,16,20091
2019,ADK90,Unknown,open,18,20093
2012,ADK90,Guideboat,g2,3,20097
2004,ADK90,Canoe,oc2stdmaster,15,20098
2019,ADK90,Kayak,k1tourmaster,4,20098
2013,ADK90,Guideboat,g2,3,20099
2003,ADK90,Kayak,k2mix,2,20099
2006,ADK90,Canoe,oc4,10,20100
2015,ADK90,Canoe,oc2stock,9,20101
2005,ADK90,Canoe,open,NA,20101
2005,ADK90,Canoe,oc4,5,20103
2025,ADK90,Canoe,oc4stockmix,7,20103.7
2011,ADK90,Canoe,oc2stockmaster,7,20104
2012,ADK90,Canoe,oc2am,2,20107
2004,ADK90,Canoe,open,NA,20107
2011,ADK90,Guideboat,g2,4,20107
2004,ADK90,Canoe,oc1stdmaster,6,20107
2016,ADK90,Canoe,voyageur,4,20110
2025,ADK90,Canoe,oc2stockmaster,3,20110.4
2011,ADK90,Guideboat,g2,5,20111
2021,ADK90,Canoe,oc2stockmixmaster,3,20111
2009,ADK90,Canoe,open,NA,20113
2021,ADK90,Canoe,oc4stockwomenmaster,4,20113
2014,ADK90,Canoe,oc2stockmaster,5,20114
2013,ADK90,Canoe,open,NA,20115
2000,ADK90,Canoe,oc2stdmaster,14,20116
2006,ADK90,Canoe,oc2recmix,1,20117
2016,ADK90,Canoe,open,NA,20118
2007,ADK90,Canoe,oc2tsockmixmaster,1,20120
2018,ADK90,Canoe,oc2stock,1,20120
2022,ADK90,Canoe,oc4stockmix,9,20122.6
2014,ADK90,Canoe,oc2stock,7,20124
2018,ADK90,Canoe,oc1rec,1,20126
2025,ADK90,Canoe,oc3stock,1,20127.5
2011,ADK90,Canoe,open,NA,20128
2009,ADK90,Canoe,oc2stockmixmaster,6,20129
2000,ADK90,Canoe,oc2std,6,20129
2015,ADK90,Canoe,oc4mix,10,20130
2025,ADK90,Canoe,oc2stock,3,20130.7
2015,ADK90,Canoe,open,NA,20131
2019,ADK90,Canoe,oc1recveteran,1,20131
2021,ADK90,Unknown,open3,2,20132
2007,ADK90,Canoe,oc2stock,5,20132
2009,ADK90,Canoe,oc2stockmix,3,20132
2019,ADK90,Canoe,oc2jrsr,1,20133
2012,ADK90,Kayak,k2,3,20133
2024,ADK90,Canoe,oc2stockmix,4,20133.7
2004,ADK90,Guideboat,g2,2,20135
2014,ADK90,Canoe,oc2ammix,1,20136
2010,ADK90,Canoe,open,NA,20136
2023,ADK90,Canoe,oc2stockmaster,4,20137.6
2009,ADK90,Canoe,open,NA,20138
2024,ADK90,Kayak,k1sportmaster,5,20138.7
2021,ADK90,Canoe,oc4stock,7,20141
2003,ADK90,Canoe,oc2stdmaster,6,20143
2003,ADK90,Canoe,oc2stdmaster,10,20144
2023,ADK90,Canoe,oc2stockveteran,1,20144.3
2004,ADK90,Canoe,oc4,4,20146
2014,ADK90,Canoe,open,NA,20149
2006,ADK90,Kayak,k2mix,2,20151
2023,ADK90,Unknown,solorecveteran,1,20154.5
2012,ADK90,Canoe,oc2stockmixmaster,4,20156
2019,ADK90,Unknown,open,23,20157
2023,ADK90,Unknown,voyageur,2,20157.5
2007,ADK90,Canoe,oc1am,3,20160
2013,ADK90,Canoe,open,NA,20160
2003,ADK90,Canoe,oc2rec,3,20162
