year,raceId,boatType,classId,place,value,temp,rain,water
2022,ADK90,Canoe,oc4stocktour,1,19399.7,67.5,0,3.91
2019,ADK90,Canoe,oc2stockmix,1,19401,59.3,0.008,4.97
2008,ADK90,Canoe,oc2rec,1,19403,70.2,0.323,4.58
2009,ADK90,Canoe,oc1rec,1,19405,60,0.185,4.03
2012,ADK90,Canoe,oc2stock,5,19407,69.1,0.516,4.29
2011,ADK90,Canoe,oc4mix,14,19415,62.9,0,7.28
2025,ADK90,Canoe,oc2open,2,19415.5,60.5,0.134,3.08
2015,ADK90,Kayak,k1unlimited,1,19417,63,0.185,2.75
2016,ADK90,Kayak,k2,3,19417,69.6,0.004,3.19
2014,ADK90,Canoe,open,NA,19420,68.9,0.067,4.01
2012,ADK90,Kayak,k2,2,19427,69.1,0.516,4.29
2022,ADK90,Canoe,oc2stockmaster,2,19428.9,67.5,0,3.91
2009,ADK90,Kayak,k1unlimted,4,19431,60,0.185,4.03
2025,ADK90,Canoe,oc2stock,1,19432.9,60.5,0.134,3.08
2010,ADK90,Canoe,oc2stockmixmaster,4,19435,58.4,0,3.89
2018,ADK90,Canoe,oc4stockmix,2,19437,58.7,0,2.76
2011,ADK90,Canoe,voyageur,5,19439,62.9,0,7.28
2022,ADK90,Unknown,solorecmaster,1,19439.2,67.5,0,3.91
2016,ADK90,Canoe,open,NA,19441,69.6,0.004,3.19
2010,ADK90,Canoe,oc2stockmaster,3,19442,58.4,0,3.89
2012,ADK90,Canoe,oc2stockmaster,4,19442,69.1,0.516,4.29
2025,ADK90,Canoe,oc2stockmixveteran,1,19446.1,60.5,0.134,3.08
2016,ADK90,Canoe,open,NA,19453,69.6,0.004,3.19
2021,ADK90,Canoe,oc4stockmaster,3,19455,60,0,5.13
2010,ADK90,Canoe,open,NA,19456,58.4,0,3.89
2010,ADK90,Guideboat,g2,2,19456,58.4,0,3.89
2010,ADK90,Canoe,oc2stockveteran,3,19457,58.4,0,3.89
2010,ADK90,Canoe,oc4mix,9,19459,58.4,0,3.89
2009,ADK90,Canoe,voyageur,6,19460,60,0.185,4.03
2012,ADK90,Canoe,oc2stock,4,19463,69.1,0.516,4.29
2021,ADK90,Canoe,oc2stockmaster,4,19467,60,0,5.13
2025,ADK90,Canoe,oc2stock,2,19467.8,60.5,0.134,3.08
2011,ADK90,Guideboat,g2,3,19468,62.9,0,7.28
2022,ADK90,Canoe,oc4stockmix,6,19468.6,67.5,0,3.91
2021,ADK90,Canoe,oc2stockmixveterans,3,19475,60,0,5.13
2013,ADK90,Canoe,oc1rec,3,19478,57.4,0.047,4.6
2014,ADK90,Canoe,oc2am,1,19483,68.9,0.067,4.01
2014,ADK90,Canoe,open,NA,19483,68.9,0.067,4.01
2017,ADK90,Canoe,open,NA,19487,52.8,0.02,5.46
2022,ADK90,Canoe,oc2stockmixmaster,3,19492.4,67.5,0,3.91
2009,ADK90,Canoe,oc2ammaster,3,19499,60,0.185,4.03
2022,ADK90,Canoe,oc4stocktournc,1,19499.4,67.5,0,3.91
2016,ADK90,Canoe,oc2am,2,19501,69.6,0.004,3.19
2008,ADK90,Canoe,oc4mix,9,19504,70.2,0.323,4.58
2010,ADK90,Guideboat,g2,1,19504,58.4,0,3.89
2019,ADK90,Canoe,oc2stockwomen,1,19506,59.3,0.008,4.97
2010,ADK90,Canoe,oc2stockmaster,4,19507,58.4,0,3.89
2015,ADK90,Canoe,oc4,4,19509,63,0.185,2.75
2023,ADK90,Canoe,oc2stock,5,19514.6,65.2,0,5
2017,ADK90,Kayak,k1unlimited,1,19517,52.8,0.02,5.46
2023,ADK90,Canoe,oc4stockmix,12,19519.6,65.2,0,5
2008,ADK90,Canoe,open,NA,19522,70.2,0.323,4.58
2010,ADK90,Canoe,oc2stockmixmaster,3,19522,58.4,0,3.89
2022,ADK90,Canoe,oc2stockmixmaster,2,19522.4,67.5,0,3.91
2021,ADK90,Kayak,k1unlimited,3,19523,60,0,5.13
2017,ADK90,Canoe,oc2stockmix,1,19526,52.8,0.02,5.46
2025,ADK90,Canoe,oc4stockmix,4,19526.4,60.5,0.134,3.08
2009,ADK90,Canoe,open,NA,19527,60,0.185,4.03
2025,ADK90,Canoe,oc2stockmaster,1,19527,60.5,0.134,3.08
2012,ADK90,Guideboat,g2,1,19530,69.1,0.516,4.29
2010,ADK90,Canoe,voyageur,8,19531,58.4,0,3.89
2008,ADK90,Canoe,open,NA,19532,70.2,0.323,4.58
2021,ADK90,Canoe,oc2stockmixmaster,2,19532,60,0,5.13
2012,ADK90,Canoe,oc4mix,12,19537,69.1,0.516,4.29
2011,ADK90,Canoe,open,NA,19540,62.9,0,7.28
2016,ADK90,Canoe,open,NA,19541,69.6,0.004,3.19
2021,ADK90,SUP,solorecmaster,1,19541,60,0,5.13
2016,ADK90,Canoe,oc2stockmaster,4,19543,69.6,0.004,3.19
2022,ADK90,Canoe,oc2stockveteran,3,19543,67.5,0,3.91
2011,ADK90,Canoe,oc2stockmaster,6,19547,62.9,0,7.28
2024,ADK90,Kayak,k1sportveteran,1,19553.8,59.6,0.768,4.26
2008,ADK90,Canoe,oc1am,3,19558,70.2,0.323,4.58
2008,ADK90,Canoe,oc1am,4,19558,70.2,0.323,4.58
2008,ADK90,Canoe,open,NA,19565,70.2,0.323,4.58
2015,ADK90,Canoe,open,NA,19565,63,0.185,2.75
2024,ADK90,Canoe,oc2stockmix,2,19566.5,59.6,0.768,4.26
2014,ADK90,Canoe,oc2stockwomen,1,19567,68.9,0.067,4.01
2013,ADK90,Canoe,oc2stock,5,19569,57.4,0.047,4.6
2012,ADK90,Canoe,open,NA,19571,69.1,0.516,4.29
2012,ADK90,Canoe,oc2stockmixmaster,2,19572,69.1,0.516,4.29
2014,ADK90,Canoe,open,NA,19574,68.9,0.067,4.01
2023,ADK90,Canoe,oc4stock,8,19578.1,65.2,0,5
2015,ADK90,Canoe,oc1rec,1,19585,63,0.185,2.75
2013,ADK90,Canoe,open,NA,19594,57.4,0.047,4.6
2009,ADK90,Canoe,open,NA,19597,60,0.185,4.03
2024,ADK90,Canoe,oc3stocktourmix,2,19598.7,59.6,0.768,4.26
2010,ADK90,Canoe,oc2stockmaster,5,19602,58.4,0,3.89
2012,ADK90,Canoe,open,NA,19604,69.1,0.516,4.29
2021,ADK90,Canoe,oc2womenmaster,1,19605,60,0,5.13
2010,ADK90,Canoe,oc2stock,3,19605,58.4,0,3.89
2012,ADK90,Canoe,oc2stock,3,19607,69.1,0.516,4.29
2010,ADK90,Canoe,oc2stock,4,19614,58.4,0,3.89
2019,ADK90,Unknown,open,8,19615,59.3,0.008,4.97
2017,ADK90,Canoe,open,NA,19615,52.8,0.02,5.46
2022,ADK90,Canoe,oc2stockopen,3,19617.1,67.5,0,3.91
2022,ADK90,Canoe,oc4stock,6,19618.3,67.5,0,3.91
2021,ADK90,Canoe,oc2stock,4,19621,60,0,5.13
2011,ADK90,Canoe,open,NA,19624,62.9,0,7.28
2012,ADK90,Canoe,oc2stockveteran,4,19624,69.1,0.516,4.29
2024,ADK90,Canoe,oc4stocknc,1,19640.3,59.6,0.768,4.26
2015,ADK90,Canoe,oc4women,2,19644,63,0.185,2.75
2021,ADK90,Canoe,oc4stock,6,19645,60,0,5.13
2008,ADK90,Canoe,oc2am,6,19647,70.2,0.323,4.58
2009,ADK90,Canoe,oc2stockmixmaster,4,19648,60,0.185,4.03
2014,ADK90,Canoe,oc2ammaster,3,19651,68.9,0.067,4.01
2012,ADK90,Canoe,oc4mix,10,19657,69.1,0.516,4.29
2023,ADK90,Canoe,oc4stock,10,19662.5,65.2,0,5
2017,ADK90,Canoe,oc2stockveteran,1,19664,52.8,0.02,5.46
2015,ADK90,Canoe,oc2stockmixmaster,2,19664,63,0.185,2.75
2013,ADK90,Canoe,open,NA,19665,57.4,0.047,4.6
2012,ADK90,Canoe,oc4mix,11,19669,69.1,0.516,4.29
2009,ADK90,Canoe,oc2stock,6,19673,60,0.185,4.03
2013,ADK90,Canoe,open,NA,19676,57.4,0.047,4.6
2017,ADK90,Kayak,k1tour,2,19677,52.8,0.02,5.46
2011,ADK90,Canoe,oc2stockmixveteran,2,19681,62.9,0,7.28
2023,ADK90,Canoe,oc2stockmixmaster,5,19681,65.2,0,5
2014,ADK90,Canoe,open,NA,19682,68.9,0.067,4.01
2024,ADK90,Canoe,oc2stockmixmaster,3,19682.4,59.6,0.768,4.26
2011,ADK90,Canoe,oc4mix,16,19684,62.9,0,7.28
2018,ADK90,Canoe,oc1stock,1,19685,58.7,0,2.76
2015,ADK90,Canoe,oc2stock,6,19688,63,0.185,2.75
2008,ADK90,Canoe,open,NA,19691,70.2,0.323,4.58
2011,ADK90,Canoe,oc2stockveteran,8,19692,62.9,0,7.28
2025,ADK90,Canoe,oc4stock,3,19693,60.5,0.134,3.08
2023,ADK90,Canoe,oc2stockmix,2,19693.5,65.2,0,5
2012,ADK90,Canoe,oc4,5,19696,69.1,0.516,4.29
2014,ADK90,Canoe,oc2stock,6,19696,68.9,0.067,4.01
2023,ADK90,Canoe,oc2stock,6,19696.3,65.2,0,5
2017,ADK90,Canoe,oc2stock,6,19697,52.8,0.02,5.46
2014,ADK90,Canoe,open,NA,19700,68.9,0.067,4.01
2015,ADK90,Canoe,open,NA,19701,63,0.185,2.75
2017,ADK90,Canoe,oc4women,2,19703,52.8,0.02,5.46
2017,ADK90,Canoe,open,NA,19703,52.8,0.02,5.46
2015,ADK90,Canoe,oc2stock,5,19704,63,0.185,2.75
2016,ADK90,Kayak,k2,2,19704,69.6,0.004,3.19
2021,ADK90,Canoe,oc4stock,5,19705,60,0,5.13
2010,ADK90,Canoe,open,NA,19706,58.4,0,3.89
2017,ADK90,Canoe,open,NA,19708,52.8,0.02,5.46
2025,ADK90,Canoe,oc4stock,2,19711.7,60.5,0.134,3.08
2021,ADK90,SUP,solorecveteran,1,19715,60,0,5.13
2015,ADK90,Canoe,open,NA,19721,63,0.185,2.75
2024,ADK90,Unknown,solorecmaster,1,19723.5,59.6,0.768,4.26
2024,ADK90,Kayak,k1openmaster,2,19726.9,59.6,0.768,4.26
2013,ADK90,Canoe,oc2stockveteran,3,19727,57.4,0.047,4.6
2014,ADK90,Canoe,oc2ammaster,2,19729,68.9,0.067,4.01
2009,ADK90,Canoe,oc2rec,1,19729,60,0.185,4.03
2009,ADK90,Canoe,oc2stockmixmaster,5,19732,60,0.185,4.03
2012,ADK90,Canoe,oc2stockmixmaster,3,19735,69.1,0.516,4.29
2010,ADK90,Canoe,oc4,9,19736,58.4,0,3.89
2023,ADK90,Canoe,oc4stockgoldmixnc,1,19737.5,65.2,0,5
2013,ADK90,Canoe,oc2rec,1,19744,57.4,0.047,4.6
2012,ADK90,Canoe,open,NA,19744,69.1,0.516,4.29
2008,ADK90,Canoe,oc1stock,3,19746,70.2,0.323,4.58
2017,ADK90,Guideboat,g1,1,19747,52.8,0.02,5.46
2008,ADK90,Canoe,oc2stockveteran,5,19748,70.2,0.323,4.58
2017,ADK90,Canoe,oc2stock,4,19749,52.8,0.02,5.46
2016,ADK90,Canoe,oc4,6,19755,69.6,0.004,3.19
2024,ADK90,Canoe,oc2stockmixmaster,1,19758.8,59.6,0.768,4.26
2009,ADK90,Canoe,oc2stock,5,19765,60,0.185,4.03
2021,ADK90,Unknown,open,1,19768,60,0,5.13
2009,ADK90,Canoe,oc2am,3,19770,60,0.185,4.03
2012,ADK90,Canoe,oc1rec,2,19770,69.1,0.516,4.29
2023,ADK90,Canoe,oc4stockmix,11,19780.5,65.2,0,5
2008,ADK90,Guideboat,g2,4,19783,70.2,0.323,4.58
2024,ADK90,Canoe,oc2stock,8,19785,59.6,0.768,4.26
2008,ADK90,Canoe,oc2stockveteran,6,19788,70.2,0.323,4.58
2024,ADK90,Canoe,oc4stockmix,13,19789.7,59.6,0.768,4.26
2017,ADK90,Canoe,oc1recveteran,1,19790,52.8,0.02,5.46
2009,ADK90,Canoe,oc2ammix,4,19790,60,0.185,4.03
2019,ADK90,Unknown,open,30,19793,59.3,0.008,4.97
2017,ADK90,Canoe,voyageur,3,19795,52.8,0.02,5.46
2010,ADK90,Canoe,oc2stockmixmaster,5,19797,58.4,0,3.89
2016,ADK90,Canoe,open,NA,19805,69.6,0.004,3.19
2016,ADK90,Canoe,oc2ammix,1,19807,69.6,0.004,3.19
2023,ADK90,Canoe,oc2stockgoldnc,2,19807.7,65.2,0,5
2015,ADK90,Canoe,open,NA,19816,63,0.185,2.75
2009,ADK90,Canoe,oc1stock,2,19818,60,0.185,4.03
2013,ADK90,Canoe,oc2ammix,1,19824,57.4,0.047,4.6
2024,ADK90,Unknown,solorecwomenmaster,1,19825.8,59.6,0.768,4.26
2021,ADK90,Canoe,oc2stock,5,19827,60,0,5.13
2022,ADK90,Canoe,oc2stock,1,19827.8,67.5,0,3.91
2024,ADK90,Canoe,oc2stock,5,19828.1,59.6,0.768,4.26
2023,ADK90,Unknown,solorec,2,19835.3,65.2,0,5
2017,ADK90,Canoe,open,NA,19836,52.8,0.02,5.46
2012,ADK90,Guideboat,g2,2,19839,69.1,0.516,4.29
2013,ADK90,Canoe,open,NA,19840,57.4,0.047,4.6
2024,ADK90,Unknown,solorecmaster,3,19841.9,59.6,0.768,4.26
2019,ADK90,Canoe,oc4stockwomen,2,19842,59.3,0.008,4.97
2016,ADK90,Canoe,oc2stockmix,1,19842,69.6,0.004,3.19
2017,ADK90,Canoe,oc2rec,1,19842,52.8,0.02,5.46
2022,ADK90,Canoe,oc2stockveteran,4,19843,67.5,0,3.91
2015,ADK90,Canoe,oc4mix,9,19844,63,0.185,2.75
2012,ADK90,Canoe,oc4,4,19847,69.1,0.516,4.29
2016,ADK90,Canoe,oc4women,2,19847,69.6,0.004,3.19
2024,ADK90,Canoe,oc4stockwomenmaster,3,19848.2,59.6,0.768,4.26
2022,ADK90,Canoe,oc2stockmaster,4,19848.8,67.5,0,3.91
2012,ADK90,Canoe,oc2am,4,19853,69.1,0.516,4.29
2009,ADK90,Canoe,oc4,9,19854,60,0.185,4.03
2009,ADK90,Kayak,k1tourmaster,3,19855,60,0.185,4.03
2013,ADK90,Canoe,open,NA,19855,57.4,0.047,4.6
2012,ADK90,Canoe,open,NA,19856,69.1,0.516,4.29
2019,ADK90,Canoe,oc1rec,2,19859,59.3,0.008,4.97
2023,ADK90,Canoe,oc4stock,7,19862.5,65.2,0,5
2011,ADK90,Canoe,open,NA,19863,62.9,0,7.28
2013,ADK90,Canoe,open,NA,19864,57.4,0.047,4.6
2022,ADK90,Kayak,k1tourveteran,1,19865.9,67.5,0,3.91
2011,ADK90,Canoe,oc1am,1,19871,62.9,0,7.28
2015,ADK90,Canoe,oc2stockmixmaster,3,19871,63,0.185,2.75
2014,ADK90,Canoe,open,NA,19872,68.9,0.067,4.01
2024,ADK90,Canoe,oc1stock,1,19872.1,59.6,0.768,4.26
2014,ADK90,Canoe,open,NA,19874,68.9,0.067,4.01
2019,ADK90,Unknown,open,17,19878,59.3,0.008,4.97
2021,ADK90,Unknown,openmaster,3,19879,60,0,5.13
2011,ADK90,Canoe,open,NA,19879,62.9,0,7.28
2024,ADK90,Canoe,oc2stockmix,3,19880.5,59.6,0.768,4.26
2011,ADK90,Canoe,oc2stockmix,3,19881,62.9,0,7.28
2022,ADK90,Kayak,k1tourveteran,2,19884.2,67.5,0,3.91
2017,ADK90,Canoe,oc2rec,2,19886,52.8,0.02,5.46
2025,ADK90,Canoe,oc4openmix,5,19887,60.5,0.134,3.08
2023,ADK90,Canoe,oc2stockgoldnc,1,19887.9,65.2,0,5
2011,ADK90,Canoe,open,NA,19889,62.9,0,7.28
2025,ADK90,Kayak,k2,2,19889.8,60.5,0.134,3.08
2019,ADK90,Unknown,open,13,19894,59.3,0.008,4.97
2014,ADK90,Canoe,open,NA,19897,68.9,0.067,4.01
2024,ADK90,Canoe,oc2stocknc,1,19903.8,59.6,0.768,4.26
2016,ADK90,Canoe,oc2stockmixmaster,3,19904,69.6,0.004,3.19
2019,ADK90,Kayak,k2,3,19906,59.3,0.008,4.97
2025,ADK90,Kayak,k1sport,1,19906.7,60.5,0.134,3.08
2019,ADK90,Canoe,oc2am,2,19910,59.3,0.008,4.97
2008,ADK90,Guideboat,g2,3,19910,70.2,0.323,4.58
2013,ADK90,Canoe,open,NA,19913,57.4,0.047,4.6
2008,ADK90,Canoe,oc2rec,2,19913,70.2,0.323,4.58
2015,ADK90,Canoe,oc2ammix,1,19918,63,0.185,2.75
2008,ADK90,Canoe,oc2stockmaster,8,19918,70.2,0.323,4.58
2023,ADK90,Canoe,oc2stock,7,19918.3,65.2,0,5
2019,ADK90,Unknown,open,20,19920,59.3,0.008,4.97
2011,ADK90,Canoe,oc1stock,2,19922,62.9,0,7.28
2025,ADK90,Canoe,oc4stockmix,5,19924.4,60.5,0.134,3.08
2022,ADK90,Canoe,oc2stockveteran,2,19926,67.5,0,3.91
2024,ADK90,Canoe,oc2stockmixmaster,2,19926.4,59.6,0.768,4.26
2025,ADK90,Unknown,solorecveteran,1,19927.3,60.5,0.134,3.08
2012,ADK90,Canoe,oc2stockmaster,5,19930,69.1,0.516,4.29
2016,ADK90,Canoe,open,NA,19934,69.6,0.004,3.19
2008,ADK90,Kayak,k1women,5,19934,70.2,0.323,4.58
2015,ADK90,Guideboat,g2,1,19935,63,0.185,2.75
2024,ADK90,Canoe,oc4stockmaster,5,19937.9,59.6,0.768,4.26
2014,ADK90,Canoe,voyageur,4,19938,68.9,0.067,4.01
2013,ADK90,Guideboat,g1,2,19938,57.4,0.047,4.6
2014,ADK90,Canoe,oc1rec,4,19939,68.9,0.067,4.01
2016,ADK90,Canoe,open,NA,19942,69.6,0.004,3.19
2023,ADK90,Kayak,k1master,6,19943.3,65.2,0,5
2022,ADK90,Canoe,oc4stockwomen,2,19944.8,67.5,0,3.91
2019,ADK90,Guideboat,g1,1,19945,59.3,0.008,4.97
2015,ADK90,Kayak,k1tourmaster,3,19947,63,0.185,2.75
2019,ADK90,Canoe,oc2stockmix,3,19950,59.3,0.008,4.97
2013,ADK90,Canoe,oc2stockmix,2,19951,57.4,0.047,4.6
2017,ADK90,Canoe,open,NA,19952,52.8,0.02,5.46
2013,ADK90,Canoe,open,NA,19952,57.4,0.047,4.6
2019,ADK90,Guideboat,g2,1,19953,59.3,0.008,4.97
2022,ADK90,Canoe,oc2stockopen,5,19956.9,67.5,0,3.91
2016,ADK90,Guideboat,g1,1,19957,69.6,0.004,3.19
2018,ADK90,Canoe,open,NA,19958,58.7,0,2.76
2025,ADK90,Canoe,oc4stock,4,19959.2,60.5,0.134,3.08
2022,ADK90,Unknown,solorecmaster,3,19961.7,67.5,0,3.91
2010,ADK90,Canoe,oc4,10,19967,58.4,0,3.89
2009,ADK90,Kayak,k2mix,2,19968,60,0.185,4.03
2009,ADK90,Canoe,oc4mix,11,19970,60,0.185,4.03
2010,ADK90,Canoe,open,NA,19970,58.4,0,3.89
2010,ADK90,Kayak,k2mix,2,19970,58.4,0,3.89
2025,ADK90,Unknown,voyageurmix,2,19970.1,60.5,0.134,3.08
2014,ADK90,Canoe,oc1stockveteran,1,19976,68.9,0.067,4.01
2008,ADK90,Canoe,oc2stockwomen,1,19976,70.2,0.323,4.58
2019,ADK90,Unknown,open,14,19978,59.3,0.008,4.97
2013,ADK90,Canoe,oc2stockmaster,6,19979,57.4,0.047,4.6
2023,ADK90,Canoe,oc4stock,11,19979.3,65.2,0,5
2010,ADK90,Canoe,oc2stockmixveteran,1,19982,58.4,0,3.89
2009,ADK90,Canoe,oc2stockveteran,2,19984,60,0.185,4.03
2013,ADK90,Canoe,open,NA,19989,57.4,0.047,4.6
2014,ADK90,Canoe,oc2stockwomen,2,19990,68.9,0.067,4.01
2023,ADK90,Canoe,oc2stockmaster,3,19992.5,65.2,0,5
2023,ADK90,Canoe,oc2recgold,1,19993.4,65.2,0,5
2018,ADK90,Kayak,k1unlimited,2,19996,58.7,0,2.76
2010,ADK90,Canoe,oc2stock,7,19997,58.4,0,3.89
2009,ADK90,Kayak,k1tourveteran,3,19999,60,0.185,4.03
2023,ADK90,Canoe,oc4stockgoldnc,2,20001.8,65.2,0,5
2012,ADK90,Canoe,oc2am,1,20008,69.1,0.516,4.29
2012,ADK90,Canoe,oc2ammix,4,20010,69.1,0.516,4.29
2021,ADK90,SUP,solorecveteran,2,20010,60,0,5.13
2025,ADK90,Canoe,oc4stock,6,20011.4,60.5,0.134,3.08
2023,ADK90,Canoe,oc4stockwomen,3,20016.9,65.2,0,5
2019,ADK90,Unknown,voyageur,3,20020,59.3,0.008,4.97
2009,ADK90,Kayak,k2women,2,20020,60,0.185,4.03
2014,ADK90,Canoe,oc2stockmaster,6,20022,68.9,0.067,4.01
2014,ADK90,Canoe,oc1stockmaster,1,20025,68.9,0.067,4.01
2025,ADK90,Canoe,oc4stocknc,1,20025.6,60.5,0.134,3.08
2014,ADK90,Canoe,open,NA,20026,68.9,0.067,4.01
2016,ADK90,Kayak,k1tourwomen,1,20027,69.6,0.004,3.19
2021,ADK90,Unknown,openmaster,4,20034,60,0,5.13
2019,ADK90,SUP,superveterans,1,20035,59.3,0.008,4.97
2024,ADK90,Guideboat,g2,2,20035.4,59.6,0.768,4.26
2009,ADK90,Canoe,open,NA,20037,60,0.185,4.03
2023,ADK90,Unknown,solrecwomen,1,20038.9,65.2,0,5
2024,ADK90,Guideboat,g1master,1,20039.7,59.6,0.768,4.26
2017,ADK90,Canoe,open,NA,20042,52.8,0.02,5.46
2025,ADK90,Kayak,k2,3,20042,60.5,0.134,3.08
2008,ADK90,Canoe,oc4,7,20045,70.2,0.323,4.58
2014,ADK90,Canoe,open,NA,20052,68.9,0.067,4.01
2009,ADK90,Canoe,open,NA,20054,60,0.185,4.03
2016,ADK90,Canoe,open,NA,20055,69.6,0.004,3.19
2024,ADK90,Canoe,oc2stockmixveteran,4,20055.3,59.6,0.768,4.26
2011,ADK90,Canoe,open,NA,20056,62.9,0,7.28
2009,ADK90,Canoe,oc2stockmixmaster,7,20057,60,0.185,4.03
2018,ADK90,Canoe,oc2stockmaster,1,20062,58.7,0,2.76
2023,ADK90,Canoe,oc2stockveteran,2,20064.6,65.2,0,5
2014,ADK90,Canoe,oc2stockmix,5,20071,68.9,0.067,4.01
2013,ADK90,Canoe,oc2stock,6,20071,57.4,0.047,4.6
2015,ADK90,Canoe,open,NA,20072,63,0.185,2.75
2017,ADK90,Canoe,open,NA,20073,52.8,0.02,5.46
2014,ADK90,Canoe,open,NA,20076,68.9,0.067,4.01
2015,ADK90,Canoe,oc4mix,11,20078,63,0.185,2.75
2021,ADK90,Kayak,k1tourmaster,2,20080,60,0,5.13
2015,ADK90,Canoe,open,NA,20081,63,0.185,2.75
2021,ADK90,Canoe,oc1veteran,1,20082,60,0,5.13
2017,ADK90,Canoe,open,NA,20084,52.8,0.02,5.46
2019,ADK90,Canoe,oc4stockmix,10,20086,59.3,0.008,4.97
2019,ADK90,Unknown,open,16,20091,59.3,0.008,4.97
2019,ADK90,Unknown,open,18,20093,59.3,0.008,4.97
2012,ADK90,Guideboat,g2,3,20097,69.1,0.516,4.29
2019,ADK90,Kayak,k1tourmaster,4,20098,59.3,0.008,4.97
2013,ADK90,Guideboat,g2,3,20099,57.4,0.047,4.6
2015,ADK90,Canoe,oc2stock,9,20101,63,0.185,2.75
2025,ADK90,Canoe,oc4stockmix,7,20103.7,60.5,0.134,3.08
2011,ADK90,Canoe,oc2stockmaster,7,20104,62.9,0,7.28
2012,ADK90,Canoe,oc2am,2,20107,69.1,0.516,4.29
2011,ADK90,Guideboat,g2,4,20107,62.9,0,7.28
2016,ADK90,Canoe,voyageur,4,20110,69.6,0.004,3.19
2025,ADK90,Canoe,oc2stockmaster,3,20110.4,60.5,0.134,3.08
2011,ADK90,Guideboat,g2,5,20111,62.9,0,7.28
2021,ADK90,Canoe,oc2stockmixmaster,3,20111,60,0,5.13
2009,ADK90,Canoe,open,NA,20113,60,0.185,4.03
2021,ADK90,Canoe,oc4stockwomenmaster,4,20113,60,0,5.13
2014,ADK90,Canoe,oc2stockmaster,5,20114,68.9,0.067,4.01
2013,ADK90,Canoe,open,NA,20115,57.4,0.047,4.6
2016,ADK90,Canoe,open,NA,20118,69.6,0.004,3.19
2018,ADK90,Canoe,oc2stock,1,20120,58.7,0,2.76
2022,ADK90,Canoe,oc4stockmix,9,20122.6,67.5,0,3.91
2014,ADK90,Canoe,oc2stock,7,20124,68.9,0.067,4.01
2018,ADK90,Canoe,oc1rec,1,20126,58.7,0,2.76
2025,ADK90,Canoe,oc3stock,1,20127.5,60.5,0.134,3.08
2011,ADK90,Canoe,open,NA,20128,62.9,0,7.28
2009,ADK90,Canoe,oc2stockmixmaster,6,20129,60,0.185,4.03
2015,ADK90,Canoe,oc4mix,10,20130,63,0.185,2.75
2025,ADK90,Canoe,oc2stock,3,20130.7,60.5,0.134,3.08
2015,ADK90,Canoe,open,NA,20131,63,0.185,2.75
2019,ADK90,Canoe,oc1recveteran,1,20131,59.3,0.008,4.97
2021,ADK90,Unknown,open3,2,20132,60,0,5.13
2009,ADK90,Canoe,oc2stockmix,3,20132,60,0.185,4.03
2012,ADK90,Kayak,k2,3,20133,69.1,0.516,4.29
2019,ADK90,Canoe,oc2jrsr,1,20133,59.3,0.008,4.97
2024,ADK90,Canoe,oc2stockmix,4,20133.7,59.6,0.768,4.26
2014,ADK90,Canoe,oc2ammix,1,20136,68.9,0.067,4.01
2010,ADK90,Canoe,open,NA,20136,58.4,0,3.89
2023,ADK90,Canoe,oc2stockmaster,4,20137.6,65.2,0,5
2009,ADK90,Canoe,open,NA,20138,60,0.185,4.03
2024,ADK90,Kayak,k1sportmaster,5,20138.7,59.6,0.768,4.26
2021,ADK90,Canoe,oc4stock,7,20141,60,0,5.13
2023,ADK90,Canoe,oc2stockveteran,1,20144.3,65.2,0,5
2014,ADK90,Canoe,open,NA,20149,68.9,0.067,4.01
2023,ADK90,Unknown,solorecveteran,1,20154.5,65.2,0,5
2012,ADK90,Canoe,oc2stockmixmaster,4,20156,69.1,0.516,4.29
2019,ADK90,Unknown,open,23,20157,59.3,0.008,4.97
2023,ADK90,Unknown,voyageur,2,20157.5,65.2,0,5
2013,ADK90,Canoe,open,NA,20160,57.4,0.047,4.6
2017,ADK90,Canoe,oc2stock,5,20162,52.8,0.02,5.46
2024,ADK90,Canoe,oc2stock,7,20162.3,59.6,0.768,4.26
2010,ADK90,Kayak,k2master,3,20163,58.4,0,3.89
2022,ADK90,Kayak,k1unlimitedmaster,2,20165,67.5,0,3.91
2014,ADK90,Canoe,open,NA,20167,68.9,0.067,4.01
2012,ADK90,Canoe,oc2rec,2,20168,69.1,0.516,4.29
2021,ADK90,Canoe,oc4stockmix,11,20170,60,0,5.13
2014,ADK90,Canoe,oc2stockmix,6,20172,68.9,0.067,4.01
2023,ADK90,Canoe,oc2stockmixmaster,6,20172.1,65.2,0,5
2023,ADK90,Kayak,k1master,7,20173,65.2,0,5
2022,ADK90,Canoe,oc2stockmix,1,20173.4,67.5,0,3.91
2022,ADK90,Canoe,oc4stockmix,10,20181.4,67.5,0,3.91
2022,ADK90,Kayak,k1tournc,1,20181.5,67.5,0,3.91
2016,ADK90,Canoe,oc2stockveteran,1,20183,69.6,0.004,3.19
2008,ADK90,Guideboat,g2,5,20185,70.2,0.323,4.58
2008,ADK90,Canoe,oc2amwomen,1,20187,70.2,0.323,4.58
2015,ADK90,Canoe,oc2stock,7,20189,63,0.185,2.75
2011,ADK90,Canoe,open,NA,20191,62.9,0,7.28
2010,ADK90,Canoe,open,NA,20192,58.4,0,3.89
2008,ADK90,Canoe,oc4,8,20194,70.2,0.323,4.58
2018,ADK90,Kayak,k1tour,3,20199,58.7,0,2.76
