year,raceId,boatType,classId,place,value,temp,rain,water
2022,ADK90,Canoe,oc4stock,4,23263.3,63.4,0,1706.93
2021,ADK90,Canoe,oc2stockmix,1,23264,55.4,0.055,1706.94
2011,ADK90,Canoe,oc2stockveteran,3,23265,63.9,0,1706.86
2012,ADK90,Canoe,oc2ammix,4,23266,67.4,0,1706.75
2013,ADK90,Canoe,oc2ammix,1,23274,51.6,0,1706.88
2011,ADK90,Canoe,oc1rec,2,23274,63.9,0,1706.86
2016,ADK90,Kayak,k1tourwomen,1,23274,70.2,0.02,1706.83
2010,ADK90,Canoe,oc2stockmixmaster,4,23275,52.8,0.043,1706.87
2008,ADK90,Canoe,open,NA,23276,72.3,0,1706.81
2025,ADK90,Canoe,oc4stockmix,7,23277.1,58.7,0.37,1706.89
2016,ADK90,Canoe,oc4women,3,23280,70.2,0.02,1706.83
2025,ADK90,Canoe,oc2stock,4,23281,58.7,0.37,1706.89
2010,ADK90,Kayak,k2women,1,23283,52.8,0.043,1706.87
2012,ADK90,Canoe,open,NA,23287,67.4,0,1706.75
2021,ADK90,Kayak,k2mixveteran,1,23292,55.4,0.055,1706.94
2024,ADK90,Unknown,solorecveteran,2,23293.5,61.6,0,1706.82
2012,ADK90,Canoe,oc2stockmaster,4,23298,67.4,0,1706.75
2019,ADK90,Unknown,open,4,23301,58,0,1706.77
2014,ADK90,Canoe,open,NA,23301,69.5,0,1706.89
2010,ADK90,Canoe,oc2stock,2,23301,52.8,0.043,1706.87
2009,ADK90,Canoe,oc2stockmixmaster,2,23305,57.2,0.016,1706.65
2014,ADK90,Canoe,oc1stockveteran,1,23312,69.5,0,1706.89
2023,ADK90,Canoe,oc2stockmaster,2,23313.7,66.9,0.15,1706.8
2009,ADK90,Canoe,oc1rec,1,23316,57.2,0.016,1706.65
2012,ADK90,Guideboat,g2,1,23321,67.4,0,1706.75
2024,ADK90,Canoe,oc2stock,2,23323.2,61.6,0,1706.82
2022,ADK90,Canoe,oc2stockmaster,2,23323.7,63.4,0,1706.93
2022,ADK90,Canoe,oc2stockopen,2,23327.6,63.4,0,1706.93
2025,ADK90,Unknown,solorecwomen,1,23328.7,58.7,0.37,1706.89
2015,ADK90,Canoe,open,NA,23329,63.9,0,1706.82
2010,ADK90,Canoe,oc2ammaster,4,23335,52.8,0.043,1706.87
2016,ADK90,Canoe,oc1am,1,23339,70.2,0.02,1706.83
2025,ADK90,Canoe,oc4stockmix,5,23339.7,58.7,0.37,1706.89
2009,ADK90,Canoe,oc4mix,7,23340,57.2,0.016,1706.65
2024,ADK90,Unknown,solorec,2,23348.8,61.6,0,1706.82
2015,ADK90,Kayak,k1tourmaster,3,23350,63.9,0,1706.82
2010,ADK90,Guideboat,g2,3,23361,52.8,0.043,1706.87
2013,ADK90,Guideboat,g2,2,23361,51.6,0,1706.88
2009,ADK90,Canoe,oc2stock,3,23361,57.2,0.016,1706.65
2021,ADK90,Canoe,oc2stockmaster,2,23364,55.4,0.055,1706.94
2022,ADK90,Unknown,solorecveteran,1,23364.3,63.4,0,1706.93
2017,ADK90,Canoe,voyageur,3,23366,51.1,0.484,1706.89
2012,ADK90,Canoe,open,NA,23369,67.4,0,1706.75
2013,ADK90,Canoe,oc4,14,23369,51.6,0,1706.88
2014,ADK90,Canoe,oc4mix,10,23371,69.5,0,1706.89
2010,ADK90,Canoe,oc2stockmix,1,23371,52.8,0.043,1706.87
2012,ADK90,Guideboat,g2,3,23372,67.4,0,1706.75
2018,ADK90,Canoe,open,NA,23373,61.9,0,1706.8
2013,ADK90,Canoe,open,NA,23374,51.6,0,1706.88
2013,ADK90,Canoe,open,NA,23376,51.6,0,1706.88
2011,ADK90,Canoe,oc2ammix,6,23378,63.9,0,1706.86
2018,ADK90,Guideboat,g1,1,23379,61.9,0,1706.8
2023,ADK90,Canoe,oc2stockmixmaster,4,23380.2,66.9,0.15,1706.8
2015,ADK90,Canoe,oc4mix,10,23382,63.9,0,1706.82
2024,ADK90,Canoe,oc2stockmaster,1,23383.3,61.6,0,1706.82
2011,ADK90,Canoe,oc2stockveteran,1,23388,63.9,0,1706.86
2010,ADK90,Canoe,oc2stockmixmaster,2,23392,52.8,0.043,1706.87
2016,ADK90,Canoe,oc2ammix,1,23392,70.2,0.02,1706.83
2012,ADK90,Canoe,voyageur,5,23394,67.4,0,1706.75
2010,ADK90,Canoe,oc4,8,23403,52.8,0.043,1706.87
2024,ADK90,Canoe,oc2openmix,2,23403.4,61.6,0,1706.82
2018,ADK90,Canoe,oc2stockmix,1,23405,61.9,0,1706.8
2008,ADK90,Canoe,oc4mix,9,23411,72.3,0,1706.81
2011,ADK90,Canoe,oc4mix,12,23412,63.9,0,1706.86
2015,ADK90,Canoe,oc2stock,7,23424,63.9,0,1706.82
2014,ADK90,Canoe,oc2ammix,1,23428,69.5,0,1706.89
2017,ADK90,Canoe,oc1am,1,23433,51.1,0.484,1706.89
2016,ADK90,Canoe,oc1am,2,23433,70.2,0.02,1706.83
2012,ADK90,Canoe,oc4mix,11,23436,67.4,0,1706.75
2018,ADK90,Canoe,oc4stockmix,6,23437,61.9,0,1706.8
2012,ADK90,Kayak,k2women,1,23440,67.4,0,1706.75
2016,ADK90,Guideboat,g1,1,23442,70.2,0.02,1706.83
2011,ADK90,Canoe,oc2ammix,5,23443,63.9,0,1706.86
2017,ADK90,Canoe,oc2stock,5,23449,51.1,0.484,1706.89
2025,ADK90,Canoe,oc4stock,5,23451.3,58.7,0.37,1706.89
2013,ADK90,Canoe,oc2stockveteran,3,23455,51.6,0,1706.88
2023,ADK90,Canoe,oc2stockmixmaster,5,23462,66.9,0.15,1706.8
2019,ADK90,Unknown,open,3,23462,58,0,1706.77
2018,ADK90,Canoe,oc4stockmix,9,23462,61.9,0,1706.8
2009,ADK90,Canoe,oc2stock,4,23462,57.2,0.016,1706.65
2008,ADK90,Guideboat,g2,3,23467,72.3,0,1706.81
2015,ADK90,Canoe,open,NA,23470,63.9,0,1706.82
2014,ADK90,Canoe,open,NA,23471,69.5,0,1706.89
2021,ADK90,Canoe,oc2stock,2,23476,55.4,0.055,1706.94
2022,ADK90,Canoe,oc2stockmixmaster,2,23476.7,63.4,0,1706.93
2008,ADK90,Canoe,open,NA,23477,72.3,0,1706.81
2011,ADK90,Canoe,oc2stockmixmaster,4,23478,63.9,0,1706.86
2015,ADK90,Canoe,oc2stockveteran,2,23478,63.9,0,1706.82
2025,ADK90,Canoe,oc3stockmix,2,23479.7,58.7,0.37,1706.89
2023,ADK90,Unknown,solrecwomen,1,23480.4,66.9,0.15,1706.8
2009,ADK90,Canoe,oc2stockmaster,5,23483,57.2,0.016,1706.65
2008,ADK90,Canoe,open,NA,23483,72.3,0,1706.81
2018,ADK90,Canoe,oc4stockwomen,2,23484,61.9,0,1706.8
2022,ADK90,Canoe,oc4stockmix,8,23484.7,63.4,0,1706.93
2012,ADK90,Canoe,oc2stockmaster,6,23485,67.4,0,1706.75
2008,ADK90,Guideboat,g2,2,23488,72.3,0,1706.81
2014,ADK90,Canoe,oc2stock,5,23494,69.5,0,1706.89
2013,ADK90,Canoe,open,NA,23498,51.6,0,1706.88
2018,ADK90,Canoe,open,NA,23499,61.9,0,1706.8
2011,ADK90,Canoe,oc2stockveteran,2,23501,63.9,0,1706.86
2019,ADK90,Canoe,oc4stockwomen,1,23502,58,0,1706.77
2021,ADK90,Canoe,oc4stockwomenmaster,2,23506,55.4,0.055,1706.94
2009,ADK90,Canoe,oc2ammixmaster,2,23508,57.2,0.016,1706.65
2023,ADK90,Guideboat,g1,1,23509.1,66.9,0.15,1706.8
2023,ADK90,Unknown,solorec,2,23510,66.9,0.15,1706.8
2024,ADK90,Canoe,oc2openveteran,1,23512.5,61.6,0,1706.82
2013,ADK90,Canoe,oc4mix,14,23520,51.6,0,1706.88
2012,ADK90,Canoe,open,NA,23521,67.4,0,1706.75
2014,ADK90,Canoe,open,NA,23521,69.5,0,1706.89
2025,ADK90,Kayak,k1open,3,23525.9,58.7,0.37,1706.89
2013,ADK90,Guideboat,g1,2,23529,51.6,0,1706.88
2025,ADK90,Canoe,oc4stock,6,23531.9,58.7,0.37,1706.89
2015,ADK90,Canoe,oc2stock,10,23532,63.9,0,1706.82
2009,ADK90,Canoe,oc4,6,23532,57.2,0.016,1706.65
2009,ADK90,Canoe,oc1stock,1,23533,57.2,0.016,1706.65
2024,ADK90,Canoe,oc4stocktourmix,1,23535.1,61.6,0,1706.82
2014,ADK90,Canoe,open,NA,23537,69.5,0,1706.89
2018,ADK90,Canoe,open,NA,23546,61.9,0,1706.8
2009,ADK90,Canoe,open,NA,23548,57.2,0.016,1706.65
2022,ADK90,Canoe,oc2stock,1,23552.8,63.4,0,1706.93
2012,ADK90,Canoe,open,NA,23557,67.4,0,1706.75
2012,ADK90,Canoe,oc2stockmixmaster,6,23560,67.4,0,1706.75
2010,ADK90,Canoe,open,NA,23561,52.8,0.043,1706.87
2013,ADK90,Canoe,open,NA,23563,51.6,0,1706.88
2017,ADK90,Canoe,open,NA,23566,51.1,0.484,1706.89
2022,ADK90,Canoe,oc4stockmix,7,23566.6,63.4,0,1706.93
2008,ADK90,Canoe,oc2stockmaster,6,23567,72.3,0,1706.81
2012,ADK90,Canoe,oc2am,6,23573,67.4,0,1706.75
2013,ADK90,Canoe,oc2stockwomenmaster,2,23574,51.6,0,1706.88
2022,ADK90,Canoe,oc2stockopen,3,23577.7,63.4,0,1706.93
2010,ADK90,Canoe,oc2stockmaster,3,23582,52.8,0.043,1706.87
2022,ADK90,Unknown,voyageur,2,23582.9,63.4,0,1706.93
2010,ADK90,Canoe,oc2rec,1,23583,52.8,0.043,1706.87
2011,ADK90,Canoe,oc2stockveteran,5,23592,63.9,0,1706.86
2014,ADK90,Canoe,oc2stockmaster,3,23594,69.5,0,1706.89
2023,ADK90,Canoe,oc4stockmix,12,23594.4,66.9,0.15,1706.8
2024,ADK90,Canoe,oc3stocktourmix,1,23605.6,61.6,0,1706.82
2013,ADK90,Canoe,open,NA,23606,51.6,0,1706.88
2025,ADK90,Canoe,oc4stock,4,23606.4,58.7,0.37,1706.89
2015,ADK90,Canoe,oc4,4,23608,63.9,0,1706.82
2024,ADK90,Canoe,oc2stockmixveteran,2,23612.5,61.6,0,1706.82
2018,ADK90,Canoe,oc1am,1,23613,61.9,0,1706.8
2018,ADK90,Kayak,k2,2,23615,61.9,0,1706.8
2015,ADK90,Kayak,k1tourveteran,2,23616,63.9,0,1706.82
2025,ADK90,Canoe,oc2stockmaster,3,23624.7,58.7,0.37,1706.89
2023,ADK90,Canoe,oc2stock,6,23625.6,66.9,0.15,1706.8
2025,ADK90,Unknown,solorecveteran,3,23629.6,58.7,0.37,1706.89
2013,ADK90,Canoe,open,NA,23635,51.6,0,1706.88
2010,ADK90,Kayak,k2mix,2,23640,52.8,0.043,1706.87
2025,ADK90,Unknown,solorecveteran,4,23643.7,58.7,0.37,1706.89
2023,ADK90,Canoe,oc2stockmix,3,23646.8,66.9,0.15,1706.8
2017,ADK90,Canoe,open,NA,23647,51.1,0.484,1706.89
2010,ADK90,Canoe,oc2stockmixmaster,5,23649,52.8,0.043,1706.87
2021,ADK90,Unknown,open3,1,23649,55.4,0.055,1706.94
2012,ADK90,Canoe,oc4mix,12,23651,67.4,0,1706.75
2014,ADK90,Canoe,oc2stockmix,4,23652,69.5,0,1706.89
2009,ADK90,Kayak,k2women,1,23652,57.2,0.016,1706.65
2008,ADK90,Guideboat,g2,4,23655,72.3,0,1706.81
2022,ADK90,Canoe,oc4stock,5,23655.2,63.4,0,1706.93
2008,ADK90,Canoe,oc1am,2,23656,72.3,0,1706.81
2024,ADK90,Canoe,oc2stockmix,1,23662.4,61.6,0,1706.82
2010,ADK90,Canoe,oc2stockmaster,4,23666,52.8,0.043,1706.87
2019,ADK90,Canoe,oc2stock,2,23669,58,0,1706.77
2012,ADK90,Canoe,oc2stock,6,23671,67.4,0,1706.75
2015,ADK90,Canoe,oc2ammix,2,23674,63.9,0,1706.82
2024,ADK90,Canoe,oc4stockwomenmaster,2,23675.9,61.6,0,1706.82
2018,ADK90,Canoe,oc4stockwomen,1,23677,61.9,0,1706.8
2010,ADK90,Canoe,oc2stock,4,23677,52.8,0.043,1706.87
2021,ADK90,Canoe,oc4stockmixmaster,4,23678,55.4,0.055,1706.94
2016,ADK90,Canoe,open,NA,23682,70.2,0.02,1706.83
2008,ADK90,Canoe,oc2stockveteran,4,23684,72.3,0,1706.81
2011,ADK90,Canoe,oc2stockmaster,4,23684,63.9,0,1706.86
2013,ADK90,Canoe,open,NA,23689,51.6,0,1706.88
2025,ADK90,Kayak,k1sport,1,23690.2,58.7,0.37,1706.89
2014,ADK90,Canoe,oc2stockwomen,1,23691,69.5,0,1706.89
2016,ADK90,Canoe,open,NA,23692,70.2,0.02,1706.83
2012,ADK90,Canoe,oc2rec,2,23693,67.4,0,1706.75
2018,ADK90,Canoe,open,NA,23695,61.9,0,1706.8
2024,ADK90,Canoe,oc3stocktourmix,3,23703,61.6,0,1706.82
2022,ADK90,Canoe,oc4stockwomen,2,23703.5,63.4,0,1706.93
2009,ADK90,Canoe,oc2ammaster,3,23705,57.2,0.016,1706.65
2023,ADK90,Canoe,oc2stockveteran,1,23705.6,66.9,0.15,1706.8
2025,ADK90,Canoe,oc2stockmix,4,23706,58.7,0.37,1706.89
2012,ADK90,Canoe,oc2stockmixmaster,7,23707,67.4,0,1706.75
2022,ADK90,Kayak,k2,2,23710.3,63.4,0,1706.93
2024,ADK90,Canoe,oc1stockmaster,1,23711.2,61.6,0,1706.82
2013,ADK90,Canoe,oc2stockwomenmaster,3,23712,51.6,0,1706.88
2019,ADK90,Canoe,oc2stockmix,1,23714,58,0,1706.77
2012,ADK90,Canoe,open,NA,23715,67.4,0,1706.75
2017,ADK90,Canoe,oc2stockveteran,1,23724,51.1,0.484,1706.89
2013,ADK90,Canoe,voyageur,5,23725,51.6,0,1706.88
2024,ADK90,Unknown,solorecveteran,3,23728.6,61.6,0,1706.82
2017,ADK90,Canoe,oc2stockmix,1,23744,51.1,0.484,1706.89
2023,ADK90,Canoe,oc4stockgoldnc,2,23747,66.9,0.15,1706.8
2014,ADK90,Canoe,oc1stockmaster,1,23747,69.5,0,1706.89
2017,ADK90,Canoe,oc2stock,4,23748,51.1,0.484,1706.89
2013,ADK90,Guideboat,g1,1,23750,51.6,0,1706.88
2024,ADK90,Canoe,oc4stocktourmix,2,23750.8,61.6,0,1706.82
2009,ADK90,Kayak,k1unlimted,3,23755,57.2,0.016,1706.65
2014,ADK90,Canoe,oc2stockmix,5,23755,69.5,0,1706.89
2011,ADK90,Canoe,oc2stockmaster,2,23757,63.9,0,1706.86
2022,ADK90,Kayak,k1tourveteran,1,23760.1,63.4,0,1706.93
2008,ADK90,Canoe,oc2stockwomen,1,23762,72.3,0,1706.81
2025,ADK90,Kayak,k1open,2,23764,58.7,0.37,1706.89
2024,ADK90,Canoe,oc2stockmaster,2,23767.9,61.6,0,1706.82
2012,ADK90,Canoe,oc2stockmix,1,23782,67.4,0,1706.75
2012,ADK90,Canoe,oc2stockmixmaster,8,23784,67.4,0,1706.75
2011,ADK90,Canoe,oc2stock,2,23792,63.9,0,1706.86
2018,ADK90,Canoe,oc2ammix,1,23793,61.9,0,1706.8
2014,ADK90,Canoe,open,NA,23796,69.5,0,1706.89
2014,ADK90,Canoe,open,NA,23796,69.5,0,1706.89
2013,ADK90,Canoe,open,NA,23797,51.6,0,1706.88
2015,ADK90,Canoe,open,NA,23799,63.9,0,1706.82
2009,ADK90,Canoe,oc4mix,9,23802,57.2,0.016,1706.65
2013,ADK90,Canoe,open,NA,23805,51.6,0,1706.88
2014,ADK90,Canoe,oc2ammaster,2,23812,69.5,0,1706.89
2011,ADK90,Canoe,open,NA,23813,63.9,0,1706.86
2011,ADK90,Canoe,oc2stockveteran,4,23816,63.9,0,1706.86
2021,ADK90,Unknown,openmaster,2,23818,55.4,0.055,1706.94
2011,ADK90,Canoe,oc2stockmixmaster,5,23822,63.9,0,1706.86
2012,ADK90,Canoe,oc2stock,7,23830,67.4,0,1706.75
2016,ADK90,Canoe,oc2rec,1,23831,70.2,0.02,1706.83
2009,ADK90,Kayak,k1unlimted,4,23834,57.2,0.016,1706.65
2009,ADK90,Canoe,oc2rec,1,23836,57.2,0.016,1706.65
2024,ADK90,Unknown,voyageurmix,2,23838.8,61.6,0,1706.82
2016,ADK90,Canoe,open,NA,23839,70.2,0.02,1706.83
2010,ADK90,Canoe,open,NA,23841,52.8,0.043,1706.87
2008,ADK90,Canoe,oc2stockmaster,7,23844,72.3,0,1706.81
2008,ADK90,Canoe,oc2stock,5,23845,72.3,0,1706.81
2024,ADK90,Canoe,oc2stock,3,23847.6,61.6,0,1706.82
2013,ADK90,Canoe,oc2rec,1,23849,51.6,0,1706.88
2016,ADK90,Canoe,open,NA,23852,70.2,0.02,1706.83
2014,ADK90,Canoe,oc2stockmaster,4,23859,69.5,0,1706.89
2025,ADK90,Canoe,oc2stocknc,2,23859.8,58.7,0.37,1706.89
2011,ADK90,Canoe,oc4mix,13,23860,63.9,0,1706.86
2014,ADK90,Canoe,open,NA,23863,69.5,0,1706.89
2013,ADK90,Canoe,open,NA,23867,51.6,0,1706.88
2023,ADK90,Canoe,oc4stock,7,23867.7,66.9,0.15,1706.8
2008,ADK90,Canoe,oc2rec,1,23870,72.3,0,1706.81
2014,ADK90,Canoe,open,NA,23878,69.5,0,1706.89
2013,ADK90,Canoe,open,NA,23882,51.6,0,1706.88
2019,ADK90,Canoe,oc2stockmaster,2,23887,58,0,1706.77
2024,ADK90,Kayak,k1openmaster,2,23888.6,61.6,0,1706.82
2011,ADK90,Kayak,k2women,1,23890,63.9,0,1706.86
2016,ADK90,Canoe,oc2ammix,2,23891,70.2,0.02,1706.83
2019,ADK90,Canoe,oc4stockmix,8,23892,58,0,1706.77
2025,ADK90,Canoe,oc4stock,8,23893.9,58.7,0.37,1706.89
2024,ADK90,Kayak,k2,3,23898.3,61.6,0,1706.82
2023,ADK90,Kayak,k2mix,3,23901.6,66.9,0.15,1706.8
2023,ADK90,Canoe,oc2stockmaster,4,23903.7,66.9,0.15,1706.8
2015,ADK90,Kayak,k1unlimited,2,23905,63.9,0,1706.82
2023,ADK90,Canoe,oc4stock,6,23907.3,66.9,0.15,1706.8
2017,ADK90,Canoe,oc4women,2,23908,51.1,0.484,1706.89
2013,ADK90,Guideboat,g2,3,23908,51.6,0,1706.88
2014,ADK90,Canoe,open,NA,23911,69.5,0,1706.89
2025,ADK90,Canoe,oc2stock,6,23913.9,58.7,0.37,1706.89
2014,ADK90,Canoe,open,NA,23914,69.5,0,1706.89
2008,ADK90,Canoe,oc4,6,23917,72.3,0,1706.81
2010,ADK90,Canoe,oc2ammix,4,23917,52.8,0.043,1706.87
2015,ADK90,Canoe,oc2stockmixmaster,4,23923,63.9,0,1706.82
2025,ADK90,Canoe,oc2stocknc,1,23924.7,58.7,0.37,1706.89
2019,ADK90,Canoe,oc2stockmaster,1,23927,58,0,1706.77
2013,ADK90,Canoe,oc4women,3,23928,51.6,0,1706.88
2016,ADK90,Canoe,open,NA,23931,70.2,0.02,1706.83
2022,ADK90,Kayak,k1tourveteran,2,23933,63.4,0,1706.93
2023,ADK90,Canoe,oc2stockmaster,3,23933.8,66.9,0.15,1706.8
2012,ADK90,Canoe,oc4mix,13,23936,67.4,0,1706.75
2013,ADK90,Canoe,oc2am,3,23947,51.6,0,1706.88
2012,ADK90,Canoe,open,NA,23950,67.4,0,1706.75
2011,ADK90,Guideboat,g2,1,23952,63.9,0,1706.86
2013,ADK90,Canoe,open,NA,23953,51.6,0,1706.88
2015,ADK90,Canoe,open,NA,23954,63.9,0,1706.82
2022,ADK90,Kayak,k1unlimitedveteran,2,23955,63.4,0,1706.93
2023,ADK90,Canoe,oc4stockgoldmixnc,1,23957.4,66.9,0.15,1706.8
2015,ADK90,Canoe,oc2stockmix,1,23958,63.9,0,1706.82
2023,ADK90,Canoe,oc2stockveteran,2,23958.1,66.9,0.15,1706.8
2021,ADK90,Canoe,oc2stockmix,2,23959,55.4,0.055,1706.94
2013,ADK90,Canoe,open,NA,23963,51.6,0,1706.88
2012,ADK90,Canoe,oc2am,4,23964,67.4,0,1706.75
2015,ADK90,Canoe,open,NA,23966,63.9,0,1706.82
2019,ADK90,Unknown,open,5,23967,58,0,1706.77
2021,ADK90,Canoe,oc4stockmix,6,23970,55.4,0.055,1706.94
2023,ADK90,Canoe,oc2stockgoldnc,2,23975.5,66.9,0.15,1706.8
2012,ADK90,Canoe,oc4,6,23981,67.4,0,1706.75
2011,ADK90,Canoe,open,NA,23986,63.9,0,1706.86
2019,ADK90,Canoe,oc2stock,4,23986,58,0,1706.77
2016,ADK90,Kayak,k1unlimited,2,23990,70.2,0.02,1706.83
2017,ADK90,Canoe,open,NA,23991,51.1,0.484,1706.89
2025,ADK90,Canoe,oc2stock,7,23992.8,58.7,0.37,1706.89
2010,ADK90,Canoe,open,NA,24008,52.8,0.043,1706.87
2008,ADK90,Canoe,oc1stock,3,24009,72.3,0,1706.81
2022,ADK90,Unknown,solorecmaster,2,24009.4,63.4,0,1706.93
2016,ADK90,Guideboat,g2,1,24011,70.2,0.02,1706.83
2010,ADK90,Canoe,oc2stock,5,24012,52.8,0.043,1706.87
2016,ADK90,Canoe,open,NA,24012,70.2,0.02,1706.83
2014,ADK90,Canoe,oc2stock,7,24015,69.5,0,1706.89
2013,ADK90,Canoe,oc2stockmaster,6,24015,51.6,0,1706.88
2014,ADK90,Canoe,open,NA,24017,69.5,0,1706.89
2009,ADK90,Canoe,oc2stockmaster,6,24021,57.2,0.016,1706.65
2008,ADK90,Canoe,oc2stockmaster,8,24022,72.3,0,1706.81
2021,ADK90,Canoe,oc2stockmaster,3,24023,55.4,0.055,1706.94
2018,ADK90,Kayak,k1tour,6,24025,61.9,0,1706.8
2015,ADK90,Canoe,open,NA,24025,63.9,0,1706.82
2024,ADK90,Canoe,oc4stockmaster,4,24025.5,61.6,0,1706.82
2025,ADK90,Canoe,oc4stock,7,24027.2,58.7,0.37,1706.89
2017,ADK90,Canoe,oc2rec,1,24028,51.1,0.484,1706.89
2016,ADK90,Canoe,open,NA,24029,70.2,0.02,1706.83
2011,ADK90,Canoe,open,NA,24032,63.9,0,1706.86
2015,ADK90,Canoe,oc2stock,9,24034,63.9,0,1706.82
2017,ADK90,Canoe,oc1recveteran,1,24035,51.1,0.484,1706.89
2017,ADK90,Canoe,open,NA,24036,51.1,0.484,1706.89
2011,ADK90,Canoe,oc2stockveteran,6,24036,63.9,0,1706.86
2019,ADK90,Canoe,oc4stockmix,6,24036,58,0,1706.77
2022,ADK90,Kayak,k1tourmaster,3,24045.1,63.4,0,1706.93
2022,ADK90,Canoe,oc2stockmixmaster,3,24047.3,63.4,0,1706.93
2024,ADK90,Canoe,oc2stockmix,2,24052.4,61.6,0,1706.82
2012,ADK90,Canoe,oc2rec,4,24054,67.4,0,1706.75
2022,ADK90,Kayak,k1unlimitedmaster,2,24054.2,63.4,0,1706.93
2025,ADK90,Canoe,oc4stocknc,2,24054.7,58.7,0.37,1706.89
2025,ADK90,Kayak,k1sportveteran,1,24059.1,58.7,0.37,1706.89
2018,ADK90,Canoe,oc4stockmix,7,24062,61.9,0,1706.8
2023,ADK90,Unknown,solrecmaster,2,24062.8,66.9,0.15,1706.8
2010,ADK90,Kayak,k2women,2,24067,52.8,0.043,1706.87
2024,ADK90,Kayak,k2mixmaster,1,24067.3,61.6,0,1706.82
2021,ADK90,Canoe,oc4stockmix,11,24069,55.4,0.055,1706.94
2021,ADK90,Kayak,k1unlimited,2,24073,55.4,0.055,1706.94
2016,ADK90,Kayak,k1tourmaster,4,24073,70.2,0.02,1706.83
2013,ADK90,Canoe,oc1rec,3,24079,51.6,0,1706.88
2025,ADK90,Unknown,solorecmaster,6,24087,58.7,0.37,1706.89
2018,ADK90,Canoe,open,NA,24090,61.9,0,1706.8
2019,ADK90,Canoe,oc4stock,3,24094,58,0,1706.77
2025,ADK90,Unknown,solorecwomen,2,24094.4,58.7,0.37,1706.89
2019,ADK90,Kayak,k1unlimited,4,24096,58,0,1706.77
2025,ADK90,Canoe,oc4stockmix,11,24097.1,58.7,0.37,1706.89
2013,ADK90,Guideboat,g2women,1,24098,51.6,0,1706.88
2018,ADK90,Canoe,oc2rec,1,24101,61.9,0,1706.8
2009,ADK90,Canoe,open,NA,24102,57.2,0.016,1706.65
2014,ADK90,Kayak,k1tourveteran,2,24102,69.5,0,1706.89
2019,ADK90,Canoe,oc2stockwomen,1,24106,58,0,1706.77
2023,ADK90,Canoe,oc4stockwomen,3,24110.9,66.9,0.15,1706.8
2010,ADK90,Canoe,open,NA,24111,52.8,0.043,1706.87
2023,ADK90,Canoe,oc2stockmixmaster,6,24114.5,66.9,0.15,1706.8
2023,ADK90,Kayak,k1veteran,2,24116.6,66.9,0.15,1706.8
2012,ADK90,Canoe,open,NA,24117,67.4,0,1706.75
2012,ADK90,Canoe,open,NA,24117,67.4,0,1706.75
2023,ADK90,Canoe,oc2recgold,1,24120.6,66.9,0.15,1706.8
2021,ADK90,Kayak,k1unlimited,3,24121,55.4,0.055,1706.94
2012,ADK90,Canoe,oc1stock,2,24125,67.4,0,1706.75
2017,ADK90,Canoe,open,NA,24126,51.1,0.484,1706.89
2016,ADK90,Canoe,open,NA,24128,70.2,0.02,1706.83
2008,ADK90,Canoe,oc2stockveteran,6,24132,72.3,0,1706.81
2010,ADK90,Canoe,oc4,9,24133,52.8,0.043,1706.87
2022,ADK90,Canoe,oc2stockmixveteran,2,24133.8,63.4,0,1706.93
2013,ADK90,Canoe,open,NA,24135,51.6,0,1706.88
2009,ADK90,Canoe,oc1stock,2,24135,57.2,0.016,1706.65
2011,ADK90,Canoe,open,NA,24136,63.9,0,1706.86
2015,ADK90,Guideboat,g1,1,24138,63.9,0,1706.82
2012,ADK90,Canoe,oc2am,5,24141,67.4,0,1706.75
2023,ADK90,Unknown,solrecmaster,1,24143.4,66.9,0.15,1706.8
2021,ADK90,SUP,solorecveteran,1,24145,55.4,0.055,1706.94
2018,ADK90,Unknown,voyageur,4,24148,61.9,0,1706.8
2012,ADK90,Canoe,open,NA,24151,67.4,0,1706.75
2017,ADK90,Kayak,k1tour,2,24152,51.1,0.484,1706.89
2023,ADK90,Canoe,oc2stock,7,24154.9,66.9,0.15,1706.8
2025,ADK90,Canoe,oc4stock,9,24156,58.7,0.37,1706.89
2024,ADK90,Canoe,oc2stockmixveteran,3,24158.9,61.6,0,1706.82
2021,ADK90,Canoe,oc2stockmixveterans,2,24161,55.4,0.055,1706.94
2015,ADK90,Canoe,open,NA,24166,63.9,0,1706.82
2016,ADK90,Canoe,open,NA,24170,70.2,0.02,1706.83
2025,ADK90,Canoe,oc1stock,1,24171.4,58.7,0.37,1706.89
2024,ADK90,Unknown,solorecmaster,1,24172.3,61.6,0,1706.82
2022,ADK90,Canoe,oc2stockopen,5,24174.4,63.4,0,1706.93
2008,ADK90,Canoe,oc1am,1,24176,72.3,0,1706.81
2015,ADK90,Canoe,oc2rec,2,24176,63.9,0,1706.82
2015,ADK90,Guideboat,g2,2,24176,63.9,0,1706.82
2018,ADK90,Unknown,voyageur,3,24180,61.9,0,1706.8
2021,ADK90,Kayak,k1tourveteran,2,24184,55.4,0.055,1706.94
2010,ADK90,Canoe,oc4,10,24184,52.8,0.043,1706.87
2015,ADK90,Kayak,k2,1,24186,63.9,0,1706.82
2024,ADK90,Unknown,solorecwomenmaster,1,24187.2,61.6,0,1706.82
2011,ADK90,Guideboat,g2,2,24188,63.9,0,1706.86
2016,ADK90,Canoe,open,NA,24190,70.2,0.02,1706.83
2008,ADK90,Canoe,open,NA,24193,72.3,0,1706.81
